Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g1621	ek-tin-as'-so	ἐκτινάσσω	ektinássō	[ἐκτινάσσω] from {{g1537}} and tinasso (to swing); to shake violently	g1621
g1620	ek-tith'-ay-mee	ἐκτίθημι	ektíthēmi	[ἐκτίθημι] from {{g1537}} and {{g5087}}; to expose; figuratively, to declare	g1620
g1623	hek'-tos	ἕκτος	héktos	[ἕκτος] ordinal from {{g1803}}; sixth	g1623
g1622	ek-tos'	ἐκτός	ektós	[ἐκτός] from {{g1537}}; the exterior; figuratively (as a preposition) aside from, besides	g1622
g1625	ek-tref'-o	ἐκτρέφω	ektréphō	[ἐκτρέφω] from {{g1537}} and {{g5142}}; to rear up to maturity, i.e. (genitive case) to cherish or train	g1625
g1624	ek-trep'-o	ἐκτρέπω	ektrépō	[ἐκτρέπω] from {{g1537}} and the base of {{g5157}}; to deflect, i.e. turn away (literally or figuratively)	g1624
g1627	ek-fer'-o	ἐκφέρω	ekphérō	[ἐκφέρω] from {{g1537}} and {{g5342}}; to bear out (literally or figuratively)	g1627
g1626	ek'-tro-mah	ἔκτρωμα	éktrōma	[ἔκτρωμα] from a comparative of {{g1537}} and τιτρώσκω (to wound); a miscarriage (abortion), i.e. (by analogy) untimely birth	g1626
g1629	ek-fob-eh'-o	ἐκφοβέω	ekphobéō	[ἐκφοβέω] from {{g1537}} and {{g5399}}; to frighten utterly	g1629
g1628	ek-fyoo'-go	ἐκφεύγω	ekpheúgō	[ἐκφεύγω] from {{g1537}} and {{g5343}}; to flee out	g1628
g1632	ek-kheh'-o	ἐκχέω	ekchéō	[ἐκχέω] ,     or (by variation)      ἐκχύνωfrom {{g1537}} and χέω (to pour); to pour forth; figuratively, to bestow	g1632
g1633	ek-kho-reh'-o	ἐκχωρέω	ekchōréō	[ἐκχωρέω] from {{g1537}} and {{g5562}}; to depart	g1633
g1630	ek'-fob-os	ἔκφοβος	ékphobos	[ἔκφοβος] from {{g1537}} and {{g5401}}; frightened out of one's wits	g1630
