Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g1733	hen'-dek-ah	ἕνδεκα	héndeka	[ἕνδεκα] from (the neuter of) {{g1520}} and {{g1176}}; one and ten, i.e. eleven	g1733
g1732	en'-dike-sis	ἔνδειξις	éndeixis	[ἔνδειξις] from {{g1731}}; indication (abstractly)	g1732
g1731	en-dike'-noo-mee	ἐνδείκνυμι	endeíknymi	[ἐνδείκνυμι] from {{g1722}} and {{g1166}}; to indicate (by word or act)	g1731
g1730	en'-dighe-mah	ἔνδειγμα	éndeigma	[ἔνδειγμα] from {{g1731}}; an indication (concretely)	g1730
g1737	en-did-oos'-ko	ἐνδιδύσκω	endidýskō	[ἐνδιδύσκω] a prolonged form of {{g1746}}; to invest (with a garment)	g1737
g1736	en-day-meh'-o	ἐνδημέω	endēméō	[ἐνδημέω] from a compound of {{g1722}} and {{g1218}}; to be in one's own country, i.e. home (figuratively)	g1736
g1735	en-dekh'-et-ahee	ἐνδέχεται	endéchetai	[ἐνδέχεται] third person singular present of a compound of {{g1722}} and {{g1209}}; (impersonally) it is accepted in, i.e. admitted (possible)	g1735
g1734	hen-dek'-at-os	ἑνδέκατος	hendékatos	[ἑνδέκατος] ordinal from {{g1733}}; eleventh	g1734
g1739	en-dom'-ay-sis	ἐνδόμησις	endómēsis	[ἐνδόμησις] from a compound of {{g1722}} and a derivative of the base of {{g1218}}; a housing in (residence), i.e. structure	g1739
g1738	en'-dee-kos	ἔνδικος	éndikos	[ἔνδικος] from {{g1722}} and {{g1349}}; in the right, i.e. equitable	g1738
g1728	en-ar'-khom-ahee	ἐνάρχομαι	enárchomai	[ἐνάρχομαι] from {{g1722}} and {{g756}}; to commence on	g1728
g1729	en-deh-ace'	ἐνδεής	endeḗs	[ἐνδεής] from a compound of {{g1722}} and {{g1210}} (in the sense of lacking); deficient in	g1729
g1724	en-al'-ee-os	ἐνάλιος	enálios	[ἐνάλιος] from {{g1722}} and {{g251}}; in the sea, i.e. marine	g1724
g1725	en'-an-tee	ἔναντι	énanti	[ἔναντι] from {{g1722}} and {{g473}}; in front (i.e. figuratively, presence) of	g1725
g1726	en-an-tee'-on	ἐναντίον	enantíon	[ἐναντίον] neuter of {{g1727}}; (adverbially) in the presence (view) of	g1726
g1727	en-an-tee'-os	ἐναντίος	enantíos	[ἐναντίος] from {{g1725}}; opposite; figuratively, antagonistic	g1727
g1720	em-foo-sah'-o	ἐμφυσάω	emphysáō	[ἐμφυσάω] from {{g1722}} and φυσάω (to puff) (compare {{g5453}}); to blow at or on	g1720
g1721	em'-foo-tos	ἔμφυτος	émphytos	[ἔμφυτος] from {{g1722}} and a derivative of {{g5453}}; implanted (figuratively)	g1721
g1722	en	ἐν	en	"[ἐν] a primary preposition denoting (fixed) position (in place, time or state), and (by implication) instrumentality (medially or constructively), i.e. a relation of rest (intermediate between {{g1519}} and {{g1537}}); ""in,"" at, (up-)on, by, etc. Often used in compounds, with substantially the same import; rarely with verbs of motion, and then not to indicate direction, except (elliptically) by a separate (and different) preposition."	g1722
g1723	en-ang-kal-id'-zom-ahee	ἐναγκαλίζομαι	enankalízomai	[ἐναγκαλίζομαι] from {{g1722}} and a derivative of {{g43}}; to take in one's arms, i.e. embrace	g1723
g1759	en-thad'-eh	ἐνθάδε	entháde	[ἐνθάδε] from a prolonged form of {{g1722}}; properly, within, i.e. (of place) here, hither	g1759
g1758	en-ekh'-o	ἐνέχω	enéchō	[ἐνέχω] from {{g1722}} and {{g2192}}; to hold in or upon, i.e. ensnare; by implication, to keep a grudge	g1758
g1751	en'-i-mee	ἔνειμι	éneimi	[ἔνειμι] from {{g1772}} and {{g1510}}; to be within (neuter participle plural) See also {{g1762}}.	g1751
g1750	en-i-leh'-o	ἐνειλέω	eneiléō	[ἐνειλέω] from {{g1772}} and the base of {{g1507}}; to enwrap	g1750
g1753	en-erg'-i-ah	ἐνέργεια	enérgeia	"[ἐνέργεια] from {{g1756}}; efficiency (""energy"")"	g1753
g1752	hen'-ek-ah	ἕνεκα	héneka	[ἕνεκα]   or ἕνεκεν  or εἵνεκενof uncertain affinity; on account of	g1752
g1755	en-erg'-ay-mah	ἐνέργημα	enérgēma	[ἐνέργημα] from {{g1754}}; an effect	g1755
g1754	en-erg-eh'-o	ἐνεργέω	energéō	[ἐνεργέω] from {{g1756}}; to be active, efficient	g1754
g1757	en-yoo-log-eh'-o	ἐνευλογέω	eneulogéō	[ἐνευλογέω] from {{g1722}} and {{g2127}}; to confer a benefit on	g1757
g1756	en-er-gace'	ἐνεργής	energḗs	[ἐνεργής] from {{g1722}} and {{g2041}}; active, operative	g1756
g1748	en-ed-ryoo'-o	ἐνεδρεύω	enedreúō	[ἐνεδρεύω] from {{g1747}}; to lurk, i.e. (figuratively) plot assassination	g1748
g1749	en'-ed-ron	ἔνεδρον	énedron	[ἔνεδρον] neuter of the same as {{g1747}}; an ambush, i.e. (figuratively) murderous design	g1749
g1742	en'-doo-mah	ἔνδυμα	éndyma	[ἔνδυμα] from {{g1746}}; apparel (especially the outer robe)	g1742
g1743	en-doo-nam-o'-o	ἐνδυναμόω	endynamóō	[ἐνδυναμόω] from {{g1722}} and {{g1412}}; to empower	g1743
g1740	en-dox-ad'-zo	ἐνδοξάζω	endoxázō	[ἐνδοξάζω] from {{g1741}}; to glorify	g1740
g1741	en'-dox-os	ἔνδοξος	éndoxos	[ἔνδοξος] from {{g1722}} and {{g1391}}; in glory, i.e. splendid, (figuratively) noble	g1741
g1746	en-doo'-o	ἐνδύω	endýō	[ἐνδύω] from {{g1722}} and {{g1416}} (in the sense of sinking into a garment); to invest with clothing (literally or figuratively)	g1746
g1747	en-ed'-rah	ἐνέδρα	enédra	[ἐνέδρα] feminine from {{g1722}} and the base of {{g1476}}; an ambuscade, i.e. (figuratively) murderous purpose See also {{g1749}}.	g1747
g1744	en-doo'-no	ἐνδύνω	endýnō	[ἐνδύνω] from {{g1772}} and {{g1416}}; to sink (by implication, wrap (compare {{g1746}}) on, i.e. (figuratively) sneak	g1744
g1745	en'-doo-sis	ἔνδυσις	éndysis	[ἔνδυσις] from {{g1746}}; investment with clothing	g1745
g1777	en'-okh-os	ἔνοχος	énochos	[ἔνοχος] from {{g1758}}; liable to (a condition, penalty or imputation)	g1777
g1776	en-okh-leh'-o	ἐνοχλέω	enochléō	[ἐνοχλέω] from {{g1722}} and {{g3791}}; to crowd in, i.e. (figuratively) to annoy	g1776
g1775	hen-ot-ace'	ἑνότης	henótēs	[ἑνότης] from {{g1520}}; oneness, i.e. (figuratively) unanimity	g1775
g1774	en-oy-keh'-o	ἐνοικέω	enoikéō	[ἐνοικέω] from {{g1722}} and {{g3611}}; to inhabit (figuratively)	g1774
g1773	en'-noo-khon	ἔννυχον	énnychon	[ἔννυχον] neuter of a compound of {{g1722}} and {{g3571}}; (adverbially) by night	g1773
g1772	en'-nom-os	ἔννομος	énnomos	[ἔννομος] from {{g1722}} and {{g3551}}; (subjectively) legal, or (objectively) subject to	g1772
g1771	en'-noy-ah	ἔννοια	énnoia	[ἔννοια] from a compound of {{g1722}} and {{g3563}}; thoughtfulness, i.e. moral understanding	g1771
g1770	en-nyoo'-o	ἐννεύω	enneúō	[ἐννεύω] from {{g1722}} and {{g3506}}; to nod at, i.e. beckon or communicate by gesture	g1770
g1779	en-taf-ee-ad'-zo	ἐνταφιάζω	entaphiázō	[ἐνταφιάζω] from a compound of {{g1722}} and {{g5028}}; to inswathe with cerements for interment	g1779
g1778	en'-tal-mah	ἔνταλμα	éntalma	[ἔνταλμα] from {{g1781}}; an injunction, i.e. religious precept	g1778
g1760	en-thoo-meh'-om-ahee	ἐνθυμέομαι	enthyméomai	[ἐνθυμέομαι] from a compound of {{g1722}} and {{g2372}}; to be inspirited, i.e. ponder	g1760
