Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g4848	soom-por-yoo'-om-ahee	συμπορεύομαι	symporeúomai	[συμπορεύομαι] from {{g4862}} and {{g4198}}; to journey together; by implication, to assemble	g4848
g4849	soom-pos'-ee-on	συμπόσιον	sympósion	"[συμπόσιον] neuter of a derivative of the alternate of {{g4844}}; a drinking-party (""symposium""), i.e. (by extension) a room of guests"	g4849
g4842	soom-pem'-po	συμπέμπω	sympémpō	[συμπέμπω] from {{g4862}} and {{g3992}}; to despatch in company	g4842
g4843	soom-per-ee-lam-ban'-o	συμπεριλαμβάνω	symperilambánō	[συμπεριλαμβάνω] from {{g4862}} and a compound of {{g4012}} and {{g2983}}; to take by enclosing altogether, i.e. earnestly throw the arms about one	g4843
g4840	soom-par'-i-mee	συμπάρειμι	sympáreimi	[συμπάρειμι] from {{g4862}} and {{g3918}}; to be at hand together, i.e. now present	g4840
g4841	soom-pas'-kho	συμπάσχω	sympáschō	"[συμπάσχω] from {{g4862}} and {{g3958}} (including its alternate); to experience pain jointly or of the same kind (specially, persecution; to ""sympathize"")"	g4841
g4846	soom-pnee'-go	συμπνίγω	sympnígō	[συμπνίγω] from {{g4862}} and {{g4155}}; to strangle completely, i.e. (literally) to drown, or (figuratively) to crowd	g4846
g4847	soom-pol-ee'-tace	συμπολίτης	sympolítēs	[συμπολίτης] from {{g4862}} and {{g4177}}; a native of the same town, i.e. (figuratively) co-religionist (fellow-Christian)	g4847
g4844	soom-pee'-no	συμπίνω	sympínō	[συμπίνω] from {{g4862}} and {{g4095}}; to partake a beverage in company	g4844
g4845	soom-play-ro'-o	συμπληρόω	symplēróō	[συμπληρόω] from {{g4862}} and {{g4137}}; to implenish completely, i.e. (of space) to swamp (a boat), or (of time) to accomplish (passive, be complete)	g4845
g4877	soon-an'-tay-sis	συνάντησις	synántēsis	[συνάντησις] from {{g4876}}; a meeting with	g4877
g4876	soon-an-tah'-o	συναντάω	synantáō	[συναντάω] from {{g4862}} and a derivative of {{g473}}; to meet with; figuratively, to occur	g4876
g4875	soon-an-ap-ow'-om-ahee	συναναπαύομαι	synanapaúomai	[συναναπαύομαι] middle from {{g4862}} and {{g373}}; to recruit oneself in company with	g4875
g4874	soon-an-am-ig'-noo-mee	συναναμίγνυμι	synanamígnymi	[συναναμίγνυμι] from {{g4862}} and a compound of {{g303}} and {{g3396}}; to mix up together, i.e. (figurative) associate with	g4874
g4873	soon-an-ak'-i-mahee	συνανάκειμαι	synanákeimai	[συνανάκειμαι] from {{g4862}} and {{g345}}; to recline in company with (at a meal)	g4873
g4872	soon-an-ab-ah'-ee-no	συναναβαίνω	synanabaínō	[συναναβαίνω] from {{g4862}} and {{g305}}; to ascend in company with	g4872
g4871	soon-al-id'-zo	συναλίζω	synalízō	[συναλίζω] from {{g4862}} and ἁλίζω (to throng); to accumulate, i.e. convene	g4871
g4870	soon-ak-ol-oo-theh'-o	συνακολουθέω	synakolouthéō	[συνακολουθέω] from {{g4862}} and {{g190}}; to accompany	g4870
g4879	soon-ap-ag'-o	συναπάγω	synapágō	[συναπάγω] from {{g4862}} and {{g520}}; to take off together, i.e. transport with (seduce, passively, yield)	g4879
g4878	soon-an-tee-lam-ban'-om-ahee	συναντιλαμβάνομαι	synantilambánomai	[συναντιλαμβάνομαι] from {{g4862}} and {{g482}}; to take hold of opposite together, i.e. co-operate (assist)	g4878
g4860	soom-psay-fid'-zo	συμψηφίζω	sympsēphízō	[συμψηφίζω] from {{g4862}} and {{g5585}}; to compute jointly	g4860
g4861	soom'-psoo-khos	σύμψυχος	sýmpsychos	[σύμψυχος] from {{g4862}} and {{g5590}}; co-spirited, i.e. similar in sentiment	g4861
g4862	soon	σύν	sýn	[σύν] a primary preposition denoting union; with or together (but much closer than {{g3326}} or {{g3844}}), i.e. by association, companionship, process, resemblance, possession, instrumentality, addition, etc. In composition it has similar applications, including completeness.	g4862
g4863	soon-ag'-o	συνάγω	synágō	[συνάγω] from {{g4862}} and {{g71}}; to lead together, i.e. collect or convene; specially, to entertain (hospitably)	g4863
g4864	soon-ag-o-gay'	συναγωγή	synagōgḗ	"[συναγωγή] from (the reduplicated form of) {{g4863}}; an assemblage of persons; specially, a Jewish ""synagogue"" (the meeting or the place); by analogy, a Christian church"	g4864
g4865	soon-ag-o-nid'-zom-ahee	συναγωνίζομαι	synagōnízomai	[συναγωνίζομαι] from {{g4862}} and {{g75}}; to struggle in company with, i.e. (figuratively) to be a partner (assistant)	g4865
g4866	soon-ath-leh'-o	συναθλέω	synathléō	[συναθλέω] from {{g4862}} and {{g118}}; to wrestle in company with, i.e. (figuratively) to seek jointly	g4866
g4867	soon-ath-royd'-zo	συναθροίζω	synathroízō	[συναθροίζω] from {{g4862}} and ἀθροίζω (to hoard); to convene	g4867
g4868	soon-ah'-ee-ro	συναίρω	synaírō	[συναίρω] from {{g4862}} and {{g142}}; to make up together, i.e. (figuratively) to compute (an account)	g4868
g4869	soon-aheekh-mal'-o-tos	συναιχμάλωτος	synaichmálōtos	[συναιχμάλωτος] from {{g4862}} and {{g164}}; a co-captive	g4869
g4899	soon-ek-lek-tos'	συνεκλεκτός	syneklektós	[συνεκλεκτός] from a compound of {{g4862}} and {{g1586}}; chosen in company with, i.e. co-elect (fellow Christian)	g4899
g4898	soon-ek'-day-mos	συνέκδημος	synékdēmos	[συνέκδημος] from {{g4862}} and the base of {{g1553}}; a co-absentee from home, i.e. fellow-traveller	g4898
g4895	soon'-i-mee	σύνειμι	sýneimi	[σύνειμι] from {{g4862}} and {{g1510}} (including its various inflections); to be in company with, i.e. present at the time	g4895
g4894	soon-i'-do	συνείδω	syneídō	[συνείδω] from {{g4862}} and {{g1492}}; to see completely; used (like its primary) only in two past tenses, respectively meaning to understand or become aware, and to be conscious or (clandestinely) informed of	g4894
g4897	soon-ice-er'-khom-ahee	συνεισέρχομαι	syneisérchomai	[συνεισέρχομαι] from {{g4862}} and {{g1525}}; to enter in company with	g4897
g4896	soon'-i-mee	σύνειμι	sýneimi	[σύνειμι] from {{g4862}} and εἶμι (to go); to assemble	g4896
g4891	soon-eg-i'-ro	συνεγείρω	synegeírō	[συνεγείρω] from {{g4862}} and {{g1453}}; to rouse (from death) in company with, i.e. (figuratively) to revivify (spirtually) in resemblance to	g4891
g4890	soon-drom-ay'	συνδρομή	syndromḗ	[συνδρομή] from (the alternate of) {{g4936}}; a running together, i.e. (riotous) concourse	g4890
g4893	soon-i'-day-sis	συνείδησις	syneídēsis	[συνείδησις] from a prolonged form of {{g4894}}; co-perception, i.e. moral consciousness	g4893
g4892	soon-ed'-ree-on	συνέδριον	synédrion	[συνέδριον] neuter of a presumed derivative of a compound of {{g4862}} and the base of {{g1476}}; a joint session, i.e. (specially), the Jewish Sanhedrin; by analogy, a subordinate tribunal	g4892
g4815	sool-lam-ban'-o	συλλαμβάνω	syllambánō	[συλλαμβάνω] from {{g4862}} and {{g2983}}; to clasp, i.e. seize (arrest, capture); specially, to conceive (literally or figuratively); by implication, to aid	g4815
g4814	sool-lal-eh'-o	συλλαλέω	syllaléō	[συλλαλέω] from {{g4862}} and {{g2980}}; to talk together, i.e. converse	g4814
g4817	sool-log-id'-zom-ahee	συλλογίζομαι	syllogízomai	[συλλογίζομαι] from {{g4862}} and {{g3049}}; to reckon together (with oneself), i.e. deliberate	g4817
g4816	sool-leg'-o	συλλέγω	syllégō	[συλλέγω] from {{g4862}} and {{g3004}} in its original sense; to collect	g4816
g4811	soo-kof-an-teh'-o	συκοφαντέω	sykophantéō	"[συκοφαντέω] from a compound of {{g4810}} and a derivative of {{g5316}}; to be a fig-informer (reporter of the law forbidding the exportation of figs from Greece), ""sycophant"", i.e. (genitive and by extension) to defraud (exact unlawfully, extort)"	g4811
g4810	soo'-kon	σῦκον	sŷkon	[σῦκον] apparently a primary word; a fig	g4810
g4813	soo-lah'-o	συλάω	syláō	[συλάω] from a derivative of σύλλω (to strip; probably akin to {{g138}}; compare {{g4661}}); to despoil	g4813
g4812	soo-lag-ogue-eh'-o	συλαγωγέω	sylagōgéō	[συλαγωγέω] from the base of {{g4813}} and (the reduplicated form of) {{g71}}; to lead away as booty, i.e. (figuratively) seduce	g4812
g4819	soom-bah'-ee-no	συμβαίνω	symbaínō	[συμβαίνω] from {{g4862}} and the base of {{g939}}; to walk (figuratively, transpire) together, i.e. concur (take place)	g4819
g4818	sool-loop-eh'-o	συλλυπέω	syllypéō	[συλλυπέω] from {{g4862}} and {{g3076}}; to afflict jointly, i.e. (passive) sorrow at (on account of) someone	g4818
g4888	soon-dox-ad'-zo	συνδοξάζω	syndoxázō	[συνδοξάζω] from {{g4862}} and {{g1392}}; to exalt to dignity in company (i.e. similarly) with	g4888
g4889	soon'-doo-los	σύνδουλος	sýndoulos	[σύνδουλος] from {{g4862}} and {{g1401}}; a co-slave, i.e. servitor or ministrant of the same master (human or divine)	g4889
g4886	soon'-des-mos	σύνδεσμος	sýndesmos	[σύνδεσμος] from {{g4862}} and {{g1199}}; a joint tie, i.e. ligament, (figuratively) uniting principle, control	g4886
g4887	soon-deh'-o	συνδέω	syndéō	[συνδέω] from {{g4862}} and {{g1210}}; to bind with, i.e. (passively) be a fellow-prisoner (figuratively)	g4887
g4884	soon-ar-pad'-zo	συναρπάζω	synarpázō	[συναρπάζω] from {{g4862}} and {{g726}}; to snatch together, i.e. seize	g4884
g4885	soon-owx-an'-o	συναυξάνω	synauxánō	[συναυξάνω] from {{g4862}} and {{g837}}; to increase (grow up) together	g4885
