Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g1429	do-dek-af'-oo-lon	δωδεκάφυλον	dōdekáphylon	[δωδεκάφυλον] from {{g1427}} and {{g5443}}; the commonwealth of Israel	g1429
g1428	do-dek'-at-os	δωδέκατος	dōdékatos	[δωδέκατος] from {{g1427}}; twelfth	g1428
g1423	doos-kol'-oce	δυσκόλως	dyskólōs	[δυσκόλως] adverb from {{g1422}}; impracticably	g1423
g1422	doo'-kol-os	δύσκολος	dýskolos	[δύσκολος] from {{g1418}} and κόλον (food); properly, fastidious about eating (peevish), i.e. (genitive case) impracticable	g1422
g1421	doos-er-mane'-yoo-tos	δυσερμήνευτος	dysermḗneutos	[δυσερμήνευτος] from {{g1418}} and a presumed derivative of {{g2059}}; difficult of explanation	g1421
g1420	doos-en-ter-ee'-ah	δυσεντερία	dysentería	"[δυσεντερία] from {{g1418}} and a comparative of {{g1787}} (meaning a bowel); a ""dysentery"""	g1420
g1427	do'-dek-ah	δώδεκα	dṓdeka	[δώδεκα] from {{g1417}} and {{g1176}}; two and ten, i.e. a dozen	g1427
g1426	doos-fay-mee'-ah	δυσφημία	dysphēmía	[δυσφημία] from a compound of {{g1418}} and {{g5345}}; defamation	g1426
g1425	doos-no'-ay-tos	δυσνόητος	dysnóētos	[δυσνόητος] from {{g1418}} and a derivative of {{g3539}}; difficult of perception	g1425
g1424	doos-may'	δυσμή	dysmḗ	[δυσμή] from {{g1416}}; the sun-set, i.e. (by implication) the western region	g1424
g1434	do'-ray-mah	δώρημα	dṓrēma	[δώρημα] from {{g1433}}; a bestowment	g1434
g1435	do'-ron	δῶρον	dōron	[δῶρον] a present; specially, a sacrifice	g1435
g1436	eh'-ah	ἔα	éa	[ἔα] apparent imperative of {{g1439}}; properly, let it be, i.e. (as interjection) aha!	g1436
g1437	eh-an'	ἐάν	eán	[ἐάν] from {{g1487}} and {{g302}}; a conditional particle; in case that, provided, etc.; often used in connection with other particles to denote indefiniteness or uncertainty See {{g3361}}.	g1437
g1430	do'-mah	δῶμα	dōma	[δῶμα] from δέμω (to build); properly, an edifice, i.e. (specially) a roof	g1430
g1431	do-reh-ah'	δωρεά	dōreá	[δωρεά] from {{g1435}}; a gratuity	g1431
g1432	do-reh-an'	δωρεάν	dōreán	[δωρεάν] accusative case of {{g1431}} as adverb; gratuitously (literally or figuratively)	g1432
g1433	do-reh'-om-ahee	δωρέομαι	dōréomai	[δωρέομαι] middle voice from {{g1435}}; to bestow gratuitously	g1433
g1438	heh-ow-too'	ἑαυτοῦ	heautoû	[ἑαυτοῦ] from a reflexive pronoun otherwise obsolete and the genitive case (dative case or accusative case) of {{g846}}; him- (her-, it-, them-, also (in conjunction with the personal pronoun of the other persons) my-, thy-, our-, your-) self (selves), etc.	g1438
g1439	eh-ah'-o	ἐάω	eáō	[ἐάω] of uncertain affinity; to let be, i.e. permit or leave alone See also {{g1436}}.	g1439
g1441	heb-dom-ay-kon-tak-is	ἑβδομηκοντάκις	hebdomēkontákis	[ἑβδομηκοντάκις] multiple adverb from {{g1440}}; seventy times	g1441
g1440	heb-dom-ay'-kon-tah	ἑβδομήκοντα	hebdomḗkonta	[ἑβδομήκοντα] from {{g1442}} and a modified form of {{g1176}}; seventy	g1440
g1443	eb-er'	Ἐβέρ	Ebér	[Ἐβέρ] of Hebrew origin ({{h5677}}); Eber, a patriarch	g1443
g1442	heb'-dom-os	ἕβδομος	hébdomos	[ἕβδομος] ordinal from {{g2033}}; seventh	g1442
g1445	heb-rah'-yos	Ἑβραῖος	Hebraîos	[Ἑβραῖος] from {{g1443}}; a Hebræan (i.e. Hebrew) or Jew	g1445
g1444	heb-rah-ee-kos'	Ἑβραϊκός	Hebraïkós	[Ἑβραϊκός] from {{g1443}}; Hebraic or the Jewish language	g1444
g1447	heb-rah-is-tee'	Ἑβραϊστί	Hebraïstí	[Ἑβραϊστί] adverb from {{g1446}}; Hebraistically or in the Jewish (Chaldee) language	g1447
g1446	heb-rah-is'	Ἑβραΐς	Hebraḯs	[Ἑβραΐς] from {{g1443}}; the Hebraistic (Hebrew) or Jewish (Chaldee) language	g1446
g1449	eng-graf'-o	ἐγγράφω	engráphō	"[ἐγγράφω] from {{g1722}} and {{g1125}}; to ""engrave"", i.e. inscribe"	g1449
g1448	eng-id'-zo	ἐγγίζω	engízō	[ἐγγίζω] from {{g1451}}; to make near, i.e. (reflexively) approach	g1448
g1452	eng-goo'-ter-on	ἐγγύτερον	engýteron	[ἐγγύτερον] neuter of the comparative of {{g1451}}; nearer	g1452
g1453	eg-i'-ro	ἐγείρω	egeírō	[ἐγείρω] probably akin to the base of {{g58}} (through the idea of collecting one's faculties); to waken (transitively or intransitively), i.e. rouse (literally, from sleep, from sitting or lying, from disease, from death; or figuratively, from obscurity, inactivity, ruins, nonexistence)	g1453
g1450	eng'-goo-os	ἔγγυος	éngyos	[ἔγγυος] from {{g1722}} and γυῖον (a limb); pledged (as if articulated by a member), i.e. a bondsman	g1450
g1451	eng-goos'	ἐγγύς	engýs	[ἐγγύς] from a primary verb ἄγχω (to squeeze or throttle; akin to the base of {{g43}}); near (literally or figuratively, of place or time)	g1451
g1456	eng-kah'-ee-nee-ah	ἐγκαίνια	enkaínia	[ἐγκαίνια] neuter plural of a presumed compound from {{g1722}} and {{g2537}}; innovatives, i.e. (specially) renewal (of religious services after the Antiochian interruption)	g1456
g1457	eng-kahee-nid'-zo	ἐγκαινίζω	enkainízō	[ἐγκαινίζω] from {{g1456}}; to renew, i.e. inaugurate	g1457
g1454	eg'-er-sis	ἔγερσις	égersis	[ἔγερσις] from {{g1453}}; a resurgence (from death)	g1454
g1455	eng-kath'-et-os	ἐγκάθετος	enkáthetos	[ἐγκάθετος] from {{g1722}} and a derivative of {{g2524}}; subinduced, i.e. surreptitiously suborned as a lier-in-wait	g1455
g1458	eng-kal-eh'-o	ἐγκαλέω	enkaléō	[ἐγκαλέω] from {{g1722}} and {{g2564}}; to call in (as a debt or demand), i.e. bring to account (charge, criminate, etc.)	g1458
g1459	eng-kat-al-i'-po	ἐγκαταλείπω	enkataleípō	[ἐγκαταλείπω] from {{g1722}} and {{g2641}}; to leave behind in some place, i.e. (in a good sense) let remain over, or (in a bad sense) to desert	g1459
g1500	i-kay'	εἰκῆ	eikē	[εἰκῆ] probably from {{g1502}} (through the idea of failure); idly, i.e. without reason (or effect)	g1500
g1469	eng-kree'-no	ἐγκρίνω	enkrínō	[ἐγκρίνω] from {{g1722}} and {{g2919}}; to judge in, i.e. count among	g1469
g1468	eng-krat-ace'	ἐγκρατής	enkratḗs	[ἐγκρατής] from {{g1722}} and {{g2904}}; strong in a thing (masterful), i.e. (figuratively and reflexively) self-controlled (in appetite, etc.)	g1468
g1467	eng-krat-yoo'-om-ahee	ἐγκρατεύομαι	enkrateúomai	[ἐγκρατεύομαι] middle voice from {{g1468}}; to exercise self-restraint (in diet and chastity)	g1467
g1466	eng-krat'-i-ah	ἐγκράτεια	enkráteia	[ἐγκράτεια] from {{g1468}}; self-control (especially continence)	g1466
g1465	eng-kop'-to	ἐγκόπτω	enkóptō	[ἐγκόπτω] from {{g1722}} and {{g2875}}; to cut into, i.e. (figuratively) impede, detain	g1465
g1464	eng-kop-ay'	ἐγκοπή	enkopḗ	[ἐγκοπή] from {{g1465}}; a hindrance	g1464
g1463	eng-kom-bo'-om-ahee	ἐγκομβόομαι	enkombóomai	[ἐγκομβόομαι] middle voice from {{g1722}} and κομβόω (to gird); to engirdle oneself (for labor), i.e. figuratively (the apron as being a badge of servitude) to wear (in token of mutual deference)	g1463
g1462	eng'-klay-mah	ἔγκλημα	énklēma	[ἔγκλημα] from {{g1458}}; an accusation, i.e. offence alleged	g1462
g1461	eng-ken-trid'-zo	ἐγκεντρίζω	enkentrízō	[ἐγκεντρίζω] from {{g1722}} and a derivative of {{g2759}}; to prick in, i.e. ingraft	g1461
g1460	eng-kat-oy-keh'-o	ἐγκατοικέω	enkatoikéō	[ἐγκατοικέω] from {{g1722}} and {{g2730}}; to settle down in a place, i.e. reside	g1460
g1485	eth'-os	ἔθος	éthos	[ἔθος] from {{g1486}}; a usage (prescribed by habit or law)	g1485
g1484	eth'-nos	ἔθνος	éthnos	[ἔθνος] probably from {{g1486}}; a race (as of the same habit), i.e. a tribe; specially, a foreign (non-Jewish) one (usually, by implication, pagan)	g1484
g1487	i	εἰ	ei	[εἰ] a primary particle of conditionality; if, whether, that, etc. Often used in connection or composition with other particles, especially as in {{g1489}}, {{g1490}}, {{g1499}}, {{g1508}}, {{g1509}}, {{g1512}}, {{g1513}}, {{g1536}}, {{g1537}}. See also {{g1437}}.	g1487
g1486	eth'-o	ἔθω	éthō	[ἔθω] a primary verb; to be used (by habit or conventionality); neuter perfect participle usage	g1486
g1481	eth-nar'-khace	ἐθνάρχης	ethnárchēs	[ἐθνάρχης] from {{g1484}} and {{g746}}; the governor (not king) of a district	g1481
g1480	eth-id'-zo	ἐθίζω	ethízō	[ἐθίζω] from {{g1485}}; to accustom, i.e. (neuter passive participle) customary	g1480
g1483	eth-nee-koce'	ἐθνικῶς	ethnikōs	[ἐθνικῶς] adverb from {{g1482}}; as a Gentile	g1483
g1482	eth-nee-kos'	ἐθνικός	ethnikós	"[ἐθνικός] from {{g1484}}; national (""ethnic""), i.e. (specially) a Gentile"	g1482
g1489	i'-gheh	εἴγε	eíge	[εἴγε] from {{g1487}} and {{g1065}}; if indeed, seeing that, unless, (with negative) otherwise	g1489
g1488	i	εἶ	eî	[εἶ] second person singular present of {{g1510}}; thou art	g1488
g1478	ed-zek-ee'-as	Ἐζεκίας	Ezekías	[Ἐζεκίας] of Hebrew origin ({{h2396}}); Ezekias (i.e. Hezekeiah), an Israelite	g1478
