Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g1238	dee-ad'-ay-mah	διάδημα	diádēma	"[διάδημα] from a compound of {{g1223}} and {{g1210}}; a ""diadem"" (as bound about the head) Compare {{g4735}}."	g1238
g1239	dee-ad-id'-o-mee	διαδίδωμι	diadídōmi	[διαδίδωμι] from {{g1223}} and {{g1325}}; to give throughout a crowd, i.e. deal out; also to deliver over (as to a successor)	g1239
g1236	dee-ag'-o	διάγω	diágō	[διάγω] from {{g1223}} and {{g71}}; to pass time or life	g1236
g1237	dee-ad-ekh'-om-ahee	διαδέχομαι	diadéchomai	[διαδέχομαι] from {{g1223}} and {{g1209}}; to receive in turn, i.e. (figuratively) succeed to	g1237
g1234	dee-ag-ong-good'-zo	διαγογγύζω	diagongýzō	[διαγογγύζω] from {{g1223}} and {{g1111}}; to complain throughout a crowd	g1234
g1235	dee-ag-ray-gor-eh'-o	διαγρηγορέω	diagrēgoréō	[διαγρηγορέω] from {{g1223}} and {{g1127}}; to waken thoroughly	g1235
g1232	dee-ag-no-rid'-zo	διαγνωρίζω	diagnōrízō	[διαγνωρίζω] from {{g1123}} and {{g1107}}; to tell abroad	g1232
g1233	dee-ag'-no-sis	διάγνωσις	diágnōsis	"[διάγνωσις] from {{g1231}}; (magisterial) examination (""diagnosis"")"	g1233
g1230	dee-ag-in'-om-ahee	διαγίνομαι	diagínomai	[διαγίνομαι] from {{g1223}} and {{g1096}}; to elapse meanwhile	g1230
g1231	dee-ag-in-o'-sko	διαγινώσκω	diaginṓskō	[διαγινώσκω] from {{g1223}} and {{g1097}}; to know thoroughly, i.e. ascertain exactly	g1231
g1209	dekh'-om-ahee	δέχομαι	déchomai	[δέχομαι] middle voice of a primary verb; to receive (in various applications, literally or figuratively) Compare {{g2983}}.	g1209
g1208	dyoo'-ter-os	δεύτερος	deúteros	[δεύτερος] as the comparative of {{g1417}}; (ordinal) second (in time, place, or rank; also adverb)	g1208
g1203	des-pot'-ace	δεσπότης	despótēs	"[δεσπότης] perhaps from {{g1210}} and πόσις (a husband); an absolute ruler (""despot"")"	g1203
