Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g247	al'-loce	ἄλλως	állōs	[ἄλλως] adverb from {{g243}}; differently	g247
g246	al-lof'-oo-los	ἀλλόφυλος	allóphylos	[ἀλλόφυλος] from {{g243}} and {{g5443}}; foreign, i.e. (specially) Gentile	g246
g245	al-lot'-ree-os	ἀλλότριος	allótrios	[ἀλλότριος] from {{g243}}; another's, i.e. not one's own; by extension foreign, not akin, hostile	g245
g244	al-lot-ree-ep-is'-kop-os	ἀλλοτριεπίσκοπος	allotriepískopos	[ἀλλοτριεπίσκοπος] from {{g245}} and {{g1985}}; overseeing others' affairs, i.e. a meddler (specially, in Gentile customs)	g244
g243	al'-los	ἄλλος	állos	"[ἄλλος] a primary word; ""else,"" i.e. different (in many applications)"	g243
g242	hal'-lom-ahee	ἅλλομαι	hállomai	[ἅλλομαι] middle voice of apparently a primary verb; to jump; figuratively, to gush	g242
g241	al-log-en-ace'	ἀλλογενής	allogenḗs	[ἀλλογενής] from {{g243}} and {{g1085}}; foreign, i.e. not a Jew	g241
g240	al-lay'-lone	ἀλλήλων	allḗlōn	[ἀλλήλων] Genitive plural from {{g243}} reduplicated; one another	g240
g249	al'-og-os	ἄλογος	álogos	[ἄλογος] from {{g1}} (as a negative particle) and {{g3056}}; irrational	g249
g248	al-o-ah'-o	ἀλοάω	aloáō	[ἀλοάω] from the same as {{g257}}; to tread out grain	g248
g272	am-el-eh'-o	ἀμελέω	ameléō	[ἀμελέω] from {{g1}} (as a negative particle) and {{g3199}}; to be careless of	g272
g273	am'-emp-tos	ἄμεμπτος	ámemptos	[ἄμεμπτος] from {{g1}} (as a negative particle) and a derivative of {{g3201}}; irreproachable	g273
g270	am-ah'-o	ἀμάω	amáō	[ἀμάω] from {{g260}}; properly, to collect, i.e. (by implication) reap	g270
g271	am-eth'-oos-tos	ἀμέθυστος	améthystos	"[ἀμέθυστος] from {{g1}} (as a negative particle) and a derivative of {{g3184}}; the ""amethyst"" (supposed to prevent intoxication)"	g271
g276	am-et-ath'-et-os	ἀμετάθετος	ametáthetos	[ἀμετάθετος] from {{g1}} (as a negative particle) and a derivative of {{g3346}}; unchangeable, or (neuter as abstract) unchangeability	g276
g277	am-et-ak-in'-ay-tos	ἀμετακίνητος	ametakínētos	[ἀμετακίνητος] from {{g1}} (as a negative particle) and a derivative of {{g3334}}; immovable	g277
g274	am-emp'-toce	ἀμέμπτως	amémptōs	[ἀμέμπτως] adverb from {{g273}}; faultlessly	g274
g275	am-er'-im-nos	ἀμέριμνος	amérimnos	[ἀμέριμνος] from {{g1}} (as a negative particle) and {{g3308}}; not anxious	g275
g278	am-et-am-el'-ay-tos	ἀμεταμέλητος	ametamélētos	[ἀμεταμέλητος] from {{g1}} (as a negative particle) and a presumed derivative of {{g3338}}; irrevocable	g278
g279	am-et-an-o'-ay-tos	ἀμετανόητος	ametanóētos	[ἀμετανόητος] from {{g1}} (as a negative particle) and a presumed derivative of {{g3340}}; unrepentant	g279
g269	am'-akh-os	ἄμαχος	ámachos	[ἄμαχος] from {{g1}} (as a negative particle) and {{g3163}}; peaceable	g269
g268	ham-ar-to-los'	ἁμαρτωλός	hamartōlós	[ἁμαρτωλός] from {{g264}}; sinful, i.e. a sinner	g268
