Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g159	ah'-ee-tee-os	αἴτιος	aítios	[αἴτιος] from the same as {{g154}}; causative, i.e. (concretely) a causer	g159
g158	ah'-ee-tee-on	αἴτιον	aítion	[αἴτιον] neuter of {{g159}}; a reason or crime (like {{g156}})	g158
g157	ahee-tee'-am-ah	αἰτίαμα	aitíama	[αἰτίαμα] from a derivative of {{g156}}; a thing charged	g157
g156	ahee-tee'-a	αἰτία	aitía	[αἰτία] from the same as {{g154}}; a cause (as if asked for), i.e. (logical) reason (motive, matter), (legal) crime (alleged or proved)	g156
g155	ah'-ee-tay-mah	αἴτημα	aítēma	[αἴτημα] from {{g154}}; a thing asked or (abstractly) an asking	g155
g154	ahee-teh'-o	αἰτέω	aitéō	[αἰτέω] of uncertain derivation; to ask (in genitive case) Compare {{g4441}}.	g154
g153	ahee-skhoo'-nom-ahee	αἰσχύνομαι	aischýnomai	[αἰσχύνομαι] from αἶσχος (disfigurement, i.e. disgrace); to feel shame (for oneself)	g153
g152	ahee-skhoo'-nay	αἰσχύνη	aischýnē	[αἰσχύνη] from {{g153}}; shame or disgrace (abstractly or concretely)	g152
g151	ahee-skhrot'-ace	αἰσχρότης	aischrótēs	[αἰσχρότης] from {{g150}}; shamefulness, i.e. obscenity	g151
g150	ahee-skhros'	αἰσχρός	aischrós	[αἰσχρός] from the same as {{g153}}; shameful, i.e. base (specially, venal)	g150
g168	ak-ath-ar'-tace	ἀκαθάρτης	akathártēs	[ἀκαθάρτης] from {{g169}}; impurity (the state), morally	g168
g169	ak-ath'-ar-tos	ἀκάθαρτος	akáthartos	[ἀκάθαρτος] from {{g1}} (as a negative particle) and a presumed derivative of {{g2508}} (meaning cleansed); impure (ceremonially, morally (lewd) or specially, (demonic))	g169
g162	aheekh-mal-o-tew'-o	αἰχμαλωτεύω	aichmalōteúō	[αἰχμαλωτεύω] from {{g164}}; to capture (like {{g163}})	g162
g163	aheekh-mal-o-tid'-zo	αἰχμαλωτίζω	aichmalōtízō	[αἰχμαλωτίζω] from {{g164}}; to make captive	g163
g160	aheef-nid'-ee-os	αἰφνίδιος	aiphnídios	[αἰφνίδιος] from a compound of {{g1}} (as a negative particle) and {{g5316}} (compare {{g1810}}) (meaning non-apparent); unexpected, i.e. (adverbially) suddenly	g160
g161	aheekh-mal-o-see'-ah	αἰχμαλωσία	aichmalōsía	[αἰχμαλωσία] from {{g164}}; captivity	g161
g166	ahee-o'-nee-os	αἰώνιος	aiṓnios	[αἰώνιος] from {{g165}}; perpetual (also used of past time, or past and future as well)	g166
g167	ak-ath-ar-see'-ah	ἀκαθαρσία	akatharsía	[ἀκαθαρσία] from {{g169}}; impurity (the quality), physically or morally	g167
g164	aheekh-mal-o-tos'	αἰχμάλωτος	aichmálōtos	[αἰχμάλωτος] from αἰχμή (a spear) and a derivative of the same as {{g259}}; properly, a prisoner of war, i.e. (genitive case) a captive	g164
g165	ahee-ohn'	αἰών	aiṓn	[αἰών] from the same as {{g104}}; properly, an age; by extension, perpetuity (also past); by implication, the world; specially (Jewish) a Messianic period (present or future) Compare {{g5550}}.	g165
g175	ak'-ar-pos	ἄκαρπος	ákarpos	[ἄκαρπος] from {{g1}} (as a negative particle) and {{g2590}}; barren (literally or figuratively)	g175
g174	ak-an'-thee-nos	ἀκάνθινος	akánthinos	[ἀκάνθινος] from {{g173}}; thorny	g174
g177	ak-at-ak-al'-oop-tos	ἀκατακάλυπτος	akatakályptos	[ἀκατακάλυπτος] from {{g1}} (as a negative particle) and a derivative of a compound of {{g2596}} and {{g2572}}; unveiled	g177
g176	ak-at-ag'-noce-tos	ἀκατάγνωστος	akatágnōstos	[ἀκατάγνωστος] from {{g1}} (as a negative particle) and a derivative of {{g2607}}; unblamable	g176
g171	ak-ah'-ee-roce	ἀκαίρως	akaírōs	[ἀκαίρως] adverb from the same as {{g170}}; inopportunely	g171
g170	ak-ahee-reh'-om-ahee	ἀκαιρέομαι	akairéomai	[ἀκαιρέομαι] from a compound of {{g1}} (as a negative particle) and {{g2540}} (meaning unseasonable); to be inopportune (for oneself), i.e. to fail of a proper occasion	g170
g173	ak'-an-thah	ἄκανθα	ákantha	[ἄκανθα] probably from the same as {{g188}}; a thorn	g173
g172	ak'-ak-os	ἄκακος	ákakos	[ἄκακος] from {{g1}} (as a negative particle) and {{g2556}}; not bad, i.e. (objectively) innocent or (subjectively) unsuspecting	g172
g179	ak-at-al'-oo-tos	ἀκατάλυτος	akatálytos	[ἀκατάλυτος] from {{g1}} (as a negative particle) and a derivative of {{g2647}}; indissoluble, i.e. (figuratively) permanent	g179
g178	ak-at-ak'-ree-tos	ἀκατάκριτος	akatákritos	[ἀκατάκριτος] from {{g1}} (as a negative particle) and a derivative of {{g2632}}; without (legal) trial	g178
g101	ad-oo-nat-eh'-o	ἀδυνατέω	adynatéō	[ἀδυνατέω] from {{g102}}; to be unable, i.e. (passively) impossible	g101
g102	ad-oo'-nat-os	ἀδύνατος	adýnatos	[ἀδύνατος] from {{g1}} (as a negative particle) and {{g1415}}; unable, i.e. weak (literally or figuratively); passively, impossible	g102
g103	ad'-o	ᾄδω	áidō	[ᾄδω] a primary verb; to sing	g103
g104	ah-eye'	ἀεί	aeí	"[ἀεί] from an obsolete primary noun (apparently meaning continued duration); ""ever,"" by qualification regularly; by implication, earnestly"	g104
g105	ah-et-os'	ἀετός	aetós	[ἀετός] from the same as {{g109}}; an eagle (from its wind-like flight)	g105
