Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h4568	mah-ab-eh'	מַעֲבֶה	maʻăbeh	from {{h5666}}; properly, compact (part of soil), i.e. loam; clay.	h4568
h4569	mah-ab-awr'	מַעֲבָר	maʻăbâr	or feminine מַעֲבָרָה; from {{h5674}}; a crossing-place (of a river, a ford; of a mountain, a pass); abstractly, a transit, i.e. (figuratively) overwhelming; ford, place where...pass, passage.	h4569
h4562	maw-so'-reth	מָסֹרֶת	mâçôreth	from {{h631}}; a band; bond.	h4562
h4563	mis-tore'	מִסְתּוֹר	miçtôwr	from {{h5641}}; a refuge; covert.	h4563
h4560	maw-sar'	מָסַר	mâçar	a primitive root; to sunder, i.e. (transitively) set apart, or (reflex.) apostatize; commit, deliver.	h4560
h4561	mo-sawr'	מֹסָר	môçâr	from {{h3256}}; admonition; instruction.	h4561
h4566	mah-bawd'	מַעְבָּד	maʻbâd	from {{h5647}}; an act; work.	h4566
h4567	mah-bawd'	מַעְבָד	maʻbâd	(Aramaic) corresponding to {{h4566}}; an act; work.	h4567
h4564	mas-tare'	מַסְתֵּר	maçtêr	from {{h5641}}; properly, a hider, i.e. (abstractly) a hiding, i.e. aversion; hid.	h4564
h4565	mis-tawr'	מִסְתָּר	miçtâr	from {{h5641}}; properly, a concealer, i.e. a covert; secret(-ly, place).	h4565
h4557	mis-pawr'	מִסְפָּר	miçpâr	from {{h5608}}; a number, definite (arithmetical) or indefinite (large, innumerable; small, a few); also (abstractly) narration; abundance, account, × all, × few, (in-) finite, (certain) number(-ed), tale, telling,   time.	h4557
h4556	mis-pakh'-ath	מִסְפַּחַת	miçpachath	from {{h5596}}; scruf (as spreading over the surface); scab.	h4556
h4555	mis-paw-khaw'	מִסְפָּחָה	miçpâchâh	from {{h5596}}; a veil (as spread out); kerchief.	h4555
h4554	mis-po'	מִסְפּוֹא	miçpôwʼ	from an unused root meaning to collect; fodder; provender.	h4554
h4553	mis-pade'	מִסְפֵּד	miçpêd	from {{h5594}}; a lamentation; lamentation, one mourneth, mourning, wailing.	h4553
h4552	mis-awd'	מִסְעָד	miçʻâd	' from {{h5582}}; a balustrade (for stairs); pillar.	h4552
h4551	mas-saw'	מַסָּע	maççâʻ	from {{h5265}} in the sense of projecting; a missile (spear or arrow); also a quarry (whence stones are, as it were, ejected); before it was brought, dart.	h4551
h4550	mas-sah'	מַסַּע	maççaʻ	from {{h5265}}; a departure (from striking the tents), i.e. march (not necessarily a single day's travel); by implication, a station (or point of departure); journey(-ing).	h4550
h4559	mis-peh'-reth	מִסְפֶּרֶת	Miçpereth	feminine of {{h4437}}; enumeration; Mispereth, an Israelite; Mispereth. Compare {{h4458}}.	h4559
h4558	mis-pawr'	מִסְפָּר	Miçpâr	the same as {{h4457}}; number; Mispar, an Israelite; Mizpar. Compare {{h4559}}.	h4558
h4540	mes-ook-kaw'	מְסֻכָּה	mᵉçukkâh	from {{h5526}}; a covering, i.e. garniture; covering.	h4540
h4541	mas-say-kaw'	מַסֵּכָה	maççêkâh	from {{h5258}}; properly, a pouring over, i.e. fusion of metal (especially a cast image); by implication, a libation, i.e. league; concretely a coverlet (as if poured out); covering, molten (image), vail.	h4541
h4542	mis-kane'	מִסְכֵּן	miçkên	from {{h5531}}; indigent; poor (man).	h4542
h4543	mis-ken-aw'	מִסְכְּנָה	miçkᵉnâh	by transp. from {{h3664}}; a magazine; store(-house), treasure.	h4543
h4544	mis-kay-nooth'	מִסְכֵּנֻת	miçkênuth	from {{h4542}}; indigence; scarceness.	h4544
h4545	mas-seh'-keth	מַסֶּכֶת	maççeketh	from {{h5259}} in the sense of spreading out; something expanded, i.e. the warp in a loom (as stretched out to receive the woof); web.	h4545
h4546	mes-il-law'	מְסִלָּה	mᵉçillâh	from {{h5549}}; a thoroughfare (as turnpiked), literally or figuratively; specifically a viaduct, a staircase; causeway, course, highway, path, terrace.	h4546
h4547	mas-lool'	מַסְלוּל	maçlûwl	from {{h5549}}; a thoroughfare (as turnpiked); highway.	h4547
h4548	mas-mare'	מַסְמֵר	maçmêr	or מִסְמֵר; also (feminine) מַסְמְרָה; or מִסְמְרָה; or even מַשְׂמְרָה; (Ecclesiastes 12:11), from {{h5568}}; a peg (as bristling from the surface); nail.	h4548
h4549	maw-sas'	מָסַס	mâçaç	a primitive root; to liquefy; figuratively, to waste (with disease), to faint (with fatigue, fear or grief); discourage, faint, be loosed, melt (away), refuse, × utterly.	h4549
h4535	mas-sawkh'	מַסָּח	maççâch	from {{h5255}} in the sense of staving off; a cordon, (adverbially) or (as a) military barrier; broken down.	h4535
h4534	mes-oo-kaw'	מְסוּכָה	mᵉçûwkâh	for {{h4881}}; a hedge; thorn hedge.	h4534
h4537	maw-sak'	מָסַךְ	mâçak	a primitive root; to mix, especially wine (with spices); mingle.	h4537
h4536	mis-khawr'	מִסְחָר	miçchâr	from {{h5503}}; trade; traffic.	h4536
h4531	mas-saw'	מַסָּה	maççâh	from {{h5254}}; a testing, of men (judicial) or of God (querulous); temptation, trial.	h4531
h4530	mis-saw'	מִסָּה	miççâh	from {{h4549}} (in the sense of flowing); abundance, i.e. (adverbially) liberally; tribute.	h4530
h4533	mas-veh'	מַסְוֶה	maçveh	apparently from an unused root meaning to cover; a veil; vail.	h4533
h4532	mas-saw'	מַסָּה	Maççâh	the same as {{h4531}}; Massah, a place in the Desert; Massah.	h4532
h4539	maw-sawk'	מָסָךְ	mâçâk	from {{h5526}}; a cover, i.e. veil; covering, curtain, hanging.	h4539
h4538	meh'-sek	מֶסֶךְ	meçek	from {{h4537}}; a mixture, i.e. of wine with spices; mixture.	h4538
h4600	maw-ak'	מָעַךְ	mâʻak	a primitive root; to press, i.e. to pierce, emasculate, handle; bruised, stuck, be pressed.	h4600
h4526	mis-gheh'-reth	מִסְגֶּרֶת	miçgereth	from {{h5462}}; something enclosing, i.e. a margin (of a region, of a panel); concretely, a stronghold; border, close place, hole.	h4526
h4527	mas-sad'	מַסַּד	maççad	from {{h3245}}; a foundation; foundation.	h4527
h4524	may-sab'	מֵסַב	mêçab	plural masculine מְסִבִּים; or feminine מְסִבּוֹת; from {{h5437}}; a divan (as enclosing the room); abstractly (adverbial) around; that compass about, (place) round about, at table.	h4524
h4525	mas-gare'	מַסְגֵּר	maçgêr	from {{h5462}}; a fastener, i.e. (of a person) a smith, (of a thing) a prison; prison, smith.	h4525
h4522	mas	מַס	maç	or מִס; from {{h4549}}; properly, a burden (as causing to faint), i.e. a tax in the form of forced labor; discomfited, levy, task(-master), tribute(-tary).	h4522
h4523	mawce	מָס	mâç	from {{h4549}}; fainting, i.e. (figuratively) disconsolate; is afflicted.	h4523
h4520	men-ash-shee'	מְנַשִּׁי	Mᵉnashshîy	from {{h4519}}; a Menashshite or descendant of Menashsheh; of Manasseh, Manassites.	h4520
h4521	men-awth'	מְנָת	mᵉnâth	from {{h4487}}; an allotment (by courtesy, law or providence); portion.	h4521
h4528	mis-der-ohn'	מִסְדְּרוֹן	miçdᵉrôwn	from the same as {{h5468}}; a colonnade or internal portico (from its rows of pillars); porch.	h4528
