Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h4845	mer-ay-raw'	מְרֵרָה	mᵉrêrâh	from {{h4843}}; bile (from its bitterness); gall.	h4845
h4844	mer-ore'	מְרֹר	mᵉrôr	or מְרוֹר; from {{h4843}}; a bitter herb; bitter(-ness).	h4844
h4847	mer-aw-ree'	מְרָרִי	Mᵉrârîy	from {{h4843}}; bitter; Merari, an Israelite; Merari. See also {{h4848}}.	h4847
h4846	mer-o-raw'	מְרֹרָה	mᵉrôrâh	or מְרוֹרָה; from {{h4843}}; properly, bitterness; concretely, a bitter thing; specifically bile; also venom (of a serpent); bitter (thing), gall.	h4846
h4841	mer-kaw-khaw'	מֶרְקָחָה	merqâchâh	feminine of {{h4840}}; abstractly, a seasoning (with spicery); concretely, an unguentkettle (for preparing spiced oil); pot of ointment, × well.	h4841
h4840	mer-kawkh'	מֶרְקָח	merqâch	from {{h7543}}; a spicy herb; × sweet.	h4840
h4843	maw-rar'	מָרַר	mârar	a primitive root; properly, to trickle (see {{h4752}}); but used only as a denominative from {{h4751}}; to be (causatively, make) bitter (literally or figuratively); (be, be in, deal, have, make) bitter(-ly, -ness), be moved with choler, (be, have sorely, it) grieved(-eth), provoke, vex.	h4843
h4842	meer-kakh'-ath	מִרְקַחַת	mirqachath	from {{h7543}}; an aromatic unguent; also an unguent-pot; prepared by the apothecaries' art, compound, ointment.	h4842
h4849	meer-shah'-ath	מִרְשַׁעַת	mirshaʻath	from {{h7561}}; a female wicked doer; wicked woman.	h4849
h4848	mer-aw-ree'	מְרָרִי	Mᵉrârîy	from {{h4847}}; a Merarite (collectively), or descendants of Merari; Merarites.	h4848
h4856	mas-so'	מַשֹּׂא	massôʼ	from {{h5375}}; partiality (as a lifting up); respect.	h4856
h4857	mash-awb'	מַשְׁאָב	mashʼâb	from {{h7579}}; a trough for cattle to drink from; place of drawing water.	h4857
h4854	mas-saw'	מַשָּׂא	Massâʼ	the same as {{h4853}}; burden; Massa, a son of Ishmael; Massa.	h4854
h4855	mash-shaw'	מַשָּׁא	mashshâʼ	from {{h5383}}; a loan; by implication, interest on a debt; exaction, usury.	h4855
h4852	may-shaw'	מֵשָׁא	Mêshâʼ	of foreign derivation; Mesha, a place in Arabia; Mesha.	h4852
h4853	mas-saw'	מַשָּׂא	massâʼ	from {{h5375}}; a burden; specifically, tribute, or (abstractly) porterage; figuratively, an utterance, chiefly a doom, especially singing; mental, desire; burden, carry away, prophecy, × they set, song, tribute.	h4853
h4850	mer-aw-thah'-yim	מְרָתַיִם	Mᵉrâthayim	dual of {{h4751}} feminine; double bitterness; Merathajim, an epithet of Babylon; Merathaim.	h4850
h4851	mash	מַשׁ	Mash	of foreign derivation; Mash, a son of Aram, and the people descended from him; Mash.	h4851
h4858	mas-saw-aw'	מַשָּׂאָה	massâʼâh	from {{h5375}}; a conflagration (from the rising of smoke); burden.	h4858
h4859	mash-shaw-aw'	מַשָּׁאָה	mashshâʼâh	feminine of {{h4855}}; a loan; × any(-thing), debt.	h4859
h4900	maw-shak'	מָשַׁךְ	mâshak	a primitive root; to draw, used in a great variety of applications (including to sow, to sound, to prolong, to develop, to march, to remove, to delay, to be tall, etc.); draw (along, out), continue, defer, extend, forbear, × give, handle, make (pro-, sound) long, × sow, scatter, stretch out.	h4900
h4863	mish-eh'-reth	מִשְׁאֶרֶת	mishʼereth	from {{h7604}} in the original sense of swelling; a kneading-trough (in which the dough rises); kneading trough, store.	h4863
h4862	mish-aw-law'	מִשְׁאָלָה	mishʼâlâh	from {{h7592}}; a request; desire, petition.	h4862
h4861	mish-awl'	מִשְׁאָל	Mishʼâl	from {{h7592}}; request; Mishal, a place in Palestine; Mishal, Misheal. Compare {{h4913}}.	h4861
h4860	mash-shaw-ohn'	מַשָּׁאוֹן	mashshâʼôwn	from {{h5377}}; dissimulation; deceit.	h4860
h4867	mish-bawr'	מִשְׁבָּר	mishbâr	from {{h7665}}; a breaker (of the sea); billow, wave.	h4867
h4866	mish-bare'	מִשְׁבֵּר	mishbêr	from {{h7665}}; the orifice of the womb (from which the fœtus breaks forth); birth, breaking forth.	h4866
h4865	mish-bets-aw'	מִשְׁבְּצָה	mishbᵉtsâh	from {{h7660}}; a brocade; by analogy, a (reticulated) setting of a gem; ouch, wrought.	h4865
h4864	mas-ayth'	מַשְׂאֵת	masʼêth	from {{h5375}}; properly, (abstractly) a raising (as of the hands in prayer), or rising (of flame); figuratively, an utterance; concretely, a beacon (as raised); a present (as taken), mess, or tribute; figuratively, a reproach (as a burden); burden, collection, sign of fire, (great) flame, gift, lifting up, mess, oblation, reward.	h4864
h4869	mis-gawb'	מִשְׂגָּב	misgâb	from {{h7682}}; properly, a cliff (or other lofty or inaccessible place); abstractly, altitude; figuratively, a refuge; Misgab, a place in Moab; defence, high fort (tower), refuge, Misgab.	h4869
h4868	mish-bawth'	מִשְׁבָּת	mishbâth	from {{h7673}}; cessation, i.e. destruction; sabbath.	h4868
h4878	mesh-oo-baw'	מְשׁוּבָה	mᵉshûwbâh	or מְשֻׁבָה; from {{h7725}}; apostasy; backsliding, turning away.	h4878
h4879	mesh-oo-gaw'	מְשׁוּגָה	mᵉshûwgâh	from an unused root meaning to stray; mistake; error.	h4879
h4874	mash-sheh'	מַשֶּׁה	mashsheh	from {{h5383}}; a debt; creditor.	h4874
h4875	meh-o-aw'	מְשׁוֹאָה	mᵉshôwʼâh	or מְשֹׁאָה; from the same as {{h7722}}; (a) ruin, abstractly (the act) or concretely (the wreck); desolation, waste.	h4875
h4876	mash-shoo-aw'	מַשּׁוּאָה	mashshûwʼâh	or מַשֻּׁאָה; for {{h4875}}; ruin; desolation, destruction.	h4876
h4877	mesh-o-bawb'	מְשׁוֹבָב	Mᵉshôwbâb	from {{h7725}}; returned; Meshobab, an Israelite; Meshobab.	h4877
h4870	mish-gay'	מִשְׁגֶּה	mishgeh	from {{h7686}}; an error; oversight.	h4870
h4871	maw-shaw'	מָשָׁה	mâshâh	a primitive root; to pull out (literally or figuratively); draw(out).	h4871
h4872	mo-sheh'	מֹשֶׁה	Môsheh	from {{h4871}}; drawing out (of the water), i.e. rescued; Mosheh, the Israelite lawgiver; Moses.	h4872
h4873	mo-sheh'	מֹשֶׁה	Môsheh	(Aramaic) corresponding to {{h4872}}; Moses.	h4873
h4809	mer-ee-baw'	מְרִיבָה	Mᵉrîybâh	the same as {{h4808}}; Meribah, the name of two places in the Desert; Meribah.	h4809
h4808	mer-ee-baw'	מְרִיבָה	mᵉrîybâh	from {{h7378}}; quarrel; provocation, strife.	h4808
h4801	mer-khawk'	מֶרְחָק	merchâq	; from {{h7368}}; remoteness, i.e. (concretely) a distant place; often (adverbially) from afar; (a-, dwell in, very) far (country, off). See also {{h1023}}.	h4801
h4803	maw-rat'	מָרַט	mâraṭ	a primitive root; to polish; by implication, to make bald (the head), to gall (the shoulder); also, to sharpen; bright, furbish, (have his) hair (be) fallen off, peeled, pluck off (hair).	h4803
h4802	mar-kheh'-sheth	מַרְחֶשֶׁת	marchesheth	from {{h7370}}; a stewpan; fryingpan.	h4802
h4805	mer-ee'	מְרִי	mᵉrîy	from {{h4784}}; bitterness, i.e. (figuratively) rebellion; concretely, bitter, or rebellious; bitter, (most) rebel(-lion, -lious).	h4805
h4804	mer-at'	מְרַט	mᵉraṭ	(Aramaic) corresponding to {{h4803}}; to pull off; be plucked.	h4804
h4807	mer-eeb' bah'-al	מְרִיב בַּעַל	Mᵉrîyb Baʻal	from {{h7378}} and {{h1168}}; quarreller of Baal, Merib-Baal, an epithet of Gideon; Merib-baal. Compare {{h4810}}.	h4807
h4806	mer-ee'	מְרִיא	mᵉrîyʼ	from {{h4754}} in the sense of grossness, through the idea of domineering (compare {{h4756}}); stall-fed; often (as noun) a beeve; fat (fed) beast (cattle, -ling).	h4806
h4818	mer-kaw-baw'	מֶרְכָּבָה	merkâbâh	feminine of {{h4817}}; a chariot; chariot. See also {{h1024}}.	h4818
h4819	mar-ko'-leth	מַרְכֹּלֶת	markôleth	from {{h7402}}; a mart; merchandise.	h4819
h4812	mer-aw-yohth'	מְרָיוֹת	Mᵉrâyôwth	plural of {{h4811}}; rebellious; Merajoth, the name of two Israelites; Meraioth.	h4812
h4813	meer-yawm'	מִרְיָם	Miryâm	from {{h4805}}; rebelliously; Mirjam, the name of two Israelitesses; Miriam.	h4813
h4810	mer-ee' bah'-al	מְרִי בַעַל	Mᵉrîy Baʻal	from {{h4805}} and {{h1168}}; rebellion of (i.e. against) Baal; Meri-Baal, an epithet of Gideon; Meri-baal. Compare {{h4807}}.	h4810
h4811	mer-aw-yaw'	מְרָיָה	Mᵉrâyâh	from {{h4784}}; rebellion; Merajah, an Israelite; Meraiah. Compare {{h3236}}.	h4811
h4816	mo'-rek	מֹרֶךְ	môrek	perhaps from {{h7401}}; softness, i.e. (figuratively) fear; faintness.	h4816
h4817	mer-kawb'	מֶרְכָּב	merkâb	from {{h7392}}; a chariot; also a seat (in a vehicle); chariot, covering, saddle.	h4817
h4814	mer-ee-rooth'	מְרִירוּת	mᵉrîyrûwth	from {{h4843}}; bitterness, i.e. (figuratively) grief; bitterness.	h4814
h4815	mer-ee-ree'	מְרִירִי	mᵉrîyrîy	from {{h4843}}; bitter, i.e. poisonous; bitter.	h4815
h4881	mes-oo-kaw'	מְשׂוּכָה	mᵉsûwkâh	or מְשֻׂכָה; from {{h7753}}; a hedge; hedge.	h4881
h4880	maw-shote'	מָשׁוֹט	mâshôwṭ	or מִשּׁוֹט; from {{h7751}}; an oar; oar.	h4880
h4883	mas-sore'	מַשּׂוֹר	massôwr	from an unused root meaning to rasp; a saw; saw.	h4883
h4882	mesh-oo-saw'	מְשׁוּסָה	mᵉshûwçâh	from an unused root meaning to plunder; spoilation; spoil.	h4882
h4885	maw-soce'	מָשׂוֹשׂ	mâsôws	from {{h7797}}; delight, concretely (the cause or object) or abstractly (the feeling); joy, mirth, rejoice.	h4885
h4884	mes-oo-raw'	מְשׂוּרָה	mᵉsûwrâh	from an unused root meaning apparently to divide; a measure (for liquids); measure.	h4884
h4887	mesh-akh'	מְשַׁח	mᵉshach	(Aramaic) from a root corresponding to {{h4886}}; oil; oil.	h4887
h4886	maw-shakh'	מָשַׁח	mâshach	a primitive root; to rub with oil, i.e. to anoint; by implication, to consecrate; also to paint; anoint, paint.	h4886
h4889	mash-kheeth'	מַשְׁחִית	mashchîyth	from {{h7843}}; destructive, i.e. (as noun) destruction, literally (specifically a snare) or figuratively (corruption); corruption, (to) destroy(-ing), destruction, trap, × utterly.	h4889
h4888	meesh-khaw'	מִשְׁחָה	mishchâh	or מׇשְׁחָה; from {{h4886}}; unction (the act); by implication, a consecratory gift; (to be) anointed(-ing), ointment.	h4888
h4827	may-rah'	מֵרַע	mêraʻ	from {{h7489}}; used as (abstract) noun, wickedness; do mischief.	h4827
h4826	mar-sen-aw'	מַרְסְנָא	Marçᵉnâʼ	of foreign derivation; Marsena, a Persian; Marsena.	h4826
h4825	meh'-res	מֶרֶס	Mereç	of foreign derivation; Meres, a Persian; Meres.	h4825
h4824	may-ro-no-thee'	מֵרֹנֹתִי	Mêrônôthîy	patrial from an unused noun; a Meronothite, or inhabitant of some (otherwise unknown) Meronoth.; Meronothite.	h4824
h4823	meer-mawce'	מִרְמָס	mirmâç	from {{h7429}}; abasement (the act or the thing); tread (down) -ing, (to be) trodden (down) under foot.	h4823
h4822	mer-ay-mohth'	מְרֵמוֹת	Mᵉrêmôwth	plural from {{h7311}}; heights; Meremoth, the name of two Israelites; Meremoth.	h4822
h4821	meer-maw'	מִרְמָה	Mirmâh	the same as {{h4820}}; Mirmah, an Israelite; Mirma.	h4821
h4820	meer-maw'	מִרְמָה	mirmâh	from {{h7411}} in the sense of deceiving; fraud; craft, deceit(-ful, -fully), false, feigned, guile, subtilly, treachery.	h4820
h4829	meer-eh'	מִרְעֶה	mirʻeh	from {{h7462}} in the sense of feeding; pasture (the place or the act); also the haunt of wild animals; feeding place, pasture.	h4829
h4828	may-ray'-ah	מֵרֵעַ	mêrêaʻ	from {{h7462}} in the sense of companionship; a friend; companion, friend.	h4828
