Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h941	boo-zee'	בּוּזִי	Bûwzîy	the same as {{h940}}; Buzi, an Israelite; Buzi.	h941
h940	boo-zee'	בּוּזִי	Bûwzîy	patronymic from {{h938}}; a Buzite or descendant of Buz; Buzite.	h940
h943	book	בּוּךְ	bûwk	a primitive root; to involve (literally or figuratively); be entangled, (perplexed).	h943
h942	bav-vah'ee	בַּוַּי	Bavvay	probably of Persian origin; Bavvai, an Israelite; Bavai.	h942
h945	bool	בּוּל	Bûwl	the same as {{h944}} (in the sense of rain); Bul, the eighth Hebrew month; Bul.	h945
h944	bool	בּוּל	bûwl	for {{h2981}}; produce (of the earth, etc.); food, stock.	h944
h947	boos	בּוּס	bûwç	a primitive root; to trample (literally or figuratively); loath, tread (down, under (foot)), be polluted.	h947
h946	boo-naw'	בּוּנָה	Bûwnâh	from {{h995}}; discretion; Bunah, an Israelite; Bunah.	h946
h949	bo-tsates'	בּוֹצֵץ	Bôwtsêts	from the same as {{h948}}; shining; Botsets, a rock near Michmash; Bozez.	h949
h948	boots	בּוּץ	bûwts	from an unused root (of the same form) meaning to bleach, i.e. (intransitive) be white; probably cotton (of some sort); fine (white) linen.	h948
h934	bo-heh'-reth	בֹּהֶרֶת	bôhereth	feminine active participle of the same as {{h925}}; a whitish spot on the skin; bright spot.	h934
h935	bo	בּוֹא	bôwʼ	a primitive root; to go or come (in a wide variety of applications); abide, apply, attain, × be, befall,   besiege, bring (forth, in, into, to pass), call, carry, × certainly, (cause, let, thing for) to come (against, in, out, upon, to pass), depart, × doubtless again,   eat,   employ, (cause to) enter (in, into, -tering, -trance, -try), be fallen, fetch,   follow, get, give, go (down, in, to war), grant,   have, × indeed, (in-) vade, lead, lift (up), mention, pull in, put, resort, run (down), send, set, × (well) stricken (in age), × surely, take (in), way.	h935
h936	booz	בּוּז	bûwz	a primitive root; to disrespect; contemn, despise, × utterly.	h936
h937	booz	בּוּז	bûwz	from {{h936}}; disrespect; contempt(-uously), despised, shamed.	h937
h930	be-hay-mohth'	בְּהֵמוֹת	bᵉhêmôwth	in form a plural or {{h929}}, but really a singular of Egyptian derivation; a water-ox, i.e. the hippopotamus or Nile-horse; Behemoth.	h930
h931	bo'-hen	בֹּהֶן	bôhen	from an unused root apparently meaning to be thick; the thumb of the hand or great toe of the foot; thumb, great toe.	h931
h932	bo'han	בֹּהַן	Bôhan	an orthographical variation of {{h931}}; thumb, Bohan, an Israelite; Bohan.	h932
h933	bo'-hak	בֹּהַק	bôhaq	from an unused root meaning to be pale; white scurf; freckled spot.	h933
h938	booz	בּוּז	Bûwz	the same as {{h937}}; Buz, the name of a son of Nahor, and of an Israelite; Buz.	h938
h939	boo-zaw'	בּוּזָה	bûwzâh	feminine passive participle of {{h936}}; something scorned; an object of contempt; despised.	h939
h927	be-hal'	בְּהַל	bᵉhal	(Aramaic) corresponding to {{h926}}; to terrify, hasten; in haste, trouble.	h927
h926	baw-hal'	בָּהַל	bâhal	a primitive root; to tremble inwardly (or palpitate), i.e. (figuratively) be (causative, make) (suddenly) alarmed or agitated; by implication to hasten anxiously; be (make) affrighted (afraid, amazed, dismayed, rash), (be, get, make) haste(-n, -y, -ily), (give) speedy(-ily), thrust out, trouble, vex.	h926
h925	baw-here'	בָּהִיר	bâhîyr	from an unused root (meaning to be bright); shining; bright.	h925
h924	be-hee-loo'	בְּהִילוּ	bᵉhîylûw	(Aramaic) from {{h927}}; a hurry; only adverb, hastily; in haste.	h924
h923	bah'-hat	בַּהַט	bahaṭ	from an unused root (probably meaning to glisten); white marble or perhaps alabaster; red (marble).	h923
h922	bo'-hoo	בֹּהוּ	bôhûw	from an unused root (meaning to be empty); a vacuity, i.e. (superficially) an undistinguishable ruin; emptiness, void.	h922
h921	bed-ar'	בְּדַר	bᵉdar	(Aramaic) corresponding (by transposition) to {{h6504}}; to scatter; scatter.	h921
h920	bid-car'	בִּדְקַר	Bidqar	probably from {{h1856}} with a prepositional prefix; by stabbing, i.e. assassin; Bidkar, an Israelite; Bidkar.	h920
h929	be-hay-maw'	בְּהֵמָה	bᵉhêmâh	from an unused root (probably meaning to be mute); properly, a dumb beast; especially any large quadruped or animal (often collective); beast, cattle.	h929
h928	beh-haw-law'	בֶּהָלָה	behâlâh	from {{h926}}; panic, destruction; terror, trouble.	h928
h998	bee-naw'	בִּינָה	bîynâh	from {{h995}}; understanding; knowledge, meaning, × perfectly, understanding, wisdom.	h998
h999	bee-naw'	בִּינָה	bîynâh	(Aramaic) corresponding to {{h998}}; knowledge.	h999
h992	bo'-ten	בֹּטֶן	bôṭen	from {{h990}}; (only in plural) a pistachio-nut (from its form); nut.	h992
h993	bet-o-neem'	בְּטֹנִים	Bᵉṭônîym	probably plural from {{h992}}; hollows; Betonim, a place in Palestine; Betonim.	h993
h990	beh'-ten	בֶּטֶן	beṭen	from an unused root probably meaning to be hollow; the belly, especially the womb; also the bosom or body of anything; belly, body,   as they be born,   within, womb.	h990
h991	beh'-ten	בֶּטֶן	Beṭen	the same as {{h990}}; Beten. a place in Palestine; Beten.	h991
h996	bane	בֵּין	bêyn	(sometimes in the plural masculine or feminine); properly, the constructive form of an otherwise unused noun from {{h995}}; a distinction; but used only as a preposition,; between (repeated before each noun, often with other particles); also as a conjunction, either...or; among, asunder, at, between (-twixt...and), + from (the widest), × in, out of, whether (it be...or), within.	h996
h997	bane	בֵּין	bêyn	(Aramaic) corresponding to {{h996}}; among, between.	h997
h994	bee	בִּי	bîy	perhaps from {{h1158}} (in the sense of asking); properly, a request; used only adverbially (always with 'my Lord'); oh that!; with leave, or if it please; alas, O, oh.	h994
h995	bene	בִּין	bîyn	a primitive root; to separate mentally (or distinguish), i.e.(generally) understand; attend, consider, be cunning, diligently, direct, discern, eloquent, feel, inform, instruct, have intelligence, know, look well to, mark, perceive, be prudent, regard, (can) skill(-full), teach, think, (cause, make to, get, give, have) understand(-ing), view, (deal) wise(-ly, man).	h995
h912	bay-de-yaw'	בֵּדְיָה	Bêdᵉyâh	probably a shortened form {{h5662}}; servant of Jehovah; Bedejah, an Israelite; Bedeiah.	h912
h913	bed-eel'	בְּדִיל	bᵉdîyl	from {{h914}}; alloy (because removed by smelting); by analogy, tin; plummet, tin.	h913
h910	baw-dawd'	בָּדָד	bâdâd	from {{h909}}; separate; adverb, separately; alone, desolate, only, solitary.	h910
h911	bed-ad'	בְּדַד	Bᵉdad	from {{h909}}; separation; Bedad, an Edomite; Bedad.	h911
h916	bed-o'-lakh	בְּדֹלַח	bᵉdôlach	probably from {{h914}}; something in pieces, i.e. bdellium, a (fragrant) gum (perhaps amber); others a pearl; bdellium.	h916
h917	bed-awn'	בְּדָן	Bᵉdân	probably shortened for {{h5658}}; servile; Bedan, the name of two Israelites; Bedan.	h917
h914	baw-dal'	בָּדַל	bâdal	a primitive root; to divide (in variation senses literally or figuratively, separate, distinguish, differ, select, etc.); (make, put) difference, divide (asunder), (make) separate (self, -ation), sever (out), × utterly.	h914
h915	baw-dawl'	בָּדָל	bâdâl	from {{h914}}; a part; piece.	h915
h918	baw-dak'	בָּדַק	bâdaq	a primitive root; to gap open; used only as a denominative from {{h919}}; to mend a breach; repair.	h918
h919	beh'-dek	בֶּדֶק	bedeq	from {{h918}}; a gap or leak (in a building or a ship); breach,   calker.	h919
h985	bit-khaw'	בִּטְחָה	biṭchâh	feminine of {{h984}}; trust; confidence.	h985
h984	beh'takh	בֶּטַח	Beṭach	the same as {{h983}}; Betach, a place in Syria; Betah.	h984
h987	bat-too-khoth'	בַּטֻּחוֹת	baṭṭuchôwth	feminine plural from {{h982}}; security; secure.	h987
h986	bit-taw-khone'	בִּטָּחוֹן	biṭṭâchôwn	from {{h982}}; trust; confidence, hope.	h986
h981	baw-taw'	בָּטָא	bâṭâʼ	or בָּטָה; a primitive root; to babble; hence, to vociferate angrily; pronounce, speak (unadvisedly).	h981
h980	bakh-oo-reem'	בַּחֻרִים	Bachurîym	or בַּחוּרִים; masculine plural of {{h970}}; young men; Bachurim, a place in Palestine; Bahurim.	h980
h983	beh'takh	בֶּטַח	beṭach	from {{h982}}; properly, a place of refuge; abstract, safety, both the fact (security) and the feeling (trust); often (adverb with or without preposition) safely; assurance, boldly, (without) care(-less), confidence, hope, safe(-ly, -ty), secure, surely.	h983
h982	baw-takh'	בָּטַח	bâṭach	a primitive root; properly, to hie for refuge (but not so precipitately as {{h2620}}); figuratively, to trust, be confident or sure; be bold (confident, secure, sure), careless (one, woman), put confidence, (make to) hope, (put, make to) trust.	h982
h989	bet-ale'	בְּטֵל	bᵉṭêl	(Aramaic) corresponding to {{h988}}; to stop; (cause, make to), cease, hinder.	h989
h988	baw-tale'	בָּטֵל	bâṭêl	a primitive root; to desist from labor; cease.	h988
h909	baw-dad'	בָּדַד	bâdad	a primitive root; to divide, i.e. (reflex.) be solitary; alone.	h909
h908	baw-daw'	בָּדָא	bâdâʼ	a primitive root; (figuratively) to invent; devise, feign.	h908
h905	bad	בַּד	bad	from {{h909}}; properly, separation; by implication, a part of the body, branch of a tree, bar for carrying; figuratively, chief of a city; especially (with prepositional prefix) as an adverb, apart, only, besides; alone, apart, bar, besides, branch, by self, of each alike, except, only, part, staff, strength.	h905
h904	big-thawn'	בִּגְתָן	Bigthân	or בִּגְתָנָא; of similar derivation to {{h903}}; Bigthan or Bigthana, a eunuch of Xerxes; Bigthan, Bigthana.	h904
h907	bad	בַּד	bad	from {{h908}}; a brag or lie; also a liar; liar, lie.	h907
h906	bad	בַּד	bad	perhaps from {{h909}} (in the sense of divided fibres); flaxen thread or yarn; hence, a linen garment; linen.	h906
h901	baw-gode'	בָּגוֹד	bâgôwd	from {{h898}}; treacherous; treacherous.	h901
h903	big-thaw'	בִּגְתָא	Bigthâʼ	of Persian derivation; Bigtha, a eunuch of Xerxes; Bigtha.	h903
h902	big-vah'ee	בִּגְוַי	Bigvay	probably of foreign origin; Bigvai, an Israelite; Bigvai.	h902
h978	bakh-ar-oo-mee'	בַּחֲרוּמִי	Bachărûwmîy	patrial from {{h980}} (by transposition); a Bacharumite or inhabitant of Bachurim; Baharumite.	h978
h979	bekh-oo-rothe'	בְּחֻרוֹת	bᵉchurôwth	or בְּחוּרוֹת; feminine plural of {{h970}}; also (masculine plural) בְּחֻרִים; youth (collectively and abstractly); young men, youth.	h979
h970	baw-khoor'	בָּחוּר	bâchûwr	or בָּחֻר; participle passive of {{h977}}; properly, selected, i.e. a youth (often collective); (choice) young (man), chosen, × hole.	h970
h971	bakh-een'	בַּחִין	bachîyn	another form of {{h975}}; a watch-tower of besiegers; tower.	h971
h972	baw-kheer'	בָּחִיר	bâchîyr	from {{h977}}; select; choose, chosen one, elect.	h972
h973	baw-khal'	בָּחַל	bâchal	a primitive root; to loath; abhor, get hastily (from the margin for {{h926}}).	h973
h974	baw-khan'	בָּחַן	bâchan	a primitive root; to test (especially metals); generally and figuratively, to investigate; examine, prove, tempt, try (trial).	h974
h975	bakh'-an	בַּחַן	bachan	from {{h974}} (in the sense of keeping a look-out); a watch-tower; tower.	h975
h976	bo'-khan	בֹּחַן	bôchan	from {{h974}}; trial; tried.	h976
h977	baw-khar'	בָּחַר	bâchar	a primitive root; properly, to try, i.e. (by implication) select; acceptable, appoint, choose (choice), excellent, join, be rather, require.	h977
h969	baw-khone'	בָּחוֹן	bâchôwn	from {{h974}}; an assayer or metals; tower.	h969
h968	biz-thaw'	בִּזְתָא	Bizthâʼ	of Persian origin; Biztha, a eunuch of Xerxes; Biztha.	h968
h963	biz-zaw-yone'	בִּזָּיוֹן	bizzâyôwn	from {{h959}}; disesteem; contempt.	h963
h962	baw-zaz'	בָּזַז	bâzaz	a primitive root; to plunder; catch, gather, (take) for a prey, rob(-ber), spoil, take (away, spoil), × utterly.	h962
h961	biz-zaw'	בִּזָּה	bizzâh	feminine of {{h957}}; booty; prey, spoil.	h961
h960	baw-zo'	בָּזֹה	bâzôh	from {{h959}}; scorned; despise.	h960
h967	baw-zar'	בָּזַר	bâzar	a primitive root; to disperse; scatter.	h967
h966	beh'-zak	בֶּזֶק	Bezeq	from {{h965}}; lightning; Bezek, a place in Palestine; Bezek.	h966
h965	baw-zawk'	בָּזָק	bâzâq	from an unused root meaning to lighten; a flash of lightning; flash of lightning.	h965
h964	biz-yo-the-yaw'	בִּזְיוֹתְיָה	bizyôwthᵉyâh	from {{h959}} and {{h3050}}; contempts of Jah; Bizjothjah, a place in Palestine; Bizjothjah.	h964
h956	booth	בּוּת	bûwth	(Aramaic) apparent denominative from {{h1005}}; to lodge over night; pass the night.	h956
h957	baz	בַּז	baz	from {{h962}}; plunder; booty, prey, spoil(-ed).	h957
h954	boosh	בּוּשׁ	bûwsh	a primitive root; properly, to pale, i.e. by implication to be ashamed; also (by implication) to be disappointed or delayed; (be, make, bring to, cause, put to, with, a-) shamed(-d), be (put to) confounded(-fusion), become dry, delay, be long.	h954
h955	boo-shaw'	בּוּשָׁה	bûwshâh	feminine participle passive of {{h954}}; shame; shame.	h955
h952	boor	בּוּר	bûwr	a primitive root; to bore, i.e. (figuratively) examine; declare.	h952
h953	bore	בּוֹר	bôwr	from {{h952}} (in the sense of {{h877}}); a pit hole (especially one used as a cistern or a prison); cistern, dungeon, fountain, pit, well.	h953
