Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h5802	az-book'	עַזְבּוּק	ʻAzbûwq	from {{h5794}} and the root of {{h950}}; stern depopulator; Azbuk, an Israelite; Azbuk.	h5802
h5803	az-gawd'	עַזְגָּד	ʻAzgâd	from {{h5794}} and {{h1409}}; stern troop; Azgad, an Israelite; Azgad.	h5803
h5801	iz-zaw-bone'	עִזָּבוֹן	ʻizzâbôwn	from {{h5800}} in the sense of letting go (for a price, i.e. selling); trade, i.e. the place (mart) or the payment (revenue); fair, ware.	h5801
h5806	az-oo-baw'	עֲזוּבָה	ʻĂzûwbâh	the same as {{h5805}}; Azubah, the name of two Israelitesses; Azubah.	h5806
h5807	ez-ooz'	עֱזוּז	ʻĕzûwz	from {{h5810}}; forcibleness; might, strength.	h5807
h5804	az-zaw'	עַזָּה	ʻAzzâh	feminine of {{h5794}}; strong; Azzah, a place in Palestine; Azzah, Gaza.	h5804
h5805	az-oo-baw'	עֲזוּבָה	ʻăzûwbâh	feminine passive participle of {{h5800}}; desertion (of inhabitants); forsaking.	h5805
h5808	iz-zooz'	עִזּוּז	ʻizzûwz	from {{h5810}}; forcible; collectively and concretely, an army; power, strong.	h5808
h5809	az-zoor'	עַזּוּר	ʻAzzûwr	or עַזֻּר; from {{h5826}}; helpful; Azzur, the name of three Israelites; Azur, Azzur.	h5809
h5900	ee-roo'	עִירוּ	ʻÎyrûw	from {{h5892}}; a citizen; Iru, an Israelite; Iru.	h5900
h5839	az-ar-yaw'	עֲזַרְיָה	ʻĂzaryâh	(Aramaic) corresponding to {{h5838}}; Azarjah, one of Daniel's companions; Azariah.	h5839
h5838	az-ar-yaw'	עֲזַרְיָה	ʻĂzaryâh	or עֲזַרְיָהוּ; from {{h5826}} and {{h3050}}; Jah has helped; Azarjah, the name of nineteen Israelites; Azariah.	h5838
h5837	az-ree-ale'	עַזְרִיאֵל	ʻAzrîyʼêl	from {{h5828}} and {{h410}}; help of God; Azriel, the name of three Israelites; Azriel.	h5837
h5836	ez-ree'	עֶזְרִי	ʻEzrîy	from {{h5828}}; helpful; Ezri, an Israelite; Ezri.	h5836
h5835	az-aw-raw'	עֲזָרָה	ʻăzârâh	from {{h5826}} in its original meaning of surrounding; an inclosure; also a border; court, settle.	h5835
h5834	ez-raw'	עֶזְרָה	ʻEzrâh	the same as {{h5833}}; Ezrah, an Israelite; Ezrah.	h5834
h5833	ez-raw'	עֶזְרָה	ʻezrâh	or עֶזְרָת; (Psalm 60:11 (13); Psalm 108:12 (13)), feminine of {{h5828}}; aid; help(-ed, -er).	h5833
h5832	az-ar-ale'	עֲזַרְאֵל	ʻĂzarʼêl	from {{h5826}} and {{h410}}; God has helped; Azarel, the name of five Israelites; Azarael, Azareel.	h5832
h5831	ez-raw'	עֶזְרָא	ʻEzrâʼ	(Aramaic) corresponding to {{h5830}}; Ezra, an Israelite; Ezra.	h5831
h5830	ez-raw'	עֶזְרָא	ʻEzrâʼ	a variation of {{h5833}}; Ezra, an Israelite; Ezra.	h5830
h5859	ee-yone'	עִיּוֹן	ʻÎyôwn	from {{h5856}}; ruin; Ijon, a place in Palestine; Ijon.	h5859
h5858	ay-bawl'	עֵיבָל	ʻÊybâl	perhaps from an unused root probably meaning to be bald; bare; Ebal, a mountain of Palestine; Ebal.	h5858
h5855	at-roth' sho-fawn'	עַטְרוֹת שׁוֹפָן	ʻAṭrôwth Shôwphân	from the same as {{h5852}} and a name otherwise unused (being from the same as {{h8226}}) meaning hidden; crowns of Shophan; Atroth-Shophan, a place in Palestine; Atroth, Shophan (as if two places).	h5855
h5854	at-roth' bayth yoawb'	עַטְרוֹת בֵּית יוֹאָב	ʻAṭrôwth bêyth Yôwʼâb	from the same as {{h5852}} and {{h1004}} and {{h3097}}; crowns of the house of Joab; Atroth-beth-Joab, a place in Palestine; Ataroth the house of Joab.	h5854
h5857	ah'ee	עַי	ʻAy	or (feminine) עַיָּא; (Nehemiah 11:31), or עַיָּת; (Isaiah 10:28), for {{h5856}}; Ai, Aja or Ajath, a place in Palestine; Ai, Aija, Aijath, Hai.	h5857
h5856	ee	עִי	ʻîy	from {{h5753}}; a ruin (as if overturned); heap.	h5856
h5851	at-aw-raw'	עֲטָרָה	ʻĂṭârâh	the same as {{h5850}}; Atarah, an Israelitess; Atarah.	h5851
h5850	at-aw-raw'	עֲטָרָה	ʻăṭârâh	from {{h5849}}; a crown; crown.	h5850
h5853	at-roth' ad-dawr'	עַטְרוֹת אַדָּר	ʻAṭrôwth ʼAddâr	from the same as {{h5852}} and {{h146}}; crowns of Addar; Atroth-Addar, a place in Palestine; Ataroth-adar(-addar).	h5853
h5852	at-aw-roth'	עֲטָרוֹת	ʻĂṭârôwth	or עֲטָרֹת; plural of {{h5850}}; Ataroth, the name (thus simply) of two places in Palestine; Ataroth.	h5852
h5828	ay'-zer	עֵזֶר	ʻêzer	from {{h5826}}; aid; help.	h5828
h5829	ay'-zer	עֵזֶר	ʻÊzer	the same as {{h5828}}; Ezer, the name of four Israelites; Ezer. Compare {{h5827}}.	h5829
h5820	az-maw'-veth	עַזְמָוֶת	ʻAzmâveth	from {{h5794}} and {{h4194}}; strong one of death; Azmaveth, the name of three Israelites and of a place in Palestine; Azmaveth. See also {{h1041}}.	h5820
h5821	az-zawn'	עַזָּן	ʻAzzân	from {{h5794}}; strong one; Azzan, an Israelite; Azzan.	h5821
