Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h5125	noon	נוּן	nûwn	a primitive root; to resprout, i.e. propagate by shoots; figuratively, to be perpetual; be continued.	h5125
h5124	noo-maw'	נוּמָה	nûwmâh	from {{h5123}}; sleepiness; drowsiness.	h5124
h5127	noos	נוּס	nûwç	a primitive root; to flit, i.e. vanish away (subside, escape; causatively, chase, impel, deliver); × abate, away, be displayed, (make to) flee (away, -ing), put to flight, × hide, lift up a standard.	h5127
h5126	noon	נוּן	Nûwn	or נוֹן; (1 Chronicles 7:27), from {{h5125}}; perpetuity,; Nun or Non, the father of Joshua; Non, Nun.	h5126
h5121	naw-veeth'	נָוִית	Nâvîyth	from {{h5115}}; residence; Navith, a place in Palestine; Naioth (from the margin).	h5121
h5120	noot	נוּט	nûwṭ	to quake; be moved.	h5120
h5123	noom	נוּם	nûwm	a primitive root; to slumber (from drowsiness); sleep, slumber.	h5123
h5122	nev-aw-loo'	נְוָלוּ	nᵉvâlûw	(Aramaic) or נְוָלִי; (Aramaic), from an unused root probably meaning to be foul; a sink; dunghill.	h5122
h5129	no-ad-yaw'	נוֹעַדְיָה	Nôwʻadyâh	from {{h3259}} and {{h3050}}; convened of Jah; Noadjah, the name of an Israelite, and a false prophetess; Noadiah.	h5129
h5128	noo'-ah	נוּעַ	nûwaʻ	a primitive root; to waver, in a great variety of applications, literally and figuratively (as subjoined); continually, fugitive, × make, to (go) up and down, be gone away, (be) move(-able, -d), be promoted, reel, remove, scatter, set, shake, sift, stagger, to and fro, be vagabond, wag, (make) wander (up and down).	h5128
h5136	noosh	נוּשׁ	nûwsh	a primitive root; to be sick, i.e. (figuratively) distressed; be full of heaviness.	h5136
h5137	naw-zaw'	נָזָה	nâzâh	a primitive root; to spirt, i.e. besprinkle (especially in expiation); sprinkle.	h5137
h5134	nook	נוּק	nûwq	a primitive root; to suckle; nurse.	h5134
h5135	noor	נוּר	nûwr	(Aramaic) from an unused root (corresponding to that of {{h5216}}) meaning to shine; fire; fiery, fire.	h5135
h5132	noots	נוּץ	nûwts	a primitive root; properly, to flash; also, to fly away (from the quickness of motion); flee away, bud (forth).	h5132
h5133	no-tsaw'	נוֹצָה	nôwtsâh	or נֹצָה; feminine active participle of {{h5327}} in the sense of flying; a pinion (or wing feather); often (collectively) plumage; feather(-s), ostrich.	h5133
h5130	noof	נוּף	nûwph	a primitive root; to quiver (i.e. vibrate up and down, or rock to and fro); used in a great variety of applications (including sprinkling, beckoning, rubbing, bastinadoing, sawing, waving, etc.); lift up, move, offer, perfume, send, shake, sift, strike, wave.	h5130
h5131	nofe	נוֹף	nôwph	from {{h5130}}; elevation; situation. Compare {{h5297}}.	h5131
h5138	naw-zeed'	נָזִיד	nâzîyd	from {{h2102}}; something boiled, i.e. soup; pottage.	h5138
h5139	naw-zeer'	נָזִיר	nâzîyr	or נָזִר; from {{h5144}}; separate, i.e. consecrated (as prince, a Nazirite); hence (figuratively from the latter) an unpruned vine (like an unshorn Nazirite); Nazarite (by a false alliteration with Nazareth), separate(-d), vine undressed.	h5139
h5189	net-ee-shaw'	נְטִישָׁה	nᵉṭîyshâh	from {{h5203}}; a tendril (as an offshoot); battlement, branch, plant.	h5189
h5188	net-ee-faw'	נְטִיפָה	nᵉṭîyphâh	from {{h5197}}; a pendant for the ears (especially of pearls); chain, collar.	h5188
h5183	nakh'-ath	נַחַת	Nachath	from {{h5182}}; also (intransitively; perhaps from {{h5117}}); a descent, i.e. imposition, unfavorable (punishment) or favorable (food); restfulness; lighting down, quiet(-ness), to rest, be set on.	h5183
h5182	nekh-ath'	נְחַת	nᵉchath	(Aramaic) corresponding to {{h5181}}; to descend; causatively, to bring away, deposit, depose; carry, come down, depose, lay up, place.	h5182
h5181	naw-khath'	נָחַת	nâchath	a primitive root; to sink, i.e. descend; causatively, to press or lead down; be broken, (cause to) come down, enter, go down, press sore, settle, stick fast.	h5181
h5180	nekh-oosh-tawn'	נְחֻשְׁתָּן	Nᵉchushtân	from {{h5178}}; something made of copper, i.e. the copper serpent of the Desert; Nehushtan.	h5180
h5187	net-eel'	נְטִיל	nᵉṭîyl	from {{h5190}}; laden; that bear.	h5187
h5186	naw-taw'	נָטָה	nâṭâh	a primitive root; to stretch or spread out; by implication, to bend away (including moral deflection); used in a great variety of application (as follows); afternoon, apply, bow (down, -ing), carry aside, decline, deliver, extend, go down, be gone, incline, intend, lay, let down, offer, outstretched, overthrown, pervert, pitch, prolong, put away, shew, spread (out), stretch (forth, out), take (aside), turn (aside, away), wrest, cause to yield.	h5186
h5185	naw-khayth'	נָחֵת	nâchêth	from {{h5181}}; descending; come down.	h5185
