Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h7600	shah-an-awn'	שַׁאֲנָן	shaʼănân	from {{h7599}}; secure; in a bad sense, haughty; that is at ease, quiet, tumult. Compare {{h7946}}.	h7600
h7509	ref-aw-yaw'	רְפָיָה	Rᵉphâyâh	from {{h7495}} and {{h3050}}; Jah has cured; Rephajah, the name of five Israelites; Rephaiah.	h7509
h7508	ref-ee-deem'	רְפִידִים	Rᵉphîydîym	plural of the masculine of the same as {{h7507}}; ballusters; Rephidim, a place in the Desert; Rephidim.	h7508
h7505	raw-foo'	רָפוּא	Râphûwʼ	passive participle of {{h7495}}; cured; Raphu, an Israelite; Raphu.	h7505
h7504	raw-feh'	רָפֶה	râpheh	from {{h7503}}; slack (in body or mind); weak. raphah, Raphah. See {{h7497}}, {{h7498}}. riphah. See {{h7383}}.	h7504
h7507	ref-ee-daw'	רְפִידָה	rᵉphîydâh	from {{h7502}}; a railing (as spread along); bottom.	h7507
h7506	reh'-fakh	רֶפַח	Rephach	from an unused root apparently meaning to sustain; support; Rephach, an Israelite; Rephah.	h7506
h7501	ref-aw-ale'	רְפָאֵל	Rᵉphâʼêl	from {{h7495}} and {{h410}}; God has cured; Rephael, an Israelite; Rephael.	h7501
h7503	raw-faw'	רָפָה	râphâh	a primitive root; to slacken (in many applications, literal or figurative); abate, cease, consume, draw (toward evening), fail, (be) faint, be (wax) feeble, forsake, idle, leave, let alone (go, down), (be) slack, stay, be still, be slothful, (be) weak(-en). See {{h7495}}.	h7503
h7502	raw-fad'	רָפַד	râphad	a primitive root; to spread (a bed); by implication, to refresh; comfort, make (a bed), spread.	h7502
h7585	sheh-ole'	שְׁאוֹל	shᵉʼôwl	or שְׁאֹל; from {{h7592}}; hades or the world of the dead (as if a subterranean retreat), including its accessories and inmates; grave, hell, pit.	h7585
h7584	shah-av-aw'	שַׁאֲוָה	shaʼăvâh	from {{h7582}}; a tempest (as rushing); desolation.	h7584
h7587	shaw-oo-lee'	שָׁאוּלִי	Shâʼûwlîy	patronymic from {{h7856}}; a Shaülite or descendant of Shaul; Shaulites.	h7587
h7586	shaw-ool'	שָׁאוּל	Shâʼûwl	passive participle of {{h7592}}; asked; Shaul, the name of an Edomite and two Israelites; Saul, Shaul.	h7586
h7581	sheh-aw-gaw'	שְׁאָגָה	shᵉʼâgâh	from {{h7580}}; a rumbling or moan; roaring.	h7581
h7580	shaw-ag'	שָׁאַג	shâʼag	a primitive root; to rumble or moan; × mightily, roar.	h7580
h7583	shaw-aw'	שָׁאָה	shâʼâh	a primitive root (identical with through the idea of whirling to giddiness); to stun, i.e. (intransitively) be astonished; wonder.	h7583
h7582	shaw-aw'	שָׁאָה	shâʼâh	a primitive root; to rush; by implication, to desolate; be desolate, (make a) rush(-ing), (lay) waste.	h7582
h7589	sheh-awt'	שְׁאָט	shᵉʼâṭ	from an unused root meaning to push aside; contempt; despite(-ful).	h7589
h7588	shaw-one'	שָׁאוֹן	shâʼôwn	from {{h7582}}; uproar (as of rushing); by implication, destruction; × horrible, noise, pomp, rushing, tumult (× -uous).	h7588
h7518	rats	רַץ	rats	contracted from {{h7533}}; a fragment; piece.	h7518
h7519	raw-tsaw'	רָצָא	râtsâʼ	a primitive root; to run; also to delight in; accept, run.	h7519
h7516	reh'-fesh	רֶפֶשׁ	rephesh	from {{h7515}}; mud (as roiled); mire.	h7516
