Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h7958	sel-awv'	שְׂלָו	sᵉlâv	or שְׂלָיו; by orthographical variation from {{h7951}} through the idea of sluggishness; the quail collectively (as slow in flight from its weight); quails.	h7958
h7959	sheh'-lev	שֶׁלֶו	shelev	from {{h7951}}; security; prosperity.	h7959
h7956	shay-law'	שֵׁלָה	Shêlâh	the same as {{h7596}} (shortened); request; Shelah, the name of a postdiluvian patriarch and of an Israelite; Shelah.	h7956
h7957	shal-heh'-beth	שַׁלְהֶבֶת	shalhebeth	from the same as {{h3851}} with sibilant prefix; a flare of fire; (flaming) flame.	h7957
h7954	shel-aw'	שְׁלָה	shᵉlâh	(Aramaic) corresponding to {{h7951}}; to be secure; at rest.	h7954
h7955	shaw-law'	שָׁלָה	shâlâh	(Aramaic) from a root corresponding to {{h7952}}; a wrong; thing amiss.	h7955
h7952	shaw-law'	שָׁלָה	shâlâh	a primitive root (probably identical with {{h7953}} through the idea of educing); to mislead; deceive, be negligent.	h7952
h7953	shaw-law'	שָׁלָה	shâlâh	a primitive root (rather cognate (by contraction) to the base of {{h5394}}, {{h7997}} and their congeners through the idea of extracting); to draw out or off, i.e. remove (the soul by death); take away.	h7953
h7950	sheh'-leg	שֶׁלֶג	sheleg	from {{h7949}}; snow (probably from its whiteness); snow(-y).	h7950
h7951	shaw-law'	שָׁלָה	shâlâh	or שָׁלַו; (Job 3:26), a primitive root; to be tranquil, i.e. secure or successful; be happy, prosper, be in safety.	h7951
h7969	shaw-loshe'	שָׁלוֹשׁ	shâlôwsh	or שָׁלֹשׁ; masculine שְׁלוֹשָׁה; or שְׁלֹשָׁה; a primitive number; three; occasionally (ordinal) third, or (multiple) thrice; fork,   often(-times), third, thir(-teen, -teenth), three,   thrice. Compare {{h7991}}.	h7969
h7968	shal-loon'	שַׁלּוּן	Shallûwn	probably for {{h7967}}; Shallun, an Israelite; Shallum.	h7968
h7963	shel-ay-vaw'	שְׁלֵוָה	shᵉlêvâh	(Aramaic) corresponding to {{h7962}}; safety; tranquillity. See also {{h7961}}.	h7963
h7962	shal-vaw'	שַׁלְוָה	shalvâh	from {{h7951}}; security (genuine or false); abundance, peace(-ably), prosperity, quietness.	h7962
h7961	shaw-lave'	שָׁלֵו	shâlêv	or שָׁלֵיו; feminine שְׁלֵוָה; from {{h7951}}; tranquil; (in a bad sense) careless; abstractly, security; (being) at ease, peaceable, (in) prosper(-ity), quiet(-ness), wealthy.	h7961
h7960	shaw-loo'	שָׁלוּ	shâlûw	(Aramaic) or שָׁלוּת; (Aramaic), from the same as {{h7955}}; a fault; error, × fail, thing amiss.	h7960
h7967	shal-loom'	שַׁלּוּם	Shallûwm	or (shorter) שַׁלֻּם; the same as {{h7966}}; Shallum, the name of fourteen Israelites; Shallum.	h7967
h7966	shil-loom'	שִׁלּוּם	shillûwm	or שִׁלֻּם; from {{h7999}}; a requital, i.e. (secure) retribution, (venal) a fee; recompense, reward.	h7966
h7965	shaw-lome'	שָׁלוֹם	shâlôwm	or שָׁלֹם; from {{h7999}}; safe, i.e. (figuratively) well, happy, friendly; also (abstractly) welfare, i.e. health, prosperity, peace; × do, familiar, × fare, favour,   friend, × great, (good) health, (× perfect, such as be at) peace(-able, -ably), prosper(-ity, -ous), rest, safe(-ty), salute, welfare, (× all is, be) well, × wholly.	h7965
h7964	shil-loo'-akh	שִׁלּוּחַ	shillûwach	or שִׁלֻּחַ; from {{h7971}}; (only in plural) a dismissal, i.e. (of a wife) divorce (especially the document); also (of a daughter) dower; presents, have sent back.	h7964
h7974	sheh'-lakh	שֶׁלַח	Shelach	the same as {{h7973}}; Shelach, a postdiluvian patriarch; Salah, Shelah. Compare {{h7975}}.	h7974
h7975	shee-lo'-akh	שִׁלֹחַ	Shilôach	or (in imitation of {{h7974}}) שֶׁלַח; (Nehemiah 3:15), from {{h7971}}; rill; Shiloach, a fountain of Jerusalem; Shiloah, Siloah.	h7975
h7976	shil-loo-khaw'	שִׁלֻּחָה	shilluchâh	feminine of {{h7964}}; a shoot; branch.	h7976
h7977	shil-khee'	שִׁלְחִי	Shilchîy	from {{h7973}}; missive, i.e. armed; Shilchi, an Israelite; Shilhi.	h7977
h7970	shel-o-sheem'	שְׁלוֹשִׁים	shᵉlôwshîym	or שְׁלֹשִׁים; multiple of {{h7969}}; thirty; or (ordinal) thirtieth; thirty, thirtieth. Compare {{h7991}}.	h7970
h7971	shaw-lakh'	שָׁלַח	shâlach	a primitive root; to send away, for, or out (in a great variety of applications); × any wise, appoint, bring (on the way), cast (away, out), conduct, × earnestly, forsake, give (up), grow long, lay, leave, let depart (down, go, loose), push away, put (away, forth, in, out), reach forth, send (away, forth, out), set, shoot (forth, out), sow, spread, stretch forth (out).	h7971
h7972	shel-akh'	שְׁלַח	shᵉlach	(Aramaic) corresponding to {{h7971}}; put, send.	h7972
h7973	sheh'-lakh	שֶׁלַח	shelach	from {{h7971}}; a missile of attack, i.e. spear; also (figuratively) a shoot of growth; i.e. branch; dart, plant, × put off, sword, weapon.	h7973
h7978	shil-kheem'	שִׁלְחִים	Shilchîym	plural of {{h7973}}; javelins or sprouts; Shilchim, a place in Palestine; Shilhim.	h7978
h7979	shool-khawn'	שֻׁלְחָן	shulchân	from {{h7971}}; a table (as spread out); by implication, a meal; table.	h7979
h7901	shaw-kab'	שָׁכַב	shâkab	a primitive root; to lie down (for rest, sexual connection, decease or any other purpose); × at all, cast down, (lover-)lay (self) (down), (make to) lie (down, down to sleep, still with), lodge, ravish, take rest, sleep, stay.	h7901
h7903	shek-o'-beth	שְׁכֹבֶת	shᵉkôbeth	from {{h7901}}; a (sexual) lying with; × lie.	h7903
h7902	shek-aw-baw'	שְׁכָבָה	shᵉkâbâh	from {{h7901}}; a lying down (of dew, or for the sexual act); × carnally, copulation, × lay, seed.	h7902
h7905	sook-kaw'	שֻׂכָּה	sukkâh	feminine of {{h7900}} in the sense of {{h7899}}; a dart (as pointed like a thorn); barbed iron.	h7905
h7904	shaw-kaw'	שָׁכָה	shâkâh	a primitive root; to roam (through lust); in the morning (by mistake for {{h7925}}).	h7904
h7907	sek-vee'	שֶׂכְוִי	sekvîy	from the same as {{h7906}}; observant, i.e. (concretely) the mind; heart.	h7907
h7906	say'-koo	שֵׂכוּ	Sêkûw	from an unused root apparently meaning to surmount; an observatory (with the article); Seku, a place in Palestine; Sechu.	h7906
h7909	shak-kool'	שַׁכּוּל	shakkûwl	or שַׁכֻּל; from {{h7921}}; bereaved; barren, bereaved (robbed) of children (whelps).	h7909
h7908	shek-ole'	שְׁכוֹל	shᵉkôwl	infinitive of {{h7921}}; bereavement; loss of children, spoiling.	h7908
