Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h6429	pel-eh'-sheth	פְּלֶשֶׁת	Pᵉlesheth	from {{h6428}}; rolling, i.e. migratory; Pelesheth, a region of Syria; Palestina, Palestine, Philistia, Philistines.	h6429
h6428	paw-lash'	פָּלַשׁ	pâlash	a primitive root; to roll (in dust); roll (wallow) self.	h6428
h6425	peh'-les	פֶּלֶס	peleç	from {{h6424}}; a balance; scales, weight.	h6425
h6424	paw-las'	פָּלַס	pâlaç	a primitive root; properly, to roll flat, i.e. prepare (a road); also to revolve, i.e. weigh (mentally); make, ponder, weigh.	h6424
h6427	pal-law-tsooth'	פַּלָּצוּת	pallâtsûwth	from {{h6426}}; affright; fearfulness, horror, trembling.	h6427
h6426	paw-lats'	פָּלַץ	pâlats	a primitive root; properly, perhaps to rend, i.e. (by implication) to quiver; tremble.	h6426
h6421	pel-al-yaw'	פְּלַלְיָה	Pᵉlalyâh	from {{h6419}} and {{h3050}}; Jah has judged; Pelaljah, an Israelite; Pelaliah.	h6421
h6420	paw-lawl'	פָּלָל	Pâlâl	from {{h6419}}; judge; Palal, an Israelite; Palal.	h6420
h6423	pel-o-nee'	פְּלֹנִי	pᵉlônîy	from {{h6395}}; such a one, i.e. a specified person; such.	h6423
h6422	pal-mo-nee'	פַּלְמוֹנִי	palmôwnîy	probably for {{h6423}}; a certain one, i.e. so-and-so; certain.	h6422
h6458	paw-sal'	פָּסַל	pâçal	a primitive root; to carve, whether wood or stone; grave, hew.	h6458
h6459	peh'-sel	פֶּסֶל	peçel	from {{h6458}}; an idol; carved (graven) image.	h6459
h6450	pas dam-meem'	פַּס דַּמִּים	Paç Dammîym	from {{h6446}} and the plural of {{h1818}}; palm (i.e. dell) of bloodshed; Pas-Dammim, a place in Palestine; Pas-dammim. Compare {{h658}}.	h6450
h6451	pis-saw'	פִּסָּה	piççâh	from {{h6461}}; expansion, i.e. abundance; handful.	h6451
h6452	paw-sakh'	פָּסַח	pâçach	a primitive root; to hop, i.e. (figuratively) skip over (or spare); by implication, to hesitate; also (literally) to limp, to dance; halt, become lame, leap, pass over.	h6452
h6453	peh'-sakh	פֶּסַח	peçach	from {{h6452}}; a pretermission, i.e. exemption; used only techically of the Jewish Passover (the festival or the victim); passover (offering).	h6453
h6454	paw-say'-akh	פָּסֵחַ	Pâçêach	from {{h6452}}; limping; Paseach, the name of two Israelites; Paseah, Phaseah.	h6454
h6455	pis-say'-akh	פִּסֵּחַ	piççêach	from {{h6452}}; lame; lame.	h6455
h6456	pes-eel'	פְּסִיל	pᵉçîyl	from {{h6458}}; an idol; carved (graven) image, quarry.	h6456
h6457	paw-sak'	פָּסַךְ	Pâçak	from an unused root meaning to divide; divider; Pasak, an Israelite; Pasach.	h6457
h6438	pin-naw'	פִּנָּה	pinnâh	feminine of {{h6434}}; an angle; by implication, a pinnacle; figuratively, a chieftain; bulwark, chief, corner, stay, tower.	h6438
h6439	pen-oo-ale'	פְּנוּאֵל	Pᵉnûwʼêl	or (more properly,) פְּנִיאֵל; from {{h6437}} and {{h410}}; face of God; Penuel or Peniel, a place East of Jordan; also (as Penuel) the name of two Israelites; Peniel, Penuel.	h6439
h6436	pan-nag'	פַּנַּג	pannag	of uncertain derivation; probably pastry; Pannag.	h6436
h6437	paw-naw'	פָּנָה	pânâh	a primitive root; to turn; by implication, to face, i.e. appear, look, etc.; appear, at (even-) tide, behold, cast out, come on, × corner, dawning, empty, go away, lie, look, mark, pass away, prepare, regard, (have) respect (to), (re-) turn (aside, away, back, face, self), × right (early).	h6437
