Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h3057	yeh-hoo-dee-yaw'	יְהֻדִיָּה	Yᵉhudîyâh	feminine of {{h3064}}; Jehudijah, a Jewess; Jehudijah.	h3057
h3056	yeh-dah'-ee	יֶהְדַי	Yehday	perhaps from a form corresponding to {{h3061}}; Judaistic; Jehdai, an Israelite; Jehdai.	h3056
h3055	yeh-hood'	יְהֻד	Yᵉhud	a briefer form of one corresponding to {{h3061}}; Jehud, a place in Palestine; Jehud.	h3055
h3054	yaw-had'	יָהַד	yâhad	denominative from a form corresponding to {{h3061}}; to Judaize, i.e. become Jewish; become Jews.	h3054
h3053	ye-hawb'	יְהָב	yᵉhâb	from {{h3051}}; properly, what is given (by Providence), i.e. a lot; burden.	h3053
h3052	yeh-hab'	יְהַב	yᵉhab	(Aramaic) corresponding to {{h3051}}; deliver, give, lay,   prolong, pay, yield.	h3052
h3051	yaw-hab'	יָהַב	yâhab	a primitive root; to give (whether literal or figurative); generally, to put; imperatively (reflexive) come; ascribe, bring, come on, give, go, set, take.	h3051
h3050	yaw	יָהּ	Yâhh	contraction for {{h3068}}, and meaning the same; Jah, the sacred name; Jah, the Lord, most vehement. Compare names in '-iah,' '-jah.'	h3050
h3059	yeh-ho-aw-khawz'	יְהוֹאָחָז	Yᵉhôwʼâchâz	from {{h3068}} and {{h270}}; Jehovah-seized; Jehoachaz, the name of three Israelites; Jehoahaz. Compare {{h3099}}.	h3059
h3058	yay-hoo'	יֵהוּא	Yêhûwʼ	from {{h3068}} and {{h1931}}; Jehovah (is) He; Jehu, the name of five Israelites; Jehu.	h3058
h3040	yed-ee-daw'	יְדִידָה	Yᵉdîydâh	feminine of {{h3039}}; beloved; Jedidah, an Israelitess; Jedidah.	h3040
h3041	yed-ee-deh-yaw'	יְדִידְיָה	Yᵉdîydᵉyâh	from {{h3039}} and {{h3050}}; beloved of Jah; Jedidejah, a name of Solomon; Jedidiah.	h3041
h3042	yed-aw-yaw'	יְדָיָה	Yᵉdâyâh	from {{h3034}} and {{h3050}}; praised of Jah; Jedajah, the name of two Israelites; Jedaiah.	h3042
h3043	yed-ee-ah-ale'	יְדִיעֲאֵל	Yᵉdîyʻăʼêl	from {{h3045}} and {{h410}}; knowing God; Jediael, the name of three Israelites; Jediael.	h3043
h3044	yid-lawf'	יִדְלָף	Yidlâph	from {{h1811}}; tearful; Jidlaph, a Mesopotamian; Jidlaph.	h3044
h3045	yaw-dah'	יָדַע	yâdaʻ	a primitive root; to know (properly, to ascertain by seeing); used in a great variety of senses, figuratively, literally, euphemistically and inferentially (including observation, care, recognition; and causatively, instruction, designation, punishment, etc.); acknowledge, acquaintance(-ted with), advise, answer, appoint, assuredly, be aware, (un-) awares, can(-not), certainly, comprehend, consider, × could they, cunning, declare, be diligent, (can, cause to) discern, discover, endued with, familiar friend, famous, feel, can have, be (ig-) norant, instruct, kinsfolk, kinsman, (cause to let, make) know, (come to give, have, take) knowledge, have (knowledge), (be, make, make to be, make self) known,   be learned,   lie by man, mark, perceive, privy to, × prognosticator, regard, have respect, skilful, shew, can (man of) skill, be sure, of a surety, teach, (can) tell, understand, have (understanding), × will be, wist, wit, wot.	h3045
h3046	yed-ah'	יְדַע	yᵉdaʻ	(Aramaic) corresponding to {{h3045}}; certify, know, make known, teach.	h3046
h3047	yaw-daw'	יָדָע	Yâdâʻ	from {{h3045}}; knowing; Jada, an Israelite; Jada.	h3047
h3048	yed-ah-yaw'	יְדַעְיָה	Yᵉdaʻyâh	from {{h3045}} and {{h3050}}; Jah has known; Jedajah, the name of two Israelites; Jedaiah.	h3048
h3049	yid-deh-o-nee'	יִדְּעֹנִי	yiddᵉʻônîy	from {{h3045}}; properly, a knowing one; specifically, a conjurer; (by impl) a ghost; wizard.	h3049
h3035	yid-do'	יִדּוֹ	Yiddôw	from {{h3034}}; praised; Jiddo, an Israelite; Iddo.	h3035
h3034	yaw-daw'	יָדָה	yâdâh	a primitive root; used only as denominative from {{h3027}}; literally, to use (i.e. hold out) the hand; physically, to throw (a stone, an arrow) at or away; especially to revere or worship (with extended hands); intensively, to bemoan (by wringing the hands); cast (out), (make) confess(-ion), praise, shoot, (give) thank(-ful, -s, -sgiving).	h3034
h3037	yad-doo'-ah	יַדּוּעַ	Yaddûwaʻ	from {{h3045}}; knowing; Jaddua, the name of two Israelites; Jaddua.	h3037
h3036	yaw-done'	יָדוֹן	Yâdôwn	from {{h3034}}; thankful; Jadon, an Israelite; Jadon.	h3036
h3031	yid-bawsh'	יִדְבָּשׁ	Yidbâsh	from the same as {{h1706}}; perhaps honeyed; Jidbash, an Israelite; Idbash.	h3031
h3030	yid-al-aw'	יִדְאֲלָה	Yidʼălâh	of uncertain derivation; Jidalah, a place in Palestine; Idalah.	h3030
h3033	yed-ee-dooth'	יְדִדוּת	yᵉdidûwth	from {{h3039}}; properly, affection; concretely, a darling object; dearly beloved.	h3033
h3032	yaw-dad'	יָדַד	yâdad	a primitive root; (compare {{h3034}}); properly, to handle, i.e. to throw, e.g. lots; cast.	h3032
h3039	yed-eed'	יְדִיד	yᵉdîyd	from the same as {{h1730}}; loved; amiable, (well-) beloved, loves.	h3039
h3038	yed-oo-thoon'	יְדוּתוּן	Yᵉdûwthûwn	or יְדֻתוּן; or יְדִיתוּן; probably from {{h3034}}; laudatory; Jeduthun, an Israelite; Jeduthun.	h3038
h3026	yegar' sah-had-oo-thaw'	יְגַר שַׂהֲדוּתָא	Yᵉgar Sahădûwthâʼ	(Aramaic) from a word derived from an unused root (meaning to gather) and a derivation of a root corresponding to {{h7717}}; heap of the testimony; Jegar-Sahadutha, a cairn East of the Jordan; Jegar-Sahadutha.	h3026
h3027	yawd	יָד	yâd	a primitive word; a hand (the open one [indicating power, means, direction, etc.], in distinction from {{h3709}}, the closed one); used (as noun, adverb, etc.) in a great variety of applications, both literally and figuratively, both proximate and remote [as follows]; (  be) able, × about,   armholes, at, axletree, because of, beside, border, × bounty,   broad, (broken-) handed, × by, charge, coast,   consecrate,   creditor, custody, debt, dominion, × enough,   fellowship, force, × from, hand(-staves, -y work), × he, himself, × in, labour,   large, ledge, (left-) handed, means, × mine, ministry, near, × of, × order, ordinance, × our, parts, pain, power, × presumptuously, service, side, sore, state, stay, draw with strength, stroke,   swear, terror, × thee, × by them, × themselves, × thine own, × thou, through, × throwing,   thumb, times, × to, × under, × us, × wait on, (way-) side, where,   wide, × with (him, me, you), work,   yield, × yourselves.	h3027
h3024	yeg-ee-aw'	יְגִעָה	yᵉgiʻâh	feminine of {{h3019}}; fatigue; weariness.	h3024
h3025	yaw-gore'	יָגֹר	yâgôr	a primitive root; to fear; be afraid, fear.	h3025
h3022	yaw-gaw'	יָגָע	yâgâʻ	from {{h3021}}; earnings (as the product of toil); that which he laboured for.	h3022
h3023	yaw-gay'-ah	יָגֵעַ	yâgêaʻ	from {{h3021}}; tired; hence (transitive) tiresome; full of labour, weary.	h3023
h3020	yog-lee'	יׇגְלִי	Yoglîy	from {{h1540}}; exiled; Jogli, an Israelite; Jogli.	h3020
h3021	yaw-gah'	יָגַע	yâgaʻ	a primitive root; properly, to gasp; hence, to be exhausted, to tire, to toil; faint, (make to) labour, (be) weary.	h3021
h3028	yad	יַד	yad	(Aramaic) corresponding to {{h3027}}; hand, power.	h3028
h3029	yed-aw'	יְדָא	yᵉdâʼ	(Aramaic) corresponding to {{h3034}}; to praise; (give) thank(-s).	h3029
h3099	yo-aw-khawz'	יוֹאָחָז	Yôwʼâchâz	a form of {{h3059}}; Joachaz, the name of two Israelites; Jehoahaz, Joahaz.	h3099
h3098	yo-awkh'	יוֹאָח	Yôwʼâch	from {{h3068}} and {{h251}}; Jehovah-brothered; Joach, the name of four Israelites; Joah.	h3098
h3093	yaw-here'	יָהִיר	yâhîyr	probably from the same as {{h2022}}; elated; hence, arrogant; haughty, proud.	h3093
h3092	yeh-ho-shaw-fawt'	יְהוֹשָׁפָט	Yᵉhôwshâphâṭ	from {{h3068}} and {{h8199}}; Jehovah-judged; Jehoshaphat, the name of six Israelites; also of a valley near Jerusalem; Jehoshaphat. Compare {{h3146}}.	h3092
