Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h4168	mo-kade'	מוֹקֵד	môwqêd	from {{h3344}}; a fire or fuel; abstractly, a conflagration; burning, hearth.	h4168
h4169	mo-ked-aw'	מוֹקְדָה	môwqᵉdâh	feminine of {{h4168}}; fuel; burning.	h4169
h4166	moo-tsaw-kaw'	מוּצָקָה	mûwtsâqâh	or מֻצָקָה; from {{h3332}}; properly, something poured out, i.e. a casting (of metal); by implication, a tube (as cast); when it was cast, pipe.	h4166
h4167	mook	מוּק	mûwq	a primitive root; to jeer, i.e. (intens.) blaspheme; be corrupt.	h4167
h4164	moo-tsak'	מוּצַק	mûwtsaq	or מוּצָק; from {{h3332}}; narrowness; figuratively, distress; anguish, is straitened, straitness.	h4164
h4165	moo-tsawk'	מוּצָק	mûwtsâq	from {{h5694}}; properly, fusion, i.e. literally, a casting (of metal); figuratively, a mass (of clay); casting, hardness.	h4165
h4162	mo-tsaw'	מוֹצָא	môwtsâʼ	the same as {{h4161}}; Motsa, the name of two Israelites; Moza.	h4162
h4163	mo-tsaw-aw'	מוֹצָאָה	môwtsâʼâh	feminine of {{h4161}}; (marg.; compare {{h6675}}); a family descent; also a sewer; draught house; going forth.	h4163
h4160	moots	מוּץ	mûwts	a primitive root; to press, i.e. (figuratively) to oppress; extortioner.	h4160
h4161	mo-tsaw'	מוֹצָא	môwtsâʼ	or מֹצָאxlit môtsâ corrected to môtsâʼ; from {{h3318}}; a going forth, i.e. (the act) an egress, or (the place) an exit; hence, a source or product; specifically, dawn, the rising of the sun (the East), exportation, utterance, a gate, a fountain, a mine, a meadow (as producing grass); brought out, bud, that which came out, east, going forth, goings out, that which (thing that) is gone out, outgoing, proceeded out, spring, vein, (water-) course (springs).	h4161
h4200	meh'-zev	מֶזֶו	mezev	probably from an unused root meaning to gather in; a granary; garner.	h4200
h4159	mo-faith'	מוֹפֵת	môwphêth	or מֹפֵת; from {{h3302}} in the sense of conspicuousness; a miracle; by implication, a token or omen; miracle, sign, wonder(-ed at).	h4159
h4158	mo-fah'-ath	מוֹפַעַת	Môwphaʻath	(Jeremiah 48:21) or מֵיפַעַת; or מֵפַעַת; from {{h3313}}; illuminative; Mophaath or Mephaath, a place in Palestine; Mephaath.	h4158
