Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h5082	ned-ee-baw'	נְדִיבָה	nᵉdîybâh	feminine of {{h5081}}; properly, nobility, i.e. reputation; soul.	h5082
h5083	naw-dawn'	נָדָן	nâdân	probably from an unused root meaning to give; a present (for prostitution); gift.	h5083
h5080	naw-dakh'	נָדַח	nâdach	a primitive root; to push off; used in a great variety of applications, literally and figuratively (to expel, mislead, strike, inflict, etc.); banish, bring, cast down (out), chase, compel, draw away, drive (away, out, quite), fetch a stroke, force, go away, outcast, thrust away (out), withdraw.	h5080
h5081	naw-deeb'	נָדִיב	nâdîyb	from {{h5068}}; properly, voluntary, i.e. generous; hence, magnanimous; as noun, a grandee (sometimes a tyrant); free, liberal (things), noble, prince, willing (hearted).	h5081
h5086	naw-daf'	נָדַף	nâdaph	a primitive root; to shove asunder, i.e. disperse; drive (away, to and fro), thrust down, shaken, tossed to and fro.	h5086
h5087	naw-dar'	נָדַר	nâdar	a primitive root; to promise (pos., to do or give something to God); (make a) vow.	h5087
h5084	naw-dawn'	נָדָן	nâdân	of uncertain derivation; a sheath (of a sword); sheath.	h5084
h5085	nid-neh'	נִדְנֶה	nidneh	(Aramaic) from the same as {{h5084}}; a sheath; figuratively, the body (as the receptacle of the soul); body.	h5085
h5088	neh'-der	נֶדֶר	neder	or נֵדֶר; from {{h5087}}; a promise (to God); also (concretely) a thing promised; vow(-ed).	h5088
h5089	no'-ah	נֹהַּ	nôahh	from an unused root meaning to lament; lamentation; wailing.	h5089
h5008	naw-ak'	נָאַק	nâʼaq	a primitive root; to groan; groan.	h5008
h5009	neh-aw-kaw'	נְאָקָה	nᵉʼâqâh	from {{h5008}}; a groan; groaning.	h5009
h5002	neh-oom'	נְאֻם	nᵉʼum	from {{h5001}}; an oracle; (hath) said, saith.	h5002
h5003	naw-af'	נָאַף	nâʼaph	a primitive root; to commit adultery; figuratively, to apostatize; adulterer(-ess), commit(-ing) adultery, woman that breaketh wedlock.	h5003
h5001	naw-am'	נָאַם	nâʼam	a primitive root; properly, to whisper, i.e. (by implication) to utter as an oracle; say.	h5001
h5006	naw-ats'	נָאַץ	nâʼats	a primitive root; to scorn; or (in Ecclesiastes 12:5), by interchange for {{h5132}}, to bloom; abhor, (give occasion to) blaspheme, contemn, despise, flourish, × great, provoke.	h5006
h5007	neh-aw-tsaw'	נְאָצָה	nᵉʼâtsâh	or נֶאָצָה; from {{h5006}}; scorn; blasphemy.	h5007
h5004	nee-oof'	נִאֻף	niʼuph	from {{h5003}}; adultery; adultery.	h5004
h5005	nah-af-oof'	נַאֲפוּף	naʼăphûwph	from {{h5003}}; adultery; adultery.	h5005
h5037	naw-bawl'	נָבָל	Nâbâl	the same as {{h5036}}; dolt; Nabal, an Israelite; Nabal.	h5037
h5036	naw-bawl'	נָבָל	nâbâl	from {{h5034}}; stupid; wicked (especially impious); fool(-ish, -ish man, -ish woman), vile person.	h5036
h5035	neh'-bel	נֶבֶל	nebel	or נֵבֶל; from {{h5034}}; a skin-bag for liquids (from collapsing when empty); hence, a vase (as similar in shape when full); also a lyre (as having a body of like form); bottle, pitcher, psaltery, vessel, viol.	h5035
h5034	naw-bale'	נָבֵל	nâbêl	a primitive root; to wilt; generally, to fall away, fail, faint; figuratively, to be foolish or (morally) wicked; causatively, to despise, disgrace; disgrace, dishounour, lightly esteem, fade (away, -ing), fall (down, -ling, off), do foolishly, come to nought, × surely, make vile, wither.	h5034
h5033	nay'-bek	נֵבֶךְ	nêbek	from an unused root meaning to burst forth; a fountain; spring.	h5033
h5032	neb-aw-yoth'	נְבָיוֹת	Nᵉbâyôwth	or נְבָיֹת; feminine plural from {{h5107}}; fruitfulnesses; Nebajoth, a son of Ismael, and the country settled by him; Nebaioth, Nebajoth.	h5032
h5031	neb-ee-yaw'	נְבִיאָה	nᵉbîyʼâh	feminine of {{h5030}}; a prophetess or (generally) inspired woman; by implication, a poetess; by association a prophet's wife; prophetess.	h5031
h5030	naw-bee'	נָבִיא	nâbîyʼ	from {{h5012}}; a prophet or (generally) inspired man; prophecy, that prophesy, prophet.	h5030
h5039	neb-aw-law'	נְבָלָה	nᵉbâlâh	feminine of {{h5036}}; foolishness, i.e. (morally) wickedness; concretely, a crime; by extension, punishment; folly, vile, villany.	h5039
h5038	neb-ay-law'	נְבֵלָה	nᵉbêlâh	from {{h5034}}; a flabby thing, i.e. a carcase or carrion (human or bestial, often collectively); figuratively, an idol; (dead) body, (dead) carcase, dead of itself, which died, (beast) that (which) dieth of itself.	h5038
h5020	neb-oo-kad-nets-tsar'	נְבוּכַדְנֶצַּר	Nᵉbûwkadnetstsar	(Aramaic) corresponding to {{h5019}}; Nebuchadnezzar.	h5020
h5021	neb-oo-shaz-bawn'	נְבוּשַׁזְבָּן	Nᵉbûwshazbân	of foreign derivation; Nebushazban, Nebuchadnezzar's chief eunuch; Nebushazban.	h5021
h5022	naw-both'	נָבוֹת	Nâbôwth	feminine plural from the same as {{h5011}}; fruits; Naboth, an Israelite; Naboth.	h5022
h5023	neb-iz-baw'	נְבִזְבָּה	nᵉbizbâh	(Aramaic) of uncertain derivation; a largess; reward.	h5023
h5024	naw-bakh'	נָבַח	nâbach	a primitive root; to bark (as a dog); bark.	h5024
h5025	no'-bach	נֹבַח	Nôbach	from {{h5024}}; a bark; Nobach, the name of an Israelite, and of a place East of the Jordan; Nobah.	h5025
h5026	nib-khaz'	נִבְחַז	Nibchaz	of foreign origin; Nibchaz, a deity of the Avites; Nibhaz.	h5026
h5027	naw-bat'	נָבַט	nâbaṭ	a primitive root; to scan, i.e. look intently at; by implication, to regard with pleasure, favor or care; (cause to) behold, consider, look (down), regard, have respect, see.	h5027
h5028	neb-awt'	נְבָט	Nᵉbâṭ	from {{h5027}}; regard; Nebat, the father of Jeroboam I; Nebat.	h5028
h5029	neb-ee'	נְבִיא	nᵉbîyʼ	(Aramaic) corresponding to {{h5030}}; a prophet; prophet.	h5029
h5100	neh-haw-maw'	נְהָמָה	nᵉhâmâh	feminine of {{h5099}}; snarling; disquietness, roaring.	h5100
h5055	naw-gakh'	נָגַח	nâgach	a primitive root; to butt with the horns; figuratively, to war against; gore, push (down, -ing).	h5055
h5054	neg-o-haw'	נְגֹהָה	nᵉgôhâh	feminine of {{h5051}}; splendor; brightness.	h5054
h5057	naw-gheed'	נָגִיד	nâgîyd	or נָגִד; from {{h5046}}; a commander (as occupying the front), civil, military or religious; generally (abstractly, plural), honorable themes; captain, chief, excellent thing, (chief) governor, leader, noble, prince, (chief) ruler.	h5057
h5056	nag-gawkh'	נַגָּח	naggâch	from {{h5055}}; butting, i.e. vicious; used (wont) to push.	h5056
h5051	no'-gah	נֹגַהּ	nôgahh	from {{h5050}}; brilliancy (literally or figuratively); bright(-ness), light, (clear) shining.	h5051
h5050	naw-gah'	נָגַהּ	nâgahh	a primitive root; to glitter; causatively, to illuminate; (en-) lighten, (cause to) shine.	h5050
h5053	no'-gah	נֹגַהּ	nôgahh	(Aramaic) corresponding to {{h5051}}; dawn; morning.	h5053
h5052	no'-gah	נֹגַהּ	Nôgahh	the same as {{h5051}}; Nogah, a son of David; Nogah.	h5052
h5059	naw-gan'	נָגַן	nâgan	a primitive root; properly, to thrum, i.e. beat a tune with the fingers; expectation. to play on a stringed instrument; hence (generally), to make music; player on instruments, sing to the stringed instruments, melody, ministrel, play(-er, -ing).	h5059
h5058	neg-ee-naw'	נְגִינָה	nᵉgîynâh	or נְגִינַת; (Psalm 61:title), from {{h5059}}; properly, instrumental music; by implication, a stringed instrument; by extension, a poem set to music; specifically, an epigram; stringed instrument, musick, Neginoth (plural), song.	h5058
h5046	naw-gad'	נָגַד	nâgad	a primitive root; properly, to front, i.e. stand boldly out opposite; by implication (causatively), to manifest; figuratively, to announce (always by word of mouth to one present); specifically, to expose, predict, explain, praise; bewray, × certainly, certify, declare(-ing), denounce, expound, × fully, messenger, plainly, profess, rehearse, report, shew (forth), speak, × surely, tell, utter.	h5046
h5047	neg-ad'	נְגַד	nᵉgad	(Aramaic) corresponding to {{h5046}}; to flow (through the idea of clearing the way); issue.	h5047
h5044	nib-shawn'	נִבְשָׁן	Nibshân	of uncertain derivation; Nibshan, a place in Palestine; Nibshan.	h5044
h5045	neh'-gheb	נֶגֶב	negeb	from an unused root meaning to be parched; the south (from its drought); specifically, the Negeb or southern district of Judah, occasionally, Egypt (as south to Palestine); south (country, side, -ward).	h5045
h5042	naw-bah'	נָבַע	nâbaʻ	a primitive root; to gush forth; figuratively, to utter (good or bad words); specifically, to emit (a foul odor); belch out, flowing, pour out, send forth, utter (abundantly).	h5042
h5043	neb-reh-shaw'	נֶבְרְשָׁא	nebrᵉshâʼ	(Aramaic) from an unused root meaning to shine; a light; plural (collectively) a chandelier; candlestick.	h5043
h5040	nab-looth'	נַבְלוּת	nablûwth	from {{h5036}}; properly, disgrace, i.e. the (female) pudenda; lewdness.	h5040
h5041	neb-al-lawt'	נְבַלָּט	Nᵉballâṭ	apparently from {{h5036}} and {{h3909}}; foolish secrecy; Neballat, a place in Palestine; Neballat.	h5041
h5048	neh'-ghed	נֶגֶד	neged	from {{h5046}}; a front, i.e. part opposite; specifically a counterpart, or mate; usually (adverbial, especially with preposition) over against or before; about, (over) against, × aloof, × far (off), × from, over, presence, × other side, sight, × to view.	h5048
h5049	neh'-ghed	נֶגֶד	neged	(Aramaic) corresponding to {{h5048}}; opposite; toward.	h5049
h5073	nid-bawk'	נִדְבָּךְ	nidbâk	(Aramaic) from a root meaning to stick; a layer (of building materials); row.	h5073
h5072	ned-ab-yaw'	נְדַבְיָה	Nᵉdabyâh	from {{h5068}} and {{h3050}}; largess of Jah; Nedabjah, an Israelite; Nedabiah.	h5072
h5071	ned-aw-baw'	נְדָבָה	nᵉdâbâh	from {{h5068}}; properly (abstractly) spontaneity, or (adjectively) spontaneous; also (concretely) a spontaneous or (by inference, in plural) abundant gift; free(-will) offering, freely, plentiful, voluntary(-ily, offering), willing(-ly), offering).	h5071
h5070	naw-dawb'	נָדָב	Nâdâb	from {{h5068}}; liberal; Nadab, the name of four Israelites; Nadab.	h5070
h5077	naw-daw'	נָדָה	nâdâh	or נָדָא; (2 Kings 17:21), a primitive root; properly, to toss; figuratively, to exclude, i.e. banish, postpone, prohibit; cast out, drive, put far away.	h5077
h5076	naw-dood'	נָדֻד	nâdud	passive participle of {{h5074}}; properly, tossed; abstractly, a rolling (on the bed); tossing to and fro.	h5076
h5075	ned-ad'	נְדַד	nᵉdad	(Aramaic) corresponding to {{h5074}}; to depart; go from.	h5075
