Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h2227	zar-khee'	זַרְחִי	Zarchîy	patronymically from {{h2226}}; a Zarchite or descendant of Zerach; Zarchite.	h2227
h2226	zeh'-rakh	זֶרַח	Zerach	the same as {{h2225}}; Zerach, the name of three Israelites, also of an Idumaean and an Ethiopian prince; Zarah, Zerah.	h2226
h2225	zeh'-rakh	זֶרַח	zerach	from {{h2224}}; a rising of light; rising.	h2225
h2224	zaw-rakh'	זָרַח	zârach	a primitive root; properly, to irradiate (or shoot forth beams), i.e. to rise (as the sun); specifically, to appear (as a symptom of leprosy); arise, rise (up), as soon as it is up.	h2224
h2223	zar-zeer'	זַרְזִיר	zarzîyr	by reduplication from {{h2115}}; properly, tightly girt, i.e. probably a racer, or some fleet animal (as being slender in the waist); greyhound.	h2223
h2222	zar-zeef'	זַרְזִיף	zarzîyph	by reduplication from an unused root meaning to flow; a pouring rain; water.	h2222
h2221	zay-roo'-ah	זֵרוּעַ	zêrûwaʻ	from {{h2232}}; something sown, i.e. a plant; sowing, thing that is sown.	h2221
h2220	zer-o'-ah	זְרוֹעַ	zᵉrôwaʻ	or (shortened) זְרֹעַ; and (feminine) זְרוֹעָה; or זְרֹעָה; from {{h2232}}; the arm (as stretched out), or (of animals) the foreleg; figuratively, force; arm,   help, mighty, power, shoulder, strength.	h2220
h2229	zaw-ram'	זָרַם	zâram	a primitive root; to gush (as water); carry away as with a flood, pour out.	h2229
h2228	zer-akh-yaw'	זְרַחְיָה	Zᵉrachyâh	from {{h2225}} and {{h3050}}; Jah has risen; Zerachjah, the name of two Israelites; Zerahiah.	h2228
h2230	zeh'-rem	זֶרֶם	zerem	from {{h2229}}; a gush of water; flood, overflowing, shower, storm, tempest.	h2230
h2231	zir-maw'	זִרְמָה	zirmâh	feminine of {{h2230}}; a gushing of fluid (semen); issue.	h2231
h2232	zaw-rah'	זָרַע	zâraʻ	a primitive root; to sow; figuratively, to disseminate, plant, fructify; bear, conceive seed, set with sow(-er), yield.	h2232
h2233	zeh'-rah	זֶרַע	zeraʻ	from {{h2232}}; seed; figuratively, fruit, plant, sowing-time, posterity; × carnally, child, fruitful, seed(-time), sowing-time.	h2233
h2234	zer-ah'	זְרַע	zᵉraʻ	(Aramaic) corresponding to {{h2233}}; posterity; seed.	h2234
h2235	zay-ro'-ah	זֵרֹעַ	zêrôaʻ	or זֵרָעֹן; from {{h2232}}; something sown (only in the plural), i.e. a vegetable (as food); pulse.	h2235
h2236	zaw-rak'	זָרַק	zâraq	a primitive root; to sprinkle (fluid or solid particles); be here and there, scatter, sprinkle, strew.	h2236
h2237	zaw-rar'	זָרַר	zârar	a primitive root (compare {{h2114}}); perhaps to diffuse, i.e. (specifically) to sneeze; sneeze.	h2237
h2238	zeh'-resh	זֶרֶשׁ	Zeresh	of Persian origin; Zeresh, Haman's wife; Zeresh.	h2238
h2239	zeh'-reth	זֶרֶת	zereth	from {{h2219}}; the spread of the fingers, i.e. a span; span.	h2239
