Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h6748	tsaw-lee'	צָלִי	tsâlîy	passive participle of {{h6740}}; roasted; roast.	h6748
h6749	tsaw-lal'	צָלַל	tsâlal	a primitive root; properly, to tumble down, i.e. settle by a waving motion; sink. Compare {{h6750}}, {{h6751}}.	h6749
h6744	tsel-akh'	צְלַח	tsᵉlach	(Aramaic) corresponding to {{h6743}}; to advance (transitive or intransitive); promote, prosper.	h6744
h6745	tsay-law-khaw'	צֵלָחָה	tsêlâchâh	from {{h6743}}; something protracted or flattened out, i.e. a platter; pan.	h6745
h6746	tsel-o-kheeth'	צְלֹחִית	tsᵉlôchîyth	from {{h6743}}; something prolonged or tall, i.e. a vial or salt-cellar; cruse.	h6746
h6747	tsal-lakh'-ath	צַלַּחַת	tsallachath	from {{h6743}}; something advanced or deep, i.e. a bowl; figuratively, the bosom; bosom, dish.	h6747
h6740	tsaw-law'	צָלָה	tsâlâh	a primitive root; to roast; roast.	h6740
h6741	tsil-law'	צִלָּה	Tsillâh	feminine of {{h6738}}; Tsillah, an antediluvian woman; Zillah.	h6741
h6742	tsel-ool'	צְלוּל	tsᵉlûwl	from {{h6749}} in the sense of rolling; a (round or flattened) cake; cake.	h6742
h6743	tsaw-lakh'	צָלַח	tsâlach	or צָלֵחַ; a primitive root; to push forward, in various senses (literal or figurative, transitive or intransitive); break out, come (mightily), go over, be good, be meet, be profitable, (cause to, effect, make to, send) prosper(-ity, -ous, -ously).	h6743
h6739	tsel-aw'	צְלָא	tsᵉlâʼ	(Aramaic) probably corresponding to {{h6760}} in the sense of bowing; pray; pray.	h6739
h6738	tsale	צֵל	tsêl	from {{h6751}}; shade, whether literal or figurative; defence, shade(-ow).	h6738
h6731	tseets	צִיץ	tsîyts	or צִץ; from {{h6692}}; properly, glistening, i.e. a burnished plate; also a flower (as bright colored); a wing (as gleaming in the air); blossom, flower, plate, wing.	h6731
h6730	tsee-ore'	צִיעֹר	Tsîyʻôr	from {{h6819}}; small; Tsior, a place in Palestine; Zior.	h6730
h6733	tsee-tsaw'	צִיצָה	tsîytsâh	feminine of {{h6731}}; a flower; flower.	h6733
h6732	tseets	צִיץ	Tsîyts	the same as {{h6731}}; bloom; Tsits, a place in Palestine; Ziz.	h6732
h6735	tseer	צִיר	tsîyr	from {{h6696}}; a hinge (as pressed in turning); also a throe (as a phys. or mental pressure); also a herald or errand-doer (as constrained by the principal); ambassador, hinge, messenger, pain, pang, sorrow. Compare {{h6736}}.	h6735
h6734	tsee-tseeth'	צִיצִת	tsîytsith	feminine of {{h6731}}; a floral or wing-like projection, i.e. a fore-lock of hair, a tassel; fringe, lock.	h6734
h6737	tsaw-yar'	צָיַר	tsâyar	a denominative from {{h6735}} in the sense of ambassador; to make an errand, i.e. betake oneself; make as if...had been ambassador.	h6737
h6736	tseer	צִיר	tsîyr	the same as {{h6735}}; a form (of beauty; as if pressed out, i.e. carved); hence, an (idolatrous) image; beauty, idol.	h6736
h6728	tsee-ee'	צִיִּי	tsîyîy	from the same as {{h6723}}; a desert-dweller, i.e. nomad or wild beast; wild beast of the desert, that dwell in (inhabiting) the wilderness.	h6728
h6729	tsee-noke'	צִינֹק	tsîynôq	from an unused root meaning to confine; the pillory; stocks.	h6729
h6722	tsee-do-nee'	צִידֹנִי	Tsîydônîy	patrial from {{h6721}}; a Tsidonian or inhabitant of Tsidon; Sidonian, of Sidon, Zidonian.	h6722
h6723	tsee-yaw'	צִיָּה	tsîyâh	from an unused root meaning to parch; aridity; concretely, a desert; barren, drought, dry (land, place), solitary place, wilderness.	h6723
h6720	tsay-daw'	צֵידָה	tsêydâh	or צֵדָה; feminine of {{h6718}}; food; meat, provision, venison, victuals.	h6720
h6721	tsee-done'	צִידוֹן	Tsîydôwn	or צִידֹן; from {{h6679}} in the sense of catching fish; fishery; Tsidon, the name of a son of Canaan, and of a place in Palestine; Sidon, Zidon.	h6721
h6726	tsee-yone'	צִיּוֹן	Tsîyôwn	the same (regularly) as {{h6725}}; Tsijon (as a permanent capital), a mountain of Jerusalem; Zion.	h6726
h6727	tsee-khaw'	צִיחָא	Tsîychâʼ	or צִחָא; as if feminine of {{h6704}}; drought; Tsicha, the name of two Nethinim; Ziha.	h6727
h6724	tsee-yone'	צִיוֹן	tsîyôwn	from the same as {{h6723}}; a desert; dry place.	h6724
h6725	tsee-yoon'	צִיּוּן	tsîyûwn	from the same as {{h6723}} in the sense of conspicuousness (compare {{h5329}}); a monumental or guiding pillar; sign, title, waymark.	h6725
h6717	tsee-baw'	צִיבָא	Tsîybâʼ	from the same as {{h6678}}; station; Tsiba, an Israelite; Ziba.	h6717
