Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h220	av-ay-raw'	אֲוֵרָה	ʼăvêrâh	by transposition for {{h723}}; a stall; cote.	h220
h221	oo-ree'	אוּרִי	ʼÛwrîy	from {{h217}}; fiery; Uri, the name of three Israelites; Uri.	h221
h222	oo-ree-ale'	אוּרִיאֵל	ʼÛwrîyʼêl	from {{h217}} and {{h410}}; flame of God; Uriel, the name of two Israelites; Uriel.	h222
h223	oo-ree-yaw'	אוּרִיָּה	ʼÛwrîyâh	or (prolonged) אוּרִיָּהוּ ; from {{h217}} and {{h3050}}; flame of Jah; Urijah, the name of one Hittite and five Israelites; Uriah, Urijah.	h223
h224	oo-reem'	אוּרִים	ʼÛwrîym	plural of {{h217}}; lights; Urim, the oracular brilliancy of the figures in the high-priest's breastplate; Urim.	h224
h225	ooth	אוּת	ʼûwth	a primitive root; properly, to come, i.e. (implied) to assent; consent.	h225
h226	oth	אוֹת	ʼôwth	probably from {{h225}} (in the sense of appearing); a signal (literally or figuratively), as a flag, beacon, monument, omen, prodigy, evidence, etc.; mark, miracle, (en-) sign, token.	h226
h227	awz	אָז	ʼâz	a demonstrative adverb; at that time or place; also as a conjunction, therefore; beginning, for, from, hitherto, now, of old, once, since, then, at which time, yet.	h227
h228	az-zaw'	אֲזָא	ʼăzâʼ	(Aramaic) or אֲזָה (Aramaic); to kindle; (by implication) to heat; heat, hot.	h228
h229	ez-bah'ee	אֶזְבַּי	ʼEzbay	probably from {{h231}}; hyssop-like; Ezbai, an Israelite; Ezbai.	h229
h286	akh-ee-lood'	אֲחִילוּד	ʼĂchîylûwd	from {{h251}} and {{h3205}}; brother of one born; Achilud, an Israelite; Ahilud.	h286
h287	akh-ee-moth'	אֲחִימוֹת	ʼĂchîymôwth	from {{h251}} and {{h4191}}; brother of death; Achimoth, an Israelite; Ahimoth.	h287
h284	akh-ee-khood'	אֲחִיחֻד	ʼĂchîychud	from {{h251}} and {{h2330}}; brother of a riddle (i.e. mysterious); Achichud, an Israelite; Ahihud.	h284
h285	akh-ee-toob'	אֲחִיטוּב	ʼĂchîyṭûwb	from {{h251}} and {{h2898}}; brother of goodness; Achitub, the name of several priests; Ahitub.	h285
h282	akh-ee-hood'	אֲחִיהוּד	ʼĂchîyhûwd	from {{h251}} and {{h1935}}; brother (i.e. possessor) of renown; Achihud, an Israelite; Ahihud.	h282
