Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h2102	zood	זוּד	zûwd	or (by permutation) זִיד; a primitive root; to seethe; figuratively, to be insolent; be proud, deal proudly, presume, (come) presumptuously, sod.	h2102
h2103	zood	זוּד	zûwd	(Aramaic) corresponding to {{h2102}}; to be proud; in pride.	h2103
h2101	zobe	זוֹב	zôwb	from {{h2100}}; a seminal or menstrual flux; issue.	h2101
h2106	zaw-veeth'	זָוִית	zâvîyth	apparently from the same root as {{h2099}} (in the sense of prominence); an angle (as projecting), i.e. (by implication) a corner-column (or anta); corner(stone).	h2106
h2107	zool	זוּל	zûwl	a primitive root (compare {{h2151}}); probably to shake out, i.e. (by implication) to scatter profusely; figuratively, to treat lightly; lavish, despise.	h2107
h2104	zoo-zeem'	זוּזִים	Zûwzîym	plural probably from the same as {{h2123}}; prominent; Zuzites, an aboriginal tribe of Palestine; Zuzims.	h2104
h2105	zo-khayth'	זוֹחֵת	Zôwchêth	of uncertain origin; Zocheth, an Israelite; Zoheth.	h2105
h2108	zoo-law'	זוּלָה	zûwlâh	from {{h2107}}; probably scattering, i.e. removal; used adverbially, except; beside, but, only, save.	h2108
h2109	zoon	זוּן	zûwn	a primitive root; perhaps properly, to be plump, i.e. (transitively) to nourish; feed.	h2109
h2188	zay-aw'	זֵעָה	zêʻâh	from {{h2111}} (in the sense of {{h3154}}); perspiration; sweat.	h2188
h2189	zah-av-aw'	זַעֲוָה	zaʻăvâh	by transposition for {{h2113}}; agitation, maltreatment; × removed, trouble.	h2189
h2182	zaw-no'-akh	זָנוֹחַ	Zânôwach	from {{h2186}}; rejected; Zanoach, the name of two places in Palestine; Zanoah.	h2182
h2183	zaw-noon'	זָנוּן	zânûwn	from {{h2181}}; adultery; figuratively, idolatry; whoredom.	h2183
h2180	zaw-nawb'	זָנָב	zânâb	from {{h2179}} (in the original sense of flapping); the tail (literally or figuratively); tail.	h2180
