Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h7699	shad	שַׁד	shad	or שֹׁד; probably from {{h7736}} (in its original sense) contracted; the breast of a woman or animal (as bulging); breast, pap, teat.	h7699
h7698	sheh'-ger	שֶׁגֶר	sheger	from an unused root probably meaning to eject; the fœtus (as finally expelled); that cometh of, increase.	h7698
h7695	shay-gawl'	שֵׁגָל	shêgâl	(Aramaic) corresponding to {{h7694}}; a (legitimate) queen; wife.	h7695
h7694	shay-gawl'	שֵׁגָל	shêgâl	from {{h7693}}; a queen (from cohabitation); queen.	h7694
h7697	shig-gaw-yone'	שִׁגָּעוֹן	shiggâʻôwn	from {{h7696}}; craziness; furiously, madness.	h7697
h7696	shaw-gah'	שָׁגַע	shâgaʻ	a primitive root; to rave through insanity; (be, play the) mad (man).	h7696
h7691	sheg-ee-aw'	שְׁגִיאָה	shᵉgîyʼâh	from {{h7686}}; a moral mistake; error.	h7691
h7690	sag-ghee'	שַׂגִּיא	saggîyʼ	(Aramaic) corresponding to {{h7689}}; large (in size, quantity or number, also adverbial); exceeding, great(-ly); many, much, sore, very.	h7690
h7693	shaw-gal'	שָׁגַל	shâgal	a primitive root; to copulate with; lie with, ravish.	h7693
h7692	shig-gaw-yone'	שִׁגָּיוֹן	shiggâyôwn	or שִׁגָּיֹנָה; from {{h7686}}; properly, aberration, i.e. (technically) a dithyramb or rambling poem; Shiggaion, Shigionoth.	h7692
h7615	sheb-aw-ee'	שְׁבָאִי	Shᵉbâʼîy	patronymic from {{h7614}}; a Shebaite or descendant of Sheba; Sabean.	h7615
h7614	sheb-aw'	שְׁבָא	Shᵉbâʼ	of foreign origin; Sheba, the name of three early progenitors of tribes and of an Ethiopian district; Sheba, Sabeans.	h7614
h7617	shaw-baw'	שָׁבָה	shâbâh	a primitive root; to transport into captivity; (bring away, carry, carry away, lead, lead away, take) captive(-s), drive (take) away.	h7617
h7616	shaw-bawb'	שָׁבָב	shâbâb	from an unused root meaning to break up; a fragment, i.e. ruin; broken in pieces.	h7616
h7611	sheh-ay-reeth'	שְׁאֵרִית	shᵉʼêrîyth	from {{h7604}}; a remainder or residual (surviving, final) portion; that had escaped, be left, posterity, remain(-der), remnant, residue, rest.	h7611
h7610	sheh-awr'yaw-shoob'	שְׁאָר יָשׁוּב	Shᵉʼâr Yâshûwb	from {{h7605}} and {{h7725}}; a remnant will return; Shear-Jashub, the symbolic name of one of Isaiah's sons; Shear-jashub.	h7610
h7613	seh-ayth'	שְׂאֵת	sᵉʼêth	from {{h5375}}; an elevation or leprous scab; figuratively, elation or cheerfulness; exaltation in rank or character; be accepted, dignity, excellency, highness, raise up self, rising.	h7613
h7612	shayth	שֵׁאת	shêʼth	from {{h7582}}; devastation; desolation.	h7612
h7619	sheb-oo-ale'	שְׁבוּאֵל	Shᵉbûwʼêl	or שׁוּבָאֵל; from {{h7617}} (abbreviated form) or {{h7725}} and {{h410}}; captive (or returned) of God; Shebuel or Shubael, the name of two Israelites; Shebuel, Shubael.	h7619
h7618	sheb-oo'	שְׁבוּ	shᵉbûw	from an unused root (probably identical with that of {{h7617}} through the idea of subdivision into flashes or streamers (compare {{h7632}}) meaning to flame; a gem (from its sparkle), probably the agate; agate.	h7618
h7688	shaw-gakh'	שָׁגַח	shâgach	a primitive root; to peep, i.e. glance sharply at; look (narrowly).	h7688
h7689	sag-ghee'	שַׂגִּיא	saggîyʼ	from {{h7679}}; (superlatively) mighty; excellent, great.	h7689
h7686	shaw-gaw'	שָׁגָה	shâgâh	a primitive root; to stray (causatively, mislead), usually (figuratively) to mistake, especially (morally) to transgress; by extension (through the idea of intoxication) to reel, (figuratively) be enraptured; (cause to) go astray, deceive, err, be ravished, sin through ignorance, (let, make to) wander.	h7686
h7687	seg-oob'	שְׂגוּב	Sᵉgûwb	from {{h7682}}; aloft; Segub, the name of two Israelites; Segub.	h7687
h7684	sheg-aw-gaw'	שְׁגָגָה	shᵉgâgâh	from {{h7683}}; a mistake or inadvertent transgression; error, ignorance, at unawares; unwittingly.	h7684
h7685	saw-gaw'	שָׂגָה	sâgâh	a primitive root; to enlarge (especially upward, also figuratively); grow (up), increase.	h7685
h7682	saw-gab'	שָׂגַב	sâgab	a primitive root; to be (causatively, make) lofty, especially inaccessible; by implication, safe, strong; used literally and figuratively; defend, exalt, be excellent, (be, set on) high, lofty, be safe, set up (on high), be too strong.	h7682
h7683	shaw-gag'	שָׁגַג	shâgag	a primitive root; to stray, i.e. (figuratively) sin (with more or less apology); × also for that, deceived, err, go astray, sin ignorantly.	h7683
h7680	seg-aw'	שְׂגָא	sᵉgâʼ	(Aramaic) corresponding to {{h7679}}; to increase; grow, be multiplied.	h7680
h7681	shaw-gay'	שָׁגֶא	Shâgeʼ	probably from {{h7686}}; erring; Shage, an Israelite; Shage.	h7681
h7606	sheh-awr'	שְׁאָר	shᵉʼâr	(Aramaic) corresponding to {{h7605}}; × whatsoever more, residue, rest.	h7606
h7607	sheh-ayr'	שְׁאֵר	shᵉʼêr	from {{h7604}}; flesh (as swelling out), as living or for food; generally food of any kind; figuratively, kindred by blood; body, flesh, food, (near) kin(-sman, -swoman), near (nigh) (of kin).	h7607
h7604	shaw-ar'	שָׁאַר	shâʼar	a primitive root; properly, to swell up, i.e. be (causatively, make) redundant; leave, (be) left, let, remain, remnant, reserve, the rest.	h7604
h7605	sheh-awr'	שְׁאָר	shᵉʼâr	from {{h7604}}; a remainder; × other, remnant, residue, rest.	h7605
h7602	shaw-af'	שָׁאַף	shâʼaph	a primitive root; to inhale eagerly; figuratively, to cover; by implication, to be angry; also to hasten; desire (earnestly), devour, haste, pant, snuff up, swallow up.	h7602
h7603	seh-ore'	שְׂאֹר	sᵉʼôr	from {{h7604}}; barm or yeast-cake (as swelling by fermentation); leaven.	h7603
h7601	shaw-as'	שָׁאַס	shâʼaç	a primitive root; to plunder; spoil.	h7601
h7608	shah-ar-aw'	שַׁאֲרָה	shaʼărâh	feminine of {{h7607}}; female kindred by blood; near kinswomen.	h7608
h7609	sheh-er-aw'	שֶׁאֱרָה	Sheʼĕrâh	the same as {{h7608}}; Sheerah, an Israelitess; Sherah.	h7609
h7633	shib-yaw'	שִׁבְיָה	shibyâh	feminine of {{h7628}}; exile (abstractly or concretely and collectively); captives(-ity).	h7633
h7632	shaw-beeb'	שָׁבִיב	shâbîyb	from the same as {{h7616}}; flame (as split into tongues); spark.	h7632
h7631	seb-eeb'	שְׂבִיב	sᵉbîyb	(Aramaic) corresponding to {{h7632}}; flame.	h7631
h7630	sho-bah'-ee	שֹׁבַי	Shôbay	for {{h7629}}; Shobai, an Israelite; Shobai.	h7630
h7637	sheb-ee-ee'	שְׁבִיעִי	shᵉbîyʻîy	or שְׁבִעִי; ordinal from {{h7657}}; seventh; seventh (time).	h7637
h7636	shaw-beece'	שָׁבִיס	shâbîyç	from an unused root meaning to interweave; a netting for the hair; caul.	h7636
h7635	shaw-beel'	שָׁבִיל	shâbîyl	from the same as {{h7640}}; a track or passage-way (as if flowing along); path.	h7635
h7634	shob-yaw'	שׇׁבְיָה	Shobyâh	feminine of the same as {{h7629}}; captivation; Shobjah, an Israelite; Shachia (from the margin).	h7634
h7639	seb-aw-kaw'	שְׂבָכָה	sᵉbâkâh	feminine of {{h7638}}; a net-work, i.e. (in hunting) a snare, (in architecture) a ballustrade; also a reticulated ornament to a pillar; checker, lattice, network, snare, wreath(-enwork).	h7639
h7638	saw-bawk'	שָׂבָךְ	sâbâk	from an unused root meaning to intwine; a netting (ornament to the capital of a column); net.	h7638
