Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h1943	ho-vaw'	הֹוָה	hôvâh	another form for {{h1942}}; ruin; mischief.	h1943
h1942	hav-vaw'	הַוָּה	havvâh	from {{h1933}} (in the sense of eagerly coveting and rushing upon; by implication, of falling); desire; also ruin; calamity, iniquity, mischief, mischievous (thing), naughtiness, naughty, noisome, perverse thing, substance, very wickedness.	h1942
h1941	ho-dee-yaw'	הוֹדִיָּה	Hôwdîyâh	a form of {{h1938}}; Hodijah, the name of three Israelites; Hodijah.	h1941
h1940	ho-dee-yaw'	הוֹדִיָּה	Hôwdîyâh	a form for the feminine of {{h3064}}; a Jewess; Hodiah.	h1940
h1947	ho-lay-law'	הוֹלֵלָה	hôwlêlâh	feminine active participle of {{h1984}}; folly; madness.	h1947
h1946	hook	הוּךְ	hûwk	(Aramaic) corresponding to {{h1981}}; to go; causatively, to bring; bring again, come, go (up).	h1946
h1945	hoh'ee	הוֹי	hôwy	a prolonged form of {{h1930}} (akin to {{h188}}); oh!; ah, alas, ho, O, woe.	h1945
h1944	ho-hawm'	הוֹהָם	Hôwhâm	of uncertain derivation; Hoham, a Canaanitish king; Hoham.	h1944
h1949	hoom	הוּם	hûwm	a primitive root (compare {{h2000}}); to make an uproar, or agitate greatly; destroy, move, make a noise, put, ring again.	h1949
h1948	ho-lay-looth'	הוֹלֵלוּת	hôwlêlûwth	from active participle of {{h1984}}; folly; madness.	h1948
h1958	he	הִי	hîy	for {{h5092}}; lamentation; woe. (For hiyr. See {{h1931}}, {{h1932}}.)	h1958
h1959	hay-dawd'	הֵידָד	hêydâd	from an unused root (meaning to shout); acclamation; shout(-ing).	h1959
h1954	ho-shay'-ah	הוֹשֵׁעַ	Hôwshêaʻ	from {{h3467}}; deliverer; Hoshea, the name of five Israelites; Hosea, Hoshea, Oshea.	h1954
h1955	ho-shah-yaw'	הוֹשַׁעְיָה	Hôwshaʻyâh	from {{h3467}} and {{h3050}}; Jah has saved; Hoshajah, the name of two Israelites; Hoshaiah.	h1955
h1956	ho-theer'	הוֹתִיר	Hôwthîyr	from {{h3498}}; he has caused to remain; Hothir, an Israelite; Hothir.	h1956
h1957	haw-zaw'	הָזָה	hâzâh	a primitive root (compare {{h2372}}); to dream; sleep.	h1957
h1950	ho-mawm'	הוֹמָם	Hôwmâm	from {{h2000}}; raging; Homam, an Edomitish chieftain; Homam. Compare {{h1967}}.	h1950
h1951	hoon	הוּן	hûwn	a primitive root; properly, to be naught, i.e. (figuratively) to be (causatively, act) light; be ready.	h1951
h1952	hone	הוֹן	hôwn	from the same as {{h1951}} in the sense of {{h202}}; wealth; by implication, enough; enough,   for nought, riches, substance, wealth.	h1952
h1953	ho-shaw-maw'	הוֹשָׁמָע	Hôwshâmâʻ	from {{h3068}} and {{h8085}}; Jehovah has heard; Hoshama, an Israelite; Hoshama.	h1953
h1929	haw	הָהּ	hâhh	a shortened form of {{h162}}; ah! expressing grief; woe worth.	h1929
h1928	had-ar-eh'-zer	הֲדַרְעֶזֶר	Hădarʻezer	"from {{h1924}} and {{h5828}}; Hadar (i.e. Hadad, {{h1908}}) is his help; (i.e. Hadadezer, {{h1909}}); Hadarezer,	a Syrian king; Hadarezer."	h1928
h1921	haw-dar'	הָדַר	hâdar	a primitive root; to swell up (literally or figuratively, active or passive); by implication, to favor or honour, be high or proud; countenance, crooked place, glorious, honour, put forth.	h1921
h1920	haw-daf'	הָדַף	hâdaph	a primitive root; to push away or down; cast away (out), drive, expel, thrust (away).	h1920
h1923	had-ar'	הֲדַר	hădar	(Aramaic) from {{h1922}}; magnificence; honour, majesty.	h1923
h1922	had-ar'	הֲדַר	hădar	(Aramaic) corresponding to {{h1921}}; to magnify (figuratively); glorify, honour.	h1922
h1925	heh'-der	הֶדֶר	heder	from {{h1921}}; honour; used (figuratively) for the capital city (Jerusalem); glory.	h1925
h1924	had-ar'	הֲדַר	Hădar	the same as {{h1926}}; Hadar, an Edomite; Hadar.	h1924
h1927	had-aw-raw'	הֲדָרָה	hădârâh	feminine of {{h1926}}; decoration; beauty, honour.	h1927
h1926	haw-dawr'	הָדָר	hâdâr	from {{h1921}}; magnificence, i.e. ornament or splendor; beauty, comeliness, excellency, glorious, glory, goodly, honour, majesty.	h1926
h2000	haw-mam'	הָמַם	hâmam	a primitive root (compare {{h1949}}, {{h1993}}); properly, to put in commotion; by implication, to disturb, drive, destroy; break, consume, crush, destroy, discomfit, trouble, vex.	h2000
h1938	ho-dav-yaw'	הוֹדַוְיָה	Hôwdavyâh	from {{h1935}} and {{h3050}}; majesty of Jah; Hodavjah, the name of three Israelites; Hodaviah.	h1938
h1939	ho-dah-yeh-vaw'-hoo	הוֹדַיְוָהוּ	Hôwdayvâhûw	a form of {{h1938}}; Hodajvah, an Israelite; Hodaiah.	h1939
h1932	hoo	הוּא	hûwʼ	(Aramaic) or (feminine) הִיא; (Aramaic), corresponding to {{h1931}}; × are, it, this.	h1932
h1933	haw-vaw'	הָוָא	hâvâʼ	or הָוָה; a primitive root (compare {{h183}}, {{h1961}}) supposed to mean properly, to breathe; to be (in the sense of existence); be, × have.	h1933
h1930	ho	הוֹ	hôw	by permutation from {{h1929}}; oh!; alas.	h1930
