Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h8199	shaw-fat'	שָׁפַט	shâphaṭ	a primitive root; to judge, i.e. pronounce sentence (for or against); by implication, to vindicate or punish; by extenssion, to govern; passively, to litigate (literally or figuratively); avenge, × that condemn, contend, defend, execute (judgment), (be a) judge(-ment), × needs, plead, reason, rule.	h8199
h8198	shif-khaw'	שִׁפְחָה	shiphchâh	feminine from an unused root meaning to spread out (as a family; see {{h4940}}); a female slave (as a member of the household); (bond-, hand-) maid(-en, -servant), wench, bondwoman, womanservant.	h8198
h8193	saw-faw'	שָׂפָה	sâphâh	or (in dual and plural) שֶׂפֶת; probably from {{h5595}} or {{h8192}} through the idea of termination (compare {{h5490}}); the lip (as a natural boundary); by implication, language; by analogy, a margin (of a vessel, water, cloth, etc.); band, bank, binding, border, brim, brink, edge, language, lip, prating, (sea-)shore, side, speech, talk, (vain) words.	h8193
h8192	shaw-faw'	שָׁפָה	shâphâh	a primitive root; to abrade, i.e. bare; high, stick out.	h8192
h8191	shah-shoo'-ah	שַׁעְשֻׁעַ	shaʻshuaʻ	from {{h8173}}; enjoyment; delight, pleasure.	h8191
h8190	shah-ash-gaz'	שַׁעַשְׁגַּז	Shaʻashgaz	of Persian derivation; Shaashgaz, a eunuch of Xerxes; Shaashgaz.	h8190
h8197	shef-oo-fawm'	שְׁפוּפָם	Shᵉphûwphâm	or שְׁפוּפָן; from the same as {{h8207}}; serpent-like; Shephupham, an Israelite; Shephuphan, Shupham.	h8197
h8196	shef-ote'	שְׁפוֹט	shᵉphôwṭ	or שְׁפוּט; from {{h8199}}; a judicial sentence, i.e. punishment; judgment.	h8196
h8195	shef-o'	שְׁפוֹ	Shᵉphôw	or שְׁפִי; from {{h8192}}; baldness (compare {{h8205}}); Shepho or Shephi, an Idumaean; Shephi, Shepho.	h8195
h8194	shaw-faw'	שָׁפָה	shâphâh	from {{h8192}} in the sense of clarifying; a cheese (as strained from the whey); cheese.	h8194
h8113	shim-ree'	שִׁמְרִי	Shimrîy	from {{h8105}} in its original sense; watchful; Shimri, the name of four Israelites; Shimri.	h8113
h8112	shim-rone' mer-one'	שִׁמְרוֹן מְראוֹן	Shimrôwn Mᵉrʼôwn	from {{h8110}} and a derivative of {{h4754}}; guard of lashing; Shimron-Meron, a place in Palestine; Shimon-meron.	h8112
h8111	sho-mer-one'	שֹׁמְרוֹן	Shômᵉrôwn	from the active participle of {{h8104}}; watch-station; Shomeron, a place in Palestine; Samaria.	h8111
h8110	shim-rone'	שִׁמְרוֹן	Shimrôwn	from {{h8105}} in its original sense; guardianship; Shimron, the name of an Israelite and of a place in Palestine; Shimron.	h8110
h8117	shim-ro-nee'	שִׁמְרֹנִי	Shimrônîy	patronymically from {{h8110}}; a Shimronite (collectively) or descendants of Shimron; Shimronites.	h8117
h8116	shim-reeth'	שִׁמְרִית	Shimrîyth	feminine of {{h8113}}; female guard; Shimrith, a Moabitess; Shimrith.	h8116
h8115	shom-rah'-yin	שׇׁמְרַיִן	Shomrayin	(Aramaic) corresponding to {{h8111}}; Shomrain, a place in Palestine; Samaria.	h8115
h8114	shem-ar-yaw'	שְׁמַרְיָה	Shᵉmaryâh	or שְׁמַרְיָהוּ; from {{h8104}} and {{h3050}}; Jah has guarded; Shemarjah, the name of four Israelites; Shamariah, Shemariah.	h8114
h8119	shim-rawth'	שִׁמְרָת	Shimrâth	from {{h8104}}; guardship; Shimrath, an Israelite; Shimrath.	h8119
h8118	sho-mer-o-nee'	שֹׁמרֹנִי	Shômrônîy	patrial from {{h8111}}; a Shomeronite (collectively) or inhabitants of Shomeron; Samaritans.	h8118
h8108	shom-raw'	שׇׁמְרָה	shomrâh	feminine of an unused noun from {{h8104}} meaning a guard; watchfulness; watch.	h8108
h8109	shem-oo-raw'	שְׁמֻרָה	shᵉmurâh	feminine of passive participle of {{h8104}}; something guarded, i.e. an eye-lid; waking.	h8109
h8104	shaw-mar'	שָׁמַר	shâmar	a primitive root; properly, to hedge about (as with thorns), i.e. guard; generally, to protect, attend to, etc.; beward, be circumspect, take heed (to self), keep(-er, self), mark, look narrowly, observe, preserve, regard, reserve, save (self), sure, (that lay) wait (for), watch(-man).	h8104
h8105	sheh'-mer	שֶׁמֶר	shemer	from {{h8104}}; something preserved, i.e. the settlings (plural only) of wine; dregs, (wines on the) lees.	h8105
h8106	sheh'-mer	שֶׁמֶר	Shemer	the same as {{h8105}}; Shemer, the name of three Israelites; Shamer, Shemer.	h8106
h8107	shim-moor'	שִׁמֻּר	shimmur	from {{h8104}}; an observance; × be (much) observed.	h8107
h8101	shim-aw-thee'	שִׁמְעָתִי	Shimʻâthîy	patronymically from {{h8093}}; a Shimathite (collectively) or descendants of Shimah; Shimeathites.	h8101
h8102	sheh'-mets	שֶׁמֶץ	shemets	from an unused root meaning to emit a sound; an inkling; a little.	h8102
h8103	shim-tsaw'	שִׁמְצָה	shimtsâh	feminine of {{h8102}}; scornful whispering (of hostile spectators); shame.	h8103
