Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h682	aw-tsale'	אָצֵל	ʼÂtsêl	from {{h680}}; noble; Atsel, the name of an Israelite, and of a place in Palestine; Azal, Azel.	h682
h683	ats-al-yaw'-hoo	אֲצַלְיָהוּ	ʼĂtsalyâhûw	from {{h680}} and {{h3050}} prolonged; Jah has reserved; Atsaljah, an Israelite; Azaliah.	h683
h680	aw-tsal'	אָצַל	ʼâtsal	a primitive root; properly, to join; used only as a denominative from {{h681}}; to separate; hence, to select, refuse, contract; keep, reserve, straiten, take.	h680
h681	ay'-tsel	אֵצֶל	ʼêtsel	from {{h680}} (in the sense of joining); a side; (as a preposition) near; at, (hard) by, (from) (beside), near (unto), toward, with. See also {{h1018}}.	h681
h686	aw-tsar'	אָצַר	ʼâtsar	a primitive root; to store up; (lay up in) store,   (make) treasure(-r).	h686
h687	ay'-tser	אֶצֶר	ʼEtser	from {{h686}}; treasure; Etser, an Idumaean; Ezer.	h687
h684	o'-tsem	אֹצֶם	ʼÔtsem	from an unused root probably meaning to be strong; strength (i.e. strong); Otsem, the name of two Israelites; Ozem.	h684
h685	ets-aw-daw'	אֶצְעָדָה	ʼetsʻâdâh	a variation from {{h6807}}; properly, a step-chain; by analogy, a bracelet; bracelet, chain.	h685
h688	ek-dawkh'	אֶקְדָּח	ʼeqdâch	from {{h6916}}; burning, i.e. a carbuncle or other fiery gem; carbuncle.	h688
h689	ak-ko'	אַקּוֹ	ʼaqqôw	probably from {{h602}}; slender, i.e. the ibex; wild goat.	h689
h639	af	אַף	ʼaph	from {{h599}}; properly, the nose or nostril; hence, the face, and occasionally a person; also (from the rapid breathing in passion) ire; anger(-gry),   before, countenance, face,   forebearing, forehead,   (long-) suffering, nose, nostril, snout, × worthy, wrath.	h639
h638	af	אַף	ʼaph	(Aramaic) corresponding to {{h637}}; also.	h638
h637	af	אַף	ʼaph	a primitive particle; meaning accession (used as an adverb or conjunction); also or yea; adversatively though; also, + although, and (furthermore, yet), but, even, + how much less (more, rather than), moreover, with, yea.	h637
h636	aw	אָע	ʼâʻ	(Aramaic) corresponding to {{h6086}}; a tree or wood; timber, wood.	h636
