Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h1879	daw-shane'	דָּשֵׁן	dâshên	from {{h1878}}; fat; figuratively, rich, fertile; fat.	h1879
h1878	daw-shane'	דָּשֵׁן	dâshên	a primitive root; also denominatively (from {{h1880}}); to be fat; transitively, to fatten (or regard as fat); specifically to anoint; figuratively, to satisfy; to remove (fat) ashes (of sacrifices); accept, anoint, take away the (receive) ashes (from), make (wax) fat.	h1878
h1877	deh'-sheh	דֶּשֶׁא	desheʼ	from {{h1876}}; a sprout; by analogy, grass; (tender) grass, green, (tender) herb.	h1877
h1876	daw-shaw'	דָּשָׁא	dâshâʼ	a primitive root; to sprout; bring forth, spring.	h1876
h1875	daw-rash'	דָּרַשׁ	dârash	a primitive root; properly, to tread or frequent; usually to follow (for pursuit or search); by implication, to seek or ask; specifically to worship; ask, × at all, care for, × diligently, inquire, make inquisition, (necro-) mancer, question, require, search, seek (for, out), × surely.	h1875
h1874	dar-kone'	דַּרְקוֹן	Darqôwn	of uncertain derivation; Darkon, one of 'Solomon's servants'; Darkon.	h1874
h1873	daw-rah'	דָּרַע	Dâraʻ	probably a contraction from {{h1862}}; Dara, an Israelite; Dara.	h1873
h1872	der-aw'	דְּרַע	dᵉraʻ	(Aramaic) corresponding to {{h2220}}; an arm; arm.	h1872
h1871	dar-kem-one'	דַּרְכְּמוֹן	darkᵉmôwn	of Persian origin; a 'drachma', or coin; dram.	h1871
h1870	deh'-rek	דֶּרֶךְ	derek	from {{h1869}}; a road (as trodden); figuratively, a course of life or mode of action, often adverb; along, away, because of,   by, conversation, custom, (east-) ward, journey, manner, passenger, through, toward, (high-) (path-) way(-side), whither(-soever).	h1870
h1895	haw-bar'	הָבַר	hâbar	a primitive root of uncertain (perhaps foreign) derivation; to be a horoscopist; (astro-) loger.	h1895
h1894	ho'-ben	הֹבֶן	hôben	only in plural, from an unused root meaning to be hard; ebony; ebony.	h1894
h1897	daw-gaw'	הָגָה	hâgâh	a primitive root (compare {{h1901}}); to murmur (in pleasure or anger); by implication, to ponder; imagine, meditate, mourn, mutter, roar, × sore, speak, study, talk, utter.	h1897
h1896	hay-gay'	הֵגֵא	Hêgêʼ	or (by permutation) הֵגַי; probably of Persian origin; Hege or Hegai, a eunuch of Xerxes; Hegai, Hege.	h1896
h1891	haw-bal'	הָבַל	hâbal	a primitive root; to be vain in act, word, or expectation; specifically to lead astray; be (become, make) vain.	h1891
h1890	hab-hawb'	הַבְהָב	habhâb	by reduplication from {{h3051}}; gift (in sacrifice), i.e. holocaust; offering.	h1890
h1893	heh'-bel	הֶבֶל	Hebel	the same as {{h1892}}; Hebel, the son of Adam; Abel.	h1893
h1892	heh'bel	הֶבֶל	hebel	or (rarely in the abs.) הֲבֵל; from {{h1891}}; emptiness or vanity; figuratively, something transitory and unsatisfactory; often used as an adverb; × altogether, vain, vanity.	h1892
h1899	heh'-geh	הֶגֶה	hegeh	from {{h1897}}; a muttering (in sighing, thought, or as thunder); mourning, sound, tale.	h1899
h1898	haw-gaw'	הָגָה	hâgâh	a primitive root; to remove; stay, stay away.	h1898
h1868	daw-reh-yaw-vaysh'	דָּֽרְיָוֵשׁ	Dârᵉyâvêsh	(Aramaic) corresponding to {{h1867}}; Darius.	h1868
h1869	daw-rak'	דָּרַךְ	dârak	a primitive root; to tread; by implication, to walk; also to string a bow (by treading on it in bending); archer, bend, come, draw, go (over), guide, lead (forth), thresh, tread (down), walk.	h1869
h1860	der-aw-one'	דְּרָאוֹן	dᵉrâʼôwn	or דֵּרָאוֹן; from an unused root (meaning to repulse); an object of aversion; abhorring, contempt.	h1860
h1861	dor-bone'	דׇּרְבוֹן	dorbôwn	(also dor-bawn'); of uncertain derivation; a goad; goad.	h1861
h1862	dar-dah'	דַּרְדַּע	Dardaʻ	apparently from {{h1858}} and {{h1843}}; pearl of knowledge; Darda, an Israelite; Darda.	h1862
h1863	dar-dar'	דַּרְדַּר	dardar	of uncertain derivation; a thorn; thistle.	h1863
h1864	daw-rome'	דָּרוֹם	dârôwm	of uncertain derivation; the south; poet. the south wind; south.	h1864
h1865	der-ore'	דְּרוֹר	dᵉrôwr	from an unused root (meaning to move rapidly); freedom; hence, spontaneity of outflow, and so clear; liberty, pure.	h1865
h1866	der-ore'	דְּרוֹר	dᵉrôwr	the same as {{h1865}}, applied to a bird; the swift, a kind of swallow; swallow.	h1866
h1867	daw-reh-yaw-vaysh'	דָּֽרְיָוֵשׁ	Dârᵉyâvêsh	of Persian origin; Darejavesh, a title (rather than name) of several Persian kings; Darius.	h1867
h1886	do'-thawn	דֹּתָן	Dôthân	or (Aramaic dual) דֹּתַיִן; (Genesis 37:17), of uncertain derivation; Dothan, a place in Palestine; Dothan. h	h1886
h1887	hay	הֵא	hêʼ	a primitive particle; lo!; behold, lo.	h1887
h1884	deth-aw-bawr'	דְּתָבָר	dᵉthâbâr	(Aramaic) of Persian origin; meaning one skilled in law; a judge; counsellor.	h1884
h1885	daw-thawn'	דָּתָן	Dâthân	of uncertain derivation; Dathan, an Israelite; Dathan.	h1885
h1882	dawth	דָּת	dâth	(Aramaic) corresponding to {{h1881}}; decree, law.	h1882
h1883	deh'-thay	דֶּתֶא	detheʼ	(Aramaic) corresponding to {{h1877}}; tender grass.	h1883
h1880	deh'-shen	דֶּשֶׁן	deshen	from {{h1878}}; the fat; abstractly fatness, i.e. (figuratively) abundance; specifically the (fatty) ashes of sacrifices; ashes, fatness.	h1880
h1881	dawth	דָּת	dâth	of uncertain (perhaps foreign) derivation; a royal edict or statute; commandment, commission, decree, law, manner.	h1881
h1888	hay	הֵא	hêʼ	(Aramaic) or הָא; (Aramaic), corresponding to {{h1887}}; even, lo.	h1888
h1889	heh-awkh'	הֶאָח	heʼâch	from {{h1887}} and {{h253}}; aha!; ah, aha, ha.	h1889
h1819	daw-maw'	דָּמָה	dâmâh	a primitive root; to compare; by implication, to resemble, liken, consider; compare, devise, (be) like(-n), mean, think, use similitudes.	h1819
h1818	dawm	דָּם	dâm	from {{h1826}} (compare {{h119}}); blood (as that which when shed causes death) of man or an animal; by analogy, the juice of the grape; figuratively (especially in the plural) bloodshed (i.e. drops of blood); blood(-y, -guiltiness, (-thirsty),   innocent.	h1818
h1815	del-ak'	דְּלַק	dᵉlaq	(Aramaic) corresponding to {{h1814}}; burn.	h1815
h1814	daw-lak'	דָּלַק	dâlaq	a primitive root; to flame (literally or figuratively); burning, chase, inflame, kindle, persecute(-or), pursue hotly.	h1814
h1817	deh'-leth	דֶּלֶת	deleth	from {{h1802}}; something swinging, i.e. the valve of a door; door (two-leaved), gate, leaf, lid. (Psalm 141:3).	h1817
h1816	dal-lek'-keth	דַּלֶּקֶת	dalleqeth	; from {{h1814}}; a burning fever; inflammation.	h1816
h1811	daw-laf'	דָּלַף	dâlaph	a primitive root; to drip; by implication, to weep; drop through, melt, pour out.	h1811
h1810	dil-awn'	דִּלְעָן	Dilʻân	of uncertain derivation; Dilan, a place in Palestine; Dilean.	h1810
h1813	dal-fone'	דַּלְפוֹן	Dalphôwn	from {{h1811}}; dripping; Dalphon, a son of Haman; Dalphon.	h1813
h1812	deh'-lef	דֶּלֶף	deleph	from {{h1811}}; a dripping; dropping.	h1812
h1808	daw-lee-yaw'	דָּלִיָּה	dâlîyâh	from {{h1802}}; something dangling, i.e. a bough; branch.	h1808
h1809	daw-lal'	דָּלַל	dâlal	a primitive root (compare {{h1802}}); to slacken or be feeble; figuratively, to be oppressed; bring low, dry up, be emptied, be not equal, fail, be impoverished, be made thin.	h1809
h1806	del-aw-yaw'	דְּלָיָה	Dᵉlâyâh	or (prolonged) דְּלָיָהוּxlit Dᵉlâyâhhûw corrected to Dᵉlâyâhûw; from {{h1802}} and {{h3050}}; Jah has delivered; Delajah, the name of five Israelites; Dalaiah, Delaiah.	h1806
h1807	del-ee-law'	דְּלִילָה	Dᵉlîylâh	from {{h1809}}; languishing; Delilah, a Philistine woman; Delilah.	h1807
h1804	daw-lakh'	דָּלַח	dâlach	a primitive root; to roil water; trouble.	h1804
h1805	del-ee'	דְּלִי	dᵉlîy	or דֳּלִי; from {{h1802}}; a pail or jar (for drawing water); bucket.	h1805
h1802	daw-law'	דָּלָה	dâlâh	a primitive root (compare {{h1809}}); properly, to dangle, i.e. to let down a bucket (for drawing out water); figuratively, to deliver; draw (out), × enough, lift up.	h1802
h1803	dal-law'	דַּלָּה	dallâh	from {{h1802}}; properly, something dangling, i.e. a loose thread or hair; figuratively, indigent; hair, pining sickness, poor(-est sort).	h1803
h1801	daw-lag'	דָּלַג	dâlag	a primitive root; to spring; leap.	h1801
h1839	daw-nee'	דָּנִי	Dânîy	patronymically from {{h1835}}; a Danite (often collectively) or descendants (or inhabitants) of Dan; Danites, of Daniel	h1839
h1838	din-haw-baw'	דִּנְהָבָה	Dinhâbâh	of uncertain derivation; Dinhabah, an Edomitish town; Dinhaban.	h1838
h1833	dem-eh'-shek	דְּמֶשֶׁק	dᵉmesheq	by orthographical variation from {{h1834}}; damask (as a fabric of Damascus); in Damascus.	h1833
h1832	dim-aw'	דִּמְעָה	dimʻâh	feminine of {{h1831}}; weeping; tears.	h1832
h1831	dah'-mah	דֶּמַע	demaʻ	from {{h1830}}; a tear; figuratively, juice; liquor.	h1831
h1830	daw-mah'	דָּמַע	dâmaʻ	a primitive root; to weep; × sore, weep.	h1830
h1837	dan-naw'	דַּנָּה	Dannâh	of uncertain derivation; Dannah, a place in Palestine; Dannah.	h1837
h1836	dane	דֵּן	dên	(Aramaic) an orthographical variation of {{h1791}}; this; (afore-) time,   after this manner, here (-after), one...another, such, there(-fore), these, this (matter),   thus, where(-fore), which.	h1836
h1835	dawn	דָּן	Dân	from {{h1777}}; judge; Dan, one of the sons of Jacob; also the tribe descended from him, and its territory; likewise a place in Palestine colonized by them; Daniel	h1835
h1834	dam-meh'-sek	דַּמֶּשֶׂק	Dammeseq	or דּוּמֶשֶׂק; or דַּרְמֶשֶׂק; of foreign origin; Damascus, a city of Syria; Damascus.	h1834
h1824	dem-ee'	דְּמִי	dᵉmîy	or דֳּמִי; from {{h1820}}; quiet; cutting off, rest, silence.	h1824
h1825	dim-yone'	דִּמְיוֹן	dimyôwn	from {{h1819}}; resemblance; × like.	h1825
h1826	daw-man'	דָּמַם	dâmam	a primitive root (compare {{h1724}}, {{h1820}}); to be dumb; by implication, to be astonished, to stop; also to perish; cease, be cut down (off), forbear, hold peace, quiet self, rest, be silent, keep (put to) silence, be (stand) still, tarry, wait.	h1826
h1827	dem-aw-maw'	דְּמָמָה	dᵉmâmâh	feminine from {{h1826}}; quiet; calm, silence, still.	h1827
h1820	daw-mam'	דָּמָה	dâmâh	a primitive root; to be dumb or silent; hence, to fail or perish; trans. to destroy; cease, be cut down (off), destroy, be brought to silence, be undone, × utterly.	h1820
h1821	dem-aw'	דְּמָה	dᵉmâh	(Aramaic) corresponding to {{h1819}}; to resemble; be like.	h1821
h1822	doom-maw'	דֻּמָּה	dummâh	from {{h1820}}; desolation; concretely, desolate; destroy.	h1822
h1823	dem-ooth'	דְּמוּת	dᵉmûwth	from {{h1819}}; resemblance; concretely, model, shape; adverbially, like; fashion, like (-ness, as), manner, similitude.	h1823
h1828	do'-men	דֹּמֶן	dômen	of uncertain derivation; manure; dung.	h1828
h1829	dim-naw'	דִּמְנָה	Dimnâh	feminine from the same as {{h1828}}; a dung-heap; Dimnah, a place in Palestine; Dimnah.	h1829
h1900	haw-gooth'	הָגוּת	hâgûwth	from {{h1897}}; musing; meditation.	h1900
h1851	dak	דַּק	daq	from {{h1854}}; crushed, i.e. (by implication) small or thin; dwarf, lean(-fleshed), very little thing, small, thin.	h1851
h1850	dof-kaw'	דׇּפְקָה	Dophqâh	from {{h1849}}; a knock; Dophkah, a place in the Desert; Dophkah.	h1850
h1853	dik-law'	דִּקְלָה	Diqlâh	of foreign origin; Diklah, a region of Arabia; Diklah.	h1853
h1852	doke	דֹּק	dôq	from {{h1854}}; something crumbling, i.e. fine (as a thin cloth); curtain.	h1852
h1855	dek-ak'	דְּקַק	dᵉqaq	(Aramaic) corresponding to {{h1854}}; to crumble or (trans.) crush; break to pieces.	h1855
h1854	daw-kak'	דָּקַק	dâqaq	a primitive root (compare {{h1915}}); to crush (or intransitively) crumble; beat in pieces (small), bruise, make dust, (into) × powder, (be, very) small, stamp (small).	h1854
h1857	deh'-ker	דֶּקֶר	Deqer	from {{h1856}}; a stab; Deker, an Israelite; Dekar.	h1857
h1856	daw-kar'	דָּקַר	dâqar	a primitive root; to stab; by analogy, to starve; figuratively, to revile; pierce, strike (thrust) through, wound.	h1856
h1859	dawr	דָּר	dâr	(Aramaic) corresponding to {{h1755}}; an age; generation.	h1859
h1858	dar	דַּר	dar	apparently from the same as {{h1865}}; properly, a pearl (from its sheen as rapidly turned); by analogy, pearl-stone, i.e. mother-of-pearl or alabaster; × white.	h1858
h1842	dawn yah'-an	דָּן יַעַן	Dân Yaʻan	from {{h1835}} and (apparently) {{h3282}}; judge of purpose; Dan-Jaan, a place in Palestine; Dan-jaan.	h1842
h1843	day'-ah	דֵּעַ	dêaʻ	from {{h3045}}; knowledge; knowledge, opinion.	h1843
