Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h6054	an-aw-nee'	עֲנָנִי	ʻĂnânîy	from {{h6051}}; cloudy; Anani, an Israelite; Anani.	h6054
h6055	an-an-yaw'	עֲנַנְיָה	ʻĂnanyâh	from {{h6049}} and {{h3050}}; Jah has covered; Ananjah, the name of an Israelite and of a place in Palestine; Ananiah.	h6055
h6056	an-af'	עֲנַף	ʻănaph	(Aramaic) or עֶנֶף; (Aramaic), corresponding to {{h6057}}; bough, branch.	h6056
h6057	aw-nawf'	עָנָף	ʻânâph	from an unused root meaning to cover; a twig (as covering the limbs); bough, branch.	h6057
h6050	an-an'	עֲנַן	ʻănan	(Aramaic) corresponding to {{h6051}}; cloud.	h6050
h6051	aw-nawn'	עָנָן	ʻânân	from {{h6049}}; a cloud (as covering the sky), i.e. the nimbus or thunder-cloud; cloud(-y).	h6051
h6052	aw-nawn'	עָנָן	ʻÂnân	the same as {{h6051}}; cloud; Anan, an Israelite; Anan.	h6052
h6053	an-aw-naw'	עֲנָנָה	ʻănânâh	feminine of {{h6051}}; cloudiness; cloud.	h6053
h6058	aw-nafe'	עָנֵף	ʻânêph	from the same as {{h6057}}; branching; full of branches.	h6058
h6059	aw-nak'	עָנַק	ʻânaq	a primitive root; properly, to choke; used only as denominative from {{h6060}},; to collar, i.e. adorn with a necklace; figuratively, to fit out with supplies; compass about as a chain, furnish, liberally.	h6059
h6100	ets-yone' gheh'ber	עֶצְיוֹן גֶּבֶר	ʻEtsyôwn Geber	from {{h6096}} and {{h1397}}; backbone-like of a man; Etsjon-Geber, a place on the Red Sea; Ezion-geber.	h6100
h6021	am-aw-saw'	עֲמָשָׂא	ʻĂmâsâʼ	from {{h6006}}; burden; Amasa, the name of two Israelites; Amasa.	h6021
h6020	am-raw-mee'	עַמְרָמִי	ʻAmrâmîy	from {{h6019}}; an Amramite or descendant of Amram; Amramite.	h6020
h6023	am-ash-sah'-ee	עֲמַשְׁסַי	ʻĂmashçay	probably from {{h6006}}; burdensome; Amashsay, an Israelite; Amashai.	h6023
h6022	am-aw-sah'-ee	עֲמָשַׂי	ʻĂmâsay	from {{h6006}}; burdensome; Amasai, the name of three Israelites; Amasai.	h6022
h6025	ay-nawb'	עֵנָב	ʻênâb	from an unused root probably meaning to bear fruit; a grape; (ripe) grape, wine.	h6025
h6024	an-awb'	עֲנָב	ʻĂnâb	from the same as {{h6025}}; fruit; Anab, a place in Palestine; Anab.	h6024
h6027	o'-neg	עֹנֶג	ʻôneg	from {{h6026}}; luxury; delight, pleasant.	h6027
h6026	aw-nag'	עָנַג	ʻânag	a primitive root; to be soft or pliable, i.e. (figuratively) effeminate or luxurious; delicate(-ness), (have) delight (self), sport self.	h6026
h6029	aw-nad'	עָנַד	ʻânad	a primitive root; to lace fast; bind, tie.	h6029
h6028	aw-nogue'	עָנֹג	ʻânôg	from {{h6026}}; luxurious; delicate.	h6028
h6032	an-aw'	עֲנָה	ʻănâh	(Aramaic) corresponding to {{h6030}}; answer, speak.	h6032
h6033	an-aw'	עֲנָה	ʻănâh	(Aramaic) corresponding to {{h6031}}; poor.	h6033
h6030	aw-naw'	עָנָה	ʻânâh	a primitive root; properly, to eye or (generally) to heed, i.e. pay attention; by implication, to respond; by extension to begin to speak; specifically to sing, shout, testify, announce; give account, afflict (by mistake for {{h6031}}), (cause to, give) answer, bring low (by mistake for {{h6031}}), cry, hear, Leannoth, lift up, say, × scholar, (give a) shout, sing (together by course), speak, testify, utter, (bear) witness. See also {{h1042}}, {{h1043}}.	h6030
h6031	aw-naw'	עָנָה	ʻânâh	a primitive root (possibly rather identical with {{h6030}} through the idea of looking down or browbeating); to depress literally or figuratively, transitive or intransitive (in various applications, as follows); abase self, afflict(-ion, self), answer (by mistake for {{h6030}}), chasten self, deal hardly with, defile, exercise, force, gentleness, humble (self), hurt, ravish, sing (by mistake for {{h6030}}), speak (by mistake for {{h6030}}), submit self, weaken, × in any wise.	h6031
h6036	aw-noob'	עָנוּב	ʻÂnûwb	passive participle from the same as {{h6025}}; borne (as fruit); Anub, an Israelite; Anub.	h6036
h6037	an-vaw'	עַנְוָה	ʻanvâh	feminine of {{h6035}}; mildness (royal); also (concretely) oppressed; gentleness, meekness.	h6037
h6034	an-aw'	עֲנָה	ʻĂnâh	probably from {{h6030}}; an answer; Anah, the name of two Edomites and one Edomitess; Anah.	h6034
h6035	aw-nawv'	עָנָו	ʻânâv	or (by intermixture with {{h6041}}) עָנָיו; from {{h6031}}; depressed (figuratively), in mind (gentle) or circumstances (needy, especially saintly); humble, lowly, meek, poor. Compare {{h6041}}.	h6035
h6038	an-aw-vaw'	עֲנָוָה	ʻănâvâh	from {{h6035}}; condescension, human and subjective (modesty), or divine and objective (clemency); gentleness, humility, meekness.	h6038
h6039	en-ooth'	עֱנוּת	ʻĕnûwth	from {{h6031}}; affliction; affliction.	h6039
h6009	aw-mak'	עָמַק	ʻâmaq	a primitive root; to be (causatively, make) deep (literally or figuratively); (be, have, make, seek) deep(-ly), depth, be profound.	h6009
h6008	am-awd'	עַמְעָד	ʻAmʻâd	from {{h5971}} and {{h5703}}; people of time; Amad, a place in Palestine; Amad.	h6008
h6007	am-as-yaw'	עֲמַסְיָה	ʻĂmaçyâh	from {{h6006}} and {{h3050}}; Jah has loaded; Amasjah, an Israelite; Amasiah.	h6007
h6006	aw-mas'	עָמַס	ʻâmaç	or עָמַשׂ; a primitive root; to load, i.e. impose a burden (or figuratively, infliction); be borne, (heavy) burden (self), lade, load, put.	h6006
h6005	im-maw-noo-ale'	עִמָּנוּאֵל	ʻImmânûwʼêl	from {{h5973}} and with a pronominal suffix inserted; with us (is) God; Immanuel, a type name of Isaiah's son; Immanuel.	h6005
h6004	aw-mam'	עָמַם	ʻâmam	a primitive root; to associate; by implication, to overshadow (by huddling together); become dim, hide.	h6004
h6003	am-aw-lay-kee'	עֲמָלֵקִי	ʻĂmâlêqîy	patronymically from {{h6002}}; an Amalekite (or collectively the Amalekites) or descendants of Amalek; Amalekite(-s).	h6003
h6002	am-aw-lake'	עֲמָלֵק	ʻĂmâlêq	probably of foreign origin; Amalek, a descendant of Esau; also his posterity and their country; Amalek.	h6002
h6001	aw-male'	עָמֵל	ʻâmêl	from {{h5998}}; toiling; concretely, a laborer; figuratively, sorrowful; that laboureth, that is a misery, had taken (labour), wicked, workman.	h6001
h6087	aw-tsab'	עָצַב	ʻâtsab	a primitive root; properly, to carve, i.e. fabricate or fashion; hence (in a bad sense) to worry, pain or anger; displease, grieve, hurt, make, be sorry, vex, worship, wrest.	h6087
h6086	ates	עֵץ	ʻêts	from {{h6095}}; a tree (from its firmness); hence, wood (plural sticks); carpenter, gallows, helve,   pine, plank, staff, stalk, stick, stock, timber, tree, wood.	h6086
h6085	ef-rone'	עֶפְרוֹן	ʻEphrôwn	from the same as {{h6081}}; fawn-like; Ephron, the name of a Canaanite and of two places in Palestine; Ephron, Ephrain (from the margin).	h6085
h6084	of-raw'	עׇפְרָה	ʻOphrâh	feminine of {{h6082}}; female fawn; Ophrah, the name of an Israelite and of two places in Palestine; Ophrah.	h6084
h6083	aw-fawr'	עָפָר	ʻâphâr	from {{h6080}}; dust (as powdered or gray); hence, clay, earth, mud; ashes, dust, earth, ground, morter, powder, rubbish.	h6083
h6082	o'-fer	עֹפֶר	ʻôpher	from {{h6080}}; a fawn (from the dusty color); young roe (hart).	h6082
h6081	ay'-fer	עֵפֶר	ʻÊpher	probably a variation of {{h6082}}; gazelle; Epher, the name of an Arabian and of two Israelites; Epher.	h6081
h6080	aw-far'	עָפַר	ʻâphar	; a primitive root; meaning either to be gray or perhaps rather to pulverize; used only as denominative from {{h6083}},; to be dust; cast (dust).	h6080
h6089	eh'-tseb	עֶצֶב	ʻetseb	from {{h6087}}; an earthen vessel; usually (painful) toil; also a pang (whether of body or mind); grievous, idol, labor, sorrow.	h6089
h6088	ats-ab'	עֲצַב	ʻătsab	(Aramaic) corresponding to {{h6087}}; to afflict; lamentable.	h6088
h6018	om-ree'	עׇמְרִי	ʻOmrîy	from {{h6014}}; heaping; Omri, an Israelite; Omri.	h6018
h6019	am-rawm'	עַמְרָם	ʻAmrâm	probably from {{h5971}} and {{h7311}}; high people; Amram, the name of two Israelites; Amram.	h6019
h6010	ay'-mek	עֵמֶק	ʻêmeq	from {{h6009}}; a vale (i.e. broad depression); dale, vale, valley (often used as a part of proper names). See also {{h1025}}.	h6010
h6011	o'-mek	עֹמֶק	ʻômeq	from {{h6009}}; depth; depth.	h6011
h6012	aw-make'	עָמֵק	ʻâmêq	from {{h6009}}; deep (literally or figuratively); deeper, depth, strange.	h6012
h6013	aw-moke'	עָמֹק	ʻâmôq	from {{h6009}}; deep (literally or figuratively); (× exceeding) deep (thing).	h6013
h6014	aw-mar'	עָמַר	ʻâmar	a primitive root; specifically (as denominative from {{h6016}}); properly, apparently to heap; figuratively, to chastise (as if piling blows); to gather grain; bind sheaves, make merchandise of.	h6014
h6015	am-ar'	עֲמַר	ʻămar	(Aramaic) corresponding to {{h6785}}; wool; wool.	h6015
h6016	o'-mer	עֹמֶר	ʻômer	from {{h6014}}; properly, a heap, i.e. a sheaf; also an omer, as a dry measure; omer, sheaf.	h6016
h6017	am-o-raw'	עֲמֹרָה	ʻĂmôrâh	from {{h6014}}; a (ruined) heap; Amorah, a place in Palestine; Gomorrah.	h6017
