Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h738	ar-ee'	אֲרִי	ʼărîy	or (prolonged) אַרְיֵה; from {{h717}} (in the sense of violence); a lion; (young) lion,   pierce (from the margin).	h738
h739	ar-ee-ale'	אֲרִיאֵל	ʼărîyʼêl	or אֲרִאֵל; from {{h738}} and {{h410}}; lion of God; i.e. heroic; lionlike men.	h739
h736	o-rekh-aw'	אֹרְחָה	ʼôrᵉchâh	feminine active participle of {{h732}}; a caravan; (travelling) company.	h736
h737	ar-oo-khaw'	אֲרֻחָה	ʼăruchâh	feminine passive participle of {{h732}} (in the sense of appointing); a ration of food; allowance, diet, dinner, victuals.	h737
h734	o'-rakh	אֹרַח	ʼôrach	from {{h732}}; a well-trodden road (literally or figuratively); also a caravan; manner, path, race, rank, traveller, troop, (by-, high-) way.	h734
h735	o'-rakh	אֹרַח	ʼôrach	(Aramaic) corresponding to {{h734}}; a road; way.	h735
h732	aw-rakh'	אָרַח	ʼârach	a primitive root; to travel; go, wayfaring (man).	h732
h733	aw-rakh'	אָרַח	ʼÂrach	from {{h732}}; way faring; Arach, the name of three Israelites; Arah.	h733
h730	eh-rez'	אֶרֶז	ʼerez	from {{h729}}; a cedar tree (from the tenacity of its roots); cedar (tree).	h730
h731	ar-zaw'	אַרְזָה	ʼarzâh	feminine of {{h730}}; cedar wainscoating; cedar work.	h731
h729	aw-raz'	אָרַז	ʼâraz	a primitive root; to be firm; used only in the passive participle as a denominative from {{h730}}; of cedar; made of cedar.	h729
h728	ar-av-naw'	אֲרַוְנָה	ʼĂravnâh	or (by transposition) אוֹרְנָה; or אַרְנִיָּהlemma אַנִיָּה missing resh, corrected to אַרְנִיָּה; all by orthographical variation for {{h771}}; Aravnah (or Arnijah or Ornah), a Jebusite; Araunah.	h728
h721	ar-vaw-dee'	אַרְוָדִי	ʼArvâdîy	patrial from {{h719}}; an Arvadite or citizen of Arvad; Arvadite.	h721
h720	ar-ode'	אֲרוֹד	ʼĂrôwd	an orthographical variation of {{h719}}; fugitive; Arod, an Israelite; Arod.	h720
h723	oor-vaw'	אֻרְוָה	ʼurvâh	or אֲרָיָה; from {{h717}} (in the sense of feeding); a herding-place for an animal; stall.	h723
h722	ar-o-dee'	אֲרוֹדִי	ʼĂrôwdîy	patronymic from {{h721}}; an Arodite or descendant of Arod; Arodi, Arodites.	h722
h725	ar-oo-maw'	אֲרוּמָה	ʼĂrûwmâh	a variation of {{h7316}}; height; Arumah, a place in Palestine; Arumah.	h725
h724	ar-oo-kaw'	אֲרוּכָה	ʼărûwkâh	or אֲרֻכָה; feminine passive participle of {{h748}} (in the sense of restoring to soundness); wholeness (literally or figuratively); health, made up, perfected.	h724
