Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h3620	kel-oob'	כְּלוּב	Kᵉlûwb	the same as {{h3619}}; Kelub, the name of two Israelites; Chelub.	h3620
h3621	kel-oo-bay'-ee	כְּלוּבַי	Kᵉlûwbay	a form of {{h3612}}; Kelubai, an Israelite; Chelubai.	h3621
h3622	kel-oo-hah'-ee	כְּלוּהַי	Kᵉlûwhay	from {{h3615}}; completed; Keluhai, an Israelite; Chelluh.	h3622
h3623	kel-oo-law'	כְּלוּלָה	kᵉlûwlâh	denominative passive participle from {{h3618}}; bridehood (only in the plural); espousal.	h3623
h3624	keh'-lakh	כֶּלַח	kelach	from an unused root meaning to be complete; maturity; full (old) age.	h3624
h3625	keh'-lakh	כֶּלַח	Kelach	the same as {{h3624}}; Kelach, a place in Assyria; Calah.	h3625
h3626	kol-kho-zeh'	כׇּל־חֹזֶה	Kol-Chôzeh	from {{h3605}} and {{h2374}}; every seer; Col-Chozeh, an Israelite; Col-hozeh.	h3626
h3627	kel-ee'	כְּלִי	kᵉlîy	from {{h3615}}; something prepared, i.e. any apparatus (as an implement, utensil, dress, vessel or weapon); armour(-bearer), artillery, bag, carriage,   furnish, furniture, instrument, jewel, that is made of, × one from another, that which pertaineth, pot,   psaltery, sack, stuff, thing, tool, vessel, ware, weapon,   whatsoever.	h3627
h3628	kel-ee'	כְּלִיא	kᵉlîyʼ	or כְּלוּא; from {{h3627}} (compare {{h3608}}); a prison; prison.	h3628
h3629	kil-yaw'	כִּלְיָה	kilyâh	feminine of {{h3627}} (only in the plural); a kidney (as an essential organ); figuratively, the mind (as the interior self); kidneys, reins.	h3629
h3700	kaw-saf'	כָּסַף	kâçaph	a primitive root; properly, to become pale, i.e. (by implication) to pine after; also to fear; (have) desire, be greedy, long, sore.	h3700
h3655	kaw-naw'	כָּנָה	kânâh	a primitive root; to address by an additional name; hence, to eulogize; give flattering titles, surname (himself).	h3655
h3654	kane	כֵּן	kên	from {{h3661}} in the sense of fastening; (from infixing its sting; used only in plural (and irregular in Exodus 8:17,18; Hebrews 13:14)); a gnat; lice, × manner.	h3654
h3657	kaw-naw'	כַּנָּה	kannâh	from {{h3661}}; a plant (as set); × vineyard.	h3657
h3656	kan-neh'	כַּנֶּה	Kanneh	for {{h3641}}; Canneh, a place in Assyria; Canneh.	h3656
h3651	kane	כֵּן	kên	from {{h3559}}; properly, set upright; hence (figuratively as adjective) just; but usually (as adverb or conjunction) rightly or so (in various applications to manner, time and relation; often with other particles); after that (this, -ward, -wards), as... as,   (for-) asmuch as yet,   be (for which) cause,   following, howbeit, in (the) like (manner, -wise), × the more, right, (even) so, state, straightway, such (thing), surely,   there (where) -fore, this, thus, true, well, × you.	h3651
h3650	kim-reer'	כִּמְרִיר	kimrîyr	redupl. from {{h3648}}; obscuration (as if from shrinkage of light), i.e. an eclipse (only in plural); blackness.	h3650
h3653	kane	כֵּן	kên	the same as {{h3651}}, used as a noun; a stand, i.e. pedestal or station; base, estate, foot, office, place, well.	h3653
h3652	kane	כֵּן	kên	(Aramaic) corresponding to {{h3651}}; so; thus.	h3652
h3659	kon-yaw'-hoo	כׇּנְיָהוּ	Konyâhûw	for {{h3204}}; Conjah, an Israelite king; Coniah.	h3659
h3658	kin-nore'	כִּנּוֹר	kinnôwr	from a unused root meaning to twang; a harp; harp.	h3658
h3646	kam-mone'	כַּמֹּן	kammôn	from an unused root meaning to store up or preserve; 'cummin' (from its use as a condiment); cummin.	h3646
h3647	kaw-mas'	כָּמַס	kâmaç	a primitive root; to store away, i.e. (figuratively) in the memory; lay up in store.	h3647
h3644	kem-o'	כְּמוֹ	kᵉmôw	or כָּמוֹ; a form of the prefix k, but used separately [compare {{h3651}}]; as, thus, so; according to, (such) as (it were, well as), in comparison of, like (as, to, unto), thus, when, worth.	h3644
h3645	kem-oshe'	כְּמוֹשׁ	Kᵉmôwsh	or (Jeremiah 48:7) כְּמִישׁ; from an unused root meaning to subdue; the powerful; Kemosh, the god of the Moabites; Chemosh.	h3645
