Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h3828	leb-o-naw'	לְבוֹנָה	lᵉbôwnâh	or לְבֹנָה; from {{h3836}}; frankincense (from its whiteness or perhaps that of its smoke); (frank-) incense.	h3828
h3829	leb-o-naw'	לְבוֹנָה	Lᵉbôwnâh	the same as {{h3828}}; Lebonah, a place in Palestine; Lebonah.	h3829
h3826	lib-baw'	לִבָּה	libbâh	feminine of {{h3820}}; the heart; heart.	h3826
h3827	lab-baw'	לַבָּה	labbâh	for {{h3852}}; flame; flame.	h3827
h3824	lay-bawb'	לֵבָב	lêbâb	from {{h3823}}; used also like {{h3820}}; the heart (as the most interior organ); bethink themselves, breast, comfortably, courage, ((faint), (tender-) heart(-ed), midst, mind, × unawares, understanding.	h3824
h3825	leb-ab'	לְבַב	lᵉbab	(Aramaic) corresponding to {{h3824}}; heart.	h3825
h3822	leb-aw-oth'	לְבָאוֹת	Lᵉbâʼôwth	plural of {{h3833}}; lionesses; Lebaoth, a place in Palestine; Lebaoth. See also {{h1034}}.	h3822
h3823	law-bab'	לָבַב	lâbab	a primitive root; properly, to be enclosed (as if with fat); by implication (as denominative from {{h3824}}); to unheart; i.e. (in a good sense) transport (with love), or (in a bad sense) stultify; to make cakes; make cakes, ravish, be wise.	h3823
h3820	labe	לֵב	lêb	a form of {{h3824}}; the heart; also used (figuratively) very widely for the feelings, the will and even the intellect; likewise for the centre of anything; care for, comfortably, consent, × considered, courag(-eous), friend(-ly), ((broken-), (hard-), (merry-), (stiff-), (stout-), double) heart(-ed), × heed, × I, kindly, midst, mind(-ed), × regard(-ed), × themselves, × unawares, understanding, × well, willingly, wisdom.	h3820
h3821	labe	לֵב	lêb	(Aramaic) corresponding to {{h3820}}; heart.	h3821
h3819	lo roo-khaw-maw'	לֹא רֻחָמָה	Lôʼ Ruchâmâh	from {{h3808}} and {{h7355}}; not pitied; Lo-Ruchamah, the symbolic name of a son of Hosea; Lo-ruhamah.	h3819
h3818	lo am-mee'	לֹא עַמִּי	Lôʼ ʻAmmîy	from {{h3808}} and {{h5971}} with pronominal suffix; not my people; Lo-Ammi, the symbolic name of a son of Hosea; Lo-ammi.	h3818
h3813	law-at'	לָאַט	lâʼaṭ	a primitive root; to muffle; cover.	h3813
h3812	lay-aw'	לֵאָה	Lêʼâh	from {{h3811}}; weary; Leah, a wife of Jacob; Leah.	h3812
h3811	law-aw'	לָאָה	lâʼâh	a primitive root; to tire; (figuratively) to be (or make) disgusted; faint, grieve, lothe, (be, make) weary (selves).	h3811
h3810	lo deb-ar'	לֹא דְבַר	Lôʼ Dᵉbar	or לוֹ דבַר; (Samuel 9:4,5), or לִדְבִר; (Joshua 13:26), (probably rather לֹדְבַר ); from {{h3808}} and {{h1699}}; pastureless; Lo-Debar, a place in Palestine; Debir, Lodebar.	h3810
