Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h6188	aw-rale'	עָרֵל	ʻârêl	a primitive root; properly, to strip; but used as denominative from {{h6189}}; to expose or remove the prepuce, whether literal (to go naked) or figurative (to refrain from using); count uncircumcised, foreskin to be uncovered.	h6188
h6189	aw-rale'	עָרֵל	ʻârêl	from {{h6188}}; properly, exposed, i.e. projecting loose (as to the prepuce); used only technically, uncircumcised (i.e. still having the prepuce uncurtailed); uncircumcised (person).	h6189
h6186	aw-rak'	עָרַךְ	ʻârak	a primitive root; to set in a row, i.e. arrange, put in order (in a very wide variety of applications); put (set) (the battle, self) in array, compare, direct, equal, esteem, estimate, expert (in war), furnish, handle, join (battle), ordain, (lay, put, reckon up, set) (in) order, prepare, tax, value.	h6186
h6187	eh'rek	עֵרֶךְ	ʻêrek	from {{h6186}}; a pile, equipment, estimate; equal, estimation, (things that are set in) order, price, proportion, × set at, suit, taxation, × valuest.	h6187
h6184	aw-reets'	עָרִיץ	ʻârîyts	from {{h6206}}; fearful, i.e. powerful or tyrannical; mighty, oppressor, in great power, strong, terrible, violent.	h6184
h6185	ar-e-ree'	עֲרִירִי	ʻărîyrîy	from {{h6209}}; bare, i.e. destitute (of children); childless.	h6185
h6182	ar-ee-saw'	עֲרִיסָה	ʻărîyçâh	from an unused root meaning to comminute; meal; dough.	h6182
h6183	aw-reef'	עָרִיף	ʻârîyph	from {{h6201}}; the sky (as drooping at the horizon); heaven.	h6183
h6180	ay-ree'	עֵרִי	ʻÊrîy	patronymically of {{h6179}}; an Erite (collectively) or descendants of Eri; Erites.	h6180
h6181	er-yaw'	עֶרְיָה	ʻeryâh	for {{h6172}}; nudity; bare, naked, × quite.	h6181
h6106	eh'tsem	עֶצֶם	ʻetsem	from {{h6105}}; a bone (as strong); by extension, the body; figuratively, the substance, i.e. (as pron.) selfsame; body, bone, × life, (self-) same, strength, × very.	h6106
h6107	eh'-tsem	עֶצֶם	ʻEtsem	the same as {{h6106}}; bone; Etsem, a place in Palestine; Azem, Ezem.	h6107
h6104	ats-looth'	עַצְלוּת	ʻatslûwth	from {{h6101}}; indolence; idleness.	h6104
h6105	aw-tsam'	עָצַם	ʻâtsam	a primitive root; also denominatively (from {{h6106}}); to bind fast, i.e. close (the eyes); intransitively, to be (causatively, make) powerful or numerous; to crunch the bones; break the bones, close, be great, be increased, be (wax) mighty(-ier), be more, shut, be(-come, make) strong(-er).	h6105
h6102	aw-tsale'	עָצֵל	ʻâtsêl	from {{h6101}}; indolent; slothful, sluggard.	h6102
h6103	ats-law'	עַצְלָה	ʻatslâh	feminine of {{h6102}}; (as abstractly) indolence; slothfulness.	h6103
h6101	aw-tsal'	עָצַל	ʻâtsal	a primitive root; to lean idly, i.e. to be indolent or slack; be slothful.	h6101
h6108	o'-tsem	עֹצֶם	ʻôtsem	from {{h6105}}; power; hence, body; might, strong, substance.	h6108
h6109	ots-maw'	עׇצְמָה	ʻotsmâh	feminine of {{h6108}}; powerfulness; by extension, numerousness; abundance, strength.	h6109
h6133	ay'-ker	עֵקֶר	ʻêqer	from {{h6131}}; figuratively, a transplanted person, i.e. naturalized citizen; stock.	h6133
h6132	ak-ar'	עֲקַר	ʻăqar	(Aramaic) corresponding to {{h6131}}; pluck up by the roots.	h6132
h6131	aw-kar'	עָקַר	ʻâqar	a primitive root; to pluck up (especially by the roots); specifically, to hamstring; figuratively, to exterminate; dig down, hough, pluck up, root up.	h6131
h6130	aw-kawn'	עָקָן	ʻÂqân	from an unused root meaning to twist; tortuous; Akan, an Idummaean; Akan. Compare {{h3292}}.	h6130
h6137	ak-rawb'	עַקְרָב	ʻaqrâb	of uncertain derivation; a scorpion; figuratively, a scourge or knotted whip; scorpion.	h6137
h6136	ik-kar'	עִקַּר	ʻiqqar	(Aramaic) from {{h6132}}; a stock; stump.	h6136
h6135	aw-kawr'	עָקָר	ʻâqâr	from {{h6131}}; sterile (as if extirpated in the generative organs); (× male or female) barren (woman).	h6135
h6134	ay'-ker	עֵקֶר	ʻÊqer	the same as {{h6133}}; Eker, an Israelite; Eker.	h6134
h6139	ek-ro-nee'	עֶקְרוֹנִי	ʻEqrôwnîy	or עֶקְרֹנִי; patrial from {{h6138}}; an Ekronite or inhabitant of Ekron; Ekronite.	h6139
h6138	ek-rone'	עֶקְרוֹן	ʻEqrôwn	from {{h6131}}; eradication; Ekron, a place in Palestine; Ekron.	h6138
h6128	ak-al-kal'	עֲקַלְקַל	ʻăqalqal	from {{h6127}}; winding; by(-way), crooked way.	h6128
h6129	ak-al-law-thone'	עֲקַלָּתוֹן	ʻăqallâthôwn	from {{h6127}}; tortuous; crooked.	h6129
h6124	aw-kode'	עָקֹד	ʻâqôd	from {{h6123}}; striped (with bands); ring straked.	h6124
h6125	aw-kaw'	עָקָה	ʻâqâh	from {{h5781}}; constraint; oppression.	h6125
h6126	ak-koob'	עַקּוּב	ʻAqqûwb	from {{h6117}}; insidious; Akkub, the name of five Israelites; Akkub.	h6126
h6127	aw-kal'	עָקַל	ʻâqal	a primitive root; to wrest; wrong.	h6127
h6120	aw-kabe'	עָקֵב	ʻâqêb	from {{h6117}} in its denominative sense; a lier in wait; heel (by mistake for {{h6119}}).	h6120
h6121	aw-kobe'	עָקֹב	ʻâqôb	from {{h6117}}; in the original sense, a knoll (as swelling up); in the denominative sense; (transitive) fraudulent or (intransitive) tracked; crooked, deceitful, polluted.	h6121
h6122	ok-baw'	עׇקְבָה	ʻoqbâh	feminine of an unused form from {{h6117}} meaning a trick; trickery; subtilty.	h6122
h6123	aw-kad'	עָקַד	ʻâqad	a primitive root; to tie with thongs; bind.	h6123
h6159	o-rabe'	עֹרֵב	ʻÔrêb	or עוֹרֵב; the same as {{h6158}}; Oreb, the name of a Midianite and of the cliff near the Jordan; Oreb.	h6159
h6158	o-rabe'	עֹרֵב	ʻôrêb	or עוֹרֵב; from {{h6150}}; a raven (from its dusky hue); raven.	h6158
h6151	ar-ab'	עֲרַב	ʻărab	(Aramaic) corresponding to {{h6148}}; to commingle; mingle (self), mix.	h6151
h6150	aw-rab'	עָרַב	ʻârab	a primitive root (rather identical with {{h6148}} through the idea of covering with a texture); to grow dusky at sundown; be darkened, (toward) evening.	h6150
