Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
h7749	shoo-khaw-mee'	שׁוּחָמִי	Shûwchâmîy	patronymic from {{h7748}}; a Shuchamite (collectively); Shuhamites.	h7749
h7748	shoo-khawm'	שׁוּחָם	Shûwchâm	from {{h7743}}; humbly; Shucham, an Israelite; Shuham.	h7748
h7743	shoo'-akh	שׁוּחַ	shûwach	a primitive root; to sink, literally or figuratively; bow down, incline, humble.	h7743
h7742	soo'-akh	שׂוּחַ	sûwach	a primitive root; to muse pensively; meditate.	h7742
h7741	shaw-vay' kir-yawthah'-yim	שָׁוֵה קִרְיָתַיִם	Shâvêh Qiryâthayim	from the same as {{h7740}} and the dual of {{h7151}}; plain of a double city; Shaveh-Kirjathajim, a place East of the Jordan; Shaveh Kiriathaim.	h7741
h7740	shaw-vay'	שָׁוֵה	Shâvêh	from {{h7737}}; plain; Shaveh, a place in Palestine; Shaveh.	h7740
h7747	shoo-khee'	שׁוּחִי	Shûwchîy	patronymic from {{h7744}}; a Shuchite or descendant of Shuach; Shuhite.	h7747
h7746	shoo-khaw'	שׁוּחָה	Shûwchâh	the same as {{h7745}}; Shuchah, an Israelite; Shuah.	h7746
h7745	shoo-khaw'	שׁוּחָה	shûwchâh	from {{h7743}}; a chasm; ditch, pit.	h7745
h7744	shoo'-akh	שׁוּחַ	Shûwach	from {{h7743}}; dell; Shuach, a son of Abraham; Shuah.	h7744
h7754	soke	שׂוֹךְ	sôwk	or (feminine) שׂוֹכָה; from {{h7753}}; a branch (as interleaved); bough.	h7754
h7755	so-ko'	שׂוֹכֹה	Sôwkôh	or שֹׂכֹה; or שׂוֹכוֹ; from {{h7753}}; Sokoh or Soko, the name of two places in Palestine; Shocho, Shochoh, Sochoh, Soco, Socoh.	h7755
h7756	soo-kaw-thee'	שׂוּכָתִי	Sûwkâthîy	probably patronymic from a name corresponding to {{h7754}} (feminine); a Sukathite or descendant of an unknown Israelite named Sukah; Suchathite.	h7756
h7757	shool	שׁוּל	shûwl	from an unused root meaning to hang down; a skirt; by implication, a bottom edge; hem, skirt, train.	h7757
h7750	soot	שׂוּט	sûwṭ	or (by permutation) סוּט; a primitive root; to detrude, i.e. (intransitively and figuratively) become derelict (wrongly practise; namely, idolatry); turn aside to.	h7750
h7751	shoot	שׁוּט	shûwṭ	a primitive root; properly, to push forth; (but used only figuratively) to lash, i.e. (the sea with oars) to row; by implication, to travel; go (about, through, to and fro), mariner, rower, run to and fro.	h7751
h7752	shote	שׁוֹט	shôwṭ	from {{h7751}}; a lash (literally or figuratively); scourge, whip.	h7752
h7753	sook	שׂוּךְ	sûwk	a primitive root; to entwine, i.e. shut in (for formation, protection or restraint); fence, (make an) hedge (up).	h7753
h7758	sho-lawl'	שׁוֹלָל	shôwlâl	or שֵׁילָל; (Micah 1:8), from {{h7997}}; nude (especially bare-foot); by implication, captive; spoiled, stripped.	h7758
h7759	shoo-lam-meeth'	שׁוּלַמִּית	Shûwlammîyth	from {{h7999}}; peaceful (with the article always prefixed, making it a pet name); the Shulammith, an epithet of Solomon's queen; Shulamite.	h7759
h7800	shoo-shan'	שׁוּשַׁן	Shûwshan	the same as {{h7799}}; Shushan, a place in Persia; Shushan.	h7800
h7721	so	שׂוֹא	sôwʼ	from an unused root (akin to {{h5375}} and {{h7722}}) meaning to rise; a rising; arise.	h7721
h7720	sah-har-one'	שַׂהֲרֹן	sahărôn	from the same as {{h5469}}; a round pendant for the neck; ornament, round tire like the moon.	h7720
h7723	shawv	שָׁוְא	shâvᵉʼ	or שַׁו; from the same as {{h7722}} in the sense of desolating; evil (as destructive), literally (ruin) or morally (especially guile); figuratively idolatry (as false, subjective), uselessness (as deceptive, objective; also adverbially, in vain); false(-ly), lie, lying, vain, vanity.	h7723
h7722	sho	שׁוֹא	shôwʼ	or (feminine) שׁוֹאָה; or שֹׁאָה; from an unused root meaning to rush over; a tempest; by implication, devastation; desolate(-ion), destroy, destruction, storm, wasteness.	h7722
h7725	shoob	שׁוּב	shûwb	a primitive root; to turn back (hence, away) transitively or intransitively, literally or figuratively (not necessarily with the idea of return to the starting point); generally to retreat; often adverbial, again; ((break, build, circumcise, dig, do anything, do evil, feed, lay down, lie down, lodge, make, rejoice, send, take, weep)) × again, (cause to) answer (  again), × in any case (wise), × at all, averse, bring (again, back, home again), call (to mind), carry again (back), cease, × certainly, come again (back), × consider,   continually, convert, deliver (again),   deny, draw back, fetch home again, × fro, get (oneself) (back) again, × give (again), go again (back, home), (go) out, hinder, let, (see) more, × needs, be past, × pay, pervert, pull in again, put (again, up again), recall, recompense, recover, refresh, relieve, render (again), requite, rescue, restore, retrieve, (cause to, make to) return, reverse, reward,   say nay, send back, set again, slide back, still, × surely, take back (off), (cause to, make to) turn (again, self again, away, back, back again, backward, from, off), withdraw.	h7725
h7724	shev-aw'	שְׁוָא	Shᵉvâʼ	from the same as {{h7723}}; false; Sheva, an Israelite; Sheva.	h7724
h7727	sho-bawb'	שׁוֹבָב	Shôwbâb	the same as {{h7726}}; rebellious; Shobab, the name of two Israelites; Shobab.	h7727
h7726	sho-bawb'	שׁוֹבָב	shôwbâb	from {{h7725}}; apostate, i.e. idolatrous; backsliding, frowardly, turn away (from margin).	h7726
h7729	shoo-baw'	שׁוּבָה	shûwbâh	from {{h7725}}; a return; returning.	h7729
h7728	sho-babe'	שׁוֹבֵב	shôwbêb	from {{h7725}}; apostate, i.e. heathenish or (actually) heathen; backsliding.	h7728
h7732	sho-bawl'	שׁוֹבָל	Shôwbâl	from the same as {{h7640}}; overflowing; Shobal, the name of an Edomite and two Israelites; Shobal.	h7732
h7733	sho-bake'	שׁוֹבֵק	Shôwbêq	active participle from a primitive root meaning to leave (compare {{h7662}}); forsaking; Shobek, an Israelite; Shobek.	h7733
h7730	so'-bek	שׂוֹבֶךְ	sôwbek	for {{h5441}}; a thicket, i.e. interlaced branches; thick boughs.	h7730
h7731	sho-bawk'	שׁוֹבָךְ	Shôwbâk	perhaps for {{h7730}}; Shobak, a Syrian; Shobach.	h7731
h7736	shood	שׁוּד	shûwd	a primitive root; properly, to swell up, i.e. figuratively (by implication of insolence) to devastate; waste.	h7736
h7737	shaw-vaw'	שָׁוָה	shâvâh	a primitive root; properly, to level, i.e. equalize; figuratively, to resemble; by implication, to adjust (i.e. counterbalance, be suitable, compose, place, yield, etc.); avail, behave, bring forth, compare, countervail, (be, make) equal, lay, be (make, a-) like, make plain, profit, reckon.	h7737
h7734	soog	שׂוּג	sûwg	a primitive root; to retreat; turn back.	h7734
h7735	soog	שׂוּג	sûwg	a primitive root; to hedge in; make to grow.	h7735
h7738	shaw-vaw'	שָׁוָה	shâvâh	a primitive root; to destroy; × substance (from the margin).	h7738
h7739	shev-aw'	שְׁוָה	shᵉvâh	(Aramaic); corresponding to {{h7737}}; to resemble; make like.	h7739
h7709	shed-ay-maw'	שְׁדֵמָה	shᵉdêmâh	apparently from {{h7704}}; a cultivated field; blasted, field.	h7709
h7708	sid-deem'	שִׂדִּים	Siddîym	plural from the same as {{h7704}}; flats; Siddim, a valley in Palestine; Siddim.	h7708
h7707	shed-ay-oor'	שְׁדֵיאוּר	Shᵉdêyʼûwr	from the same as {{h7704}} and {{h217}}; spreader of light; Shedejur, an Israelite; Shedeur.	h7707
h7706	shad-dah'-ee	שַׁדַּי	Shadday	from {{h7703}}; the Almighty; Almighty.	h7706
h7705	shid-dah'	שִׁדָּה	shiddâh	from {{h7703}}; a wife (as mistress of the house); × all sorts, musical instrument.	h7705
