Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g1030	broog-mos'	βρυγμός	brygmós	[βρυγμός] from {{g1031}}; a grating (of the teeth)	g1030
g1031	broo'-kho	βρύχω	brýchō	[βρύχω] a primary verb; to grate the teeth (in pain or rage)	g1031
g1032	broo'-o	βρύω	brýō	[βρύω] a primary verb; to swell out, i.e. (by implication) to gush	g1032
g1033	bro'-mah	βρῶμα	brōma	[βρῶμα] from the base of {{g977}}; food (literally or figuratively), especially (ceremonially) articles allowed or forbidden by the Jewish law	g1033
g1034	bro'-sim-os	βρώσιμος	brṓsimos	[βρώσιμος] from {{g1035}}; eatable	g1034
g1035	bro'-sis	βρῶσις	brōsis	[βρῶσις] from the base of {{g977}}; (abstractly) eating (literally or figuratively); by extension (concretely) food (literally or figuratively)	g1035
g1036	boo-thid'-zo	βυθίζω	bythízō	[βυθίζω] from {{g1037}}; to sink; by implication, to drown	g1036
g1037	boo-thos'	βυθός	bythós	[βυθός] a variation of {{g899}}; depth, i.e. (by implication) the sea	g1037
g1038	boorce-yooce'	βυρσεύς	byrseús	[βυρσεύς] from βύρσα (a hide); a tanner	g1038
g1039	boos'-see-nos	βύσσινος	býssinos	[βύσσινος] from {{g1040}}; made of linen (neuter a linen cloth)	g1039
g1045	gad	Γάδ	Gád	[Γάδ] of Hebrew origin ({{h1410}}); Gad, a tribe of Israelites	g1045
g1044	gang'-grahee-nah	γάγγραινα	gángraina	"[γάγγραινα] from γραίνω (to gnaw); an ulcer (""gangrene"")"	g1044
g1047	gad'-zah	γάζα	gáza	[γάζα] of foreign origin; a treasure	g1047
g1046	gad-ar-ay-nos'	Γαδαρηνός	Gadarēnós	[Γαδαρηνός] from Γαδαρά (a town east of the Jordan); a Gadarene or inhabitant of Gadara	g1046
g1041	bo'-mos	βωμός	bōmós	[βωμός] from the base of {{g939}}; properly, a stand, i.e. (specially) an altar	g1041
g1040	boos'-sos	βύσσος	býssos	[βύσσος] of Hebrew origin ({{h948}}); white linen	g1040
g1043	gab-ree-ale'	Γαβριήλ	Gabriḗl	[Γαβριήλ] of Hebrew origin ({{h1403}}); Gabriel, an archangel	g1043
g1042	gab-bath-ah'	γαββαθά	gabbathá	[γαββαθά] of Chaldee origin (compare {{h1355}}); the knoll; gabbatha, a vernacular term for the Roman tribunal in Jerusalem	g1042
g1049	gad-zof-oo-lak'-ee-on	γαζοφυλάκιον	gazophylákion	[γαζοφυλάκιον] from {{g1047}} and {{g5438}}; a treasure-house, i.e. a court in the temple for the collection-boxes	g1049
g1048	gad'-zah	Γάζα	Gáza	[Γάζα] of Hebrew origin ({{h5804}}); Gazah (i.e. Azzah), a place in Palestine	g1048
g1056	gal-il-ah'-yah	Γαλιλαία	Galilaía	[Γαλιλαία] of Hebrew origin ({{h1551}}); Galilæa (i.e. the heathen circle), a region of Palestine	g1056
g1057	gal-ee-lah'-yos	Γαλιλαῖος	Galilaîos	[Γαλιλαῖος] from {{g1056}}; Galilean or belonging to Galilea	g1057
g1054	gal-at-ee-kos'	Γαλατικός	Galatikós	[Γαλατικός] from {{g1053}}; Galatic or relating to Galatia	g1054
g1055	gal-ay'-nay	γαλήνη	galḗnē	[γαλήνη] of uncertain derivation; tranquillity	g1055
g1052	gal-at'-ace	Γαλάτης	Galátēs	[Γαλάτης] from {{g1053}}; a Galatian or inhabitant of Galatia	g1052
g1053	gal-at-ee'-ah	Γαλατία	Galatía	[Γαλατία] of foreign origin; Galatia, a region of Asia	g1053
g1050	gah'-ee-os	Γάϊος	Gáïos	[Γάϊος] of Latin origin; Gaius (i.e. Caius), a Christian	g1050
g1051	gal'-ah	γάλα	gála	[γάλα] of uncertain affinity; milk (figuratively)	g1051
g1058	gal-lee'-own	Γαλλίων	Gallíōn	[Γαλλίων] of Latin origin; Gallion (i.e. Gallio), a Roman officer	g1058
g1059	gam-al-ee-ale'	Γαμαλιήλ	Gamaliḗl	[Γαμαλιήλ] of Hebrew origin ({{h1583}}); Gamaliel (i.e. Gamliel), an Israelite	g1059
g1100	gloce-sah'	γλῶσσα	glōssa	[γλῶσσα] of uncertain affinity; the tongue; by implication, a language (specially, one naturally unacquired)	g1100
g1063	gar	γάρ	gár	[γάρ] a primary particle; properly, assigning a reason (used in argument, explanation or intensification; often with other particles)	g1063
g1062	gam'-os	γάμος	gámos	[γάμος] of uncertain affinity; nuptials	g1062
g1061	gam-is'-ko	γαμίσκω	gamískō	[γαμίσκω] from {{g1062}}; to espouse (a daughter to a husband)	g1061
g1060	gam-eh'-o	γαμέω	gaméō	[γαμέω] from {{g1062}}; to wed (of either sex)	g1060
g1067	gheh'-en-nah	γέεννα	géenna	[γέεννα] of Hebrew origin ({{h1516}} and {{h2011}}); valley of (the son of) Hinnom; ge-henna (or Ge-Hinnom), a valley of Jerusalem, used (figuratively) as a name for the place (or state) of everlasting punishment	g1067
g1066	ghed-eh-own'	Γεδεών	Gedeṓn	[Γεδεών] of Hebrew origin ({{h1439}}); Gedeon (i.e. Gid(e)on), an Israelite	g1066
g1065	gheh	γέ	gé	[γέ] a primary particle of emphasis or qualification (often used with other particles prefixed)	g1065
g1064	gas-tare'	γαστήρ	gastḗr	[γαστήρ] of uncertain derivation; the stomach; by analogy, the matrix; figuratively, a gourmand	g1064
g1069	ghi'-tone	γείτων	geítōn	[γείτων] from {{g1093}}; a neighbour (as adjoining one's ground); by implication, a friend	g1069
g1068	gheth-say-man-ay'	Γεθσημανῆ	Gethsēmanē	[Γεθσημανῆ] of Chaldee origin (compare {{h1660}} and {{h8081}}); oil-press; Gethsemane, a garden near Jerusalem	g1068
g1078	ghen'-es-is	γένεσις	génesis	[γένεσις] from the same as {{g1074}}; nativity; figuratively, nature	g1078
g1079	ghen-et-ay	γενετή	genetḗ	[γενετή] feminine of a presumed derivative of the base of {{g1074}}; birth	g1079
g1074	ghen-eh-ah'	γενεά	geneá	[γενεά] from (a presumed derivative of) {{g1085}}; a generation; by implication, an age (the period or the persons)	g1074
g1075	ghen-eh-al-og-eh'-o	γενεαλογέω	genealogéō	[γενεαλογέω] from {{g1074}} and {{g3056}}; to reckon by generations, i.e. trace in genealogy	g1075
g1076	ghen-eh-al-og-ee'-ah	γενεαλογία	genealogía	"[γενεαλογία] from the same as {{g1075}}; tracing by generations, i.e. ""genealogy"""	g1076
g1077	ghen-es'-ee-ah	γενέσια	genésia	[γενέσια] neuter plural of a derivative of {{g1078}}; birthday ceremonies	g1077
g1070	ghel-ah'-o	γελάω	geláō	[γελάω] of uncertain affinity; to laugh (as a sign of joy or satisfaction)	g1070
g1071	ghel'-os	γέλως	gélōs	[γέλως] from {{g1070}}; laughter (as a mark of gratification)	g1071
g1072	ghem-id'-zo	γεμίζω	gemízō	[γεμίζω] transitive from {{g1073}}; to fill entirely	g1072
g1073	ghem'-o	γέμω	gémō	[γέμω] a primary verb; to swell out, i.e. be full	g1073
g1081	ghen'-nay-mah	γέννημα	génnēma	[γέννημα] from {{g1080}}; offspring; by analogy, produce (literally or figuratively)	g1081
g1080	ghen-nah'-o	γεννάω	gennáō	[γεννάω] from a variation of {{g1085}}; to procreate (properly, of the father, but by extension of the mother); figuratively, to regenerate	g1080
g1083	ghen'-nay-sis	γέννησις	génnēsis	[γέννησις] from {{g1080}}; nativity	g1083
g1082	ghen-nay-sar-et'	Γεννησαρέτ	Gennēsarét	[Γεννησαρέτ] of Hebrew origin (compare {{h3672}}); Gennesaret (i.e. Kinnereth), a lake and plain in Palestine	g1082
g1085	ghen'-os	γένος	génos	"[γένος] from {{g1096}}; ""kin"" (abstract or concrete, literal or figurative, individual or collective)"	g1085
g1084	ghen-nay-tos'	γεννητός	gennētós	[γεννητός] from {{g1080}}; born	g1084
