Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g3489	now-ag-eh'-o	ναυαγέω	nauagéō	"[ναυαγέω] from a compound of {{g3491}} and {{g71}}; to be shipwrecked (stranded, ""navigate""), literally or figuratively"	g3489
g3488	nar'-kis-sos	Νάρκισσος	Nárkissos	"[Νάρκισσος] a flower of the same name, from νάρκη (stupefaction, as a ""narcotic""); Narcissus, a Roman"	g3488
g3483	nahee	ναί	naí	[ναί] a primary particle of strong affirmation; yes	g3483
g3482	nath-an-ah-ale'	Ναθαναήλ	Nathanaḗl	[Ναθαναήλ] of Hebrew origin ({{h5417}}); Nathanaël (i.e. Nathanel), an Israelite and Christian	g3482
g3481	nath-an'	Ναθάν	Nathán	[Ναθάν] of Hebrew origin ({{h5416}}); Nathan, an Israelite	g3481
g3480	nad-zo-rah'-yos	Ναζωραῖος	Nazōraîos	[Ναζωραῖος] from {{g3478}}; a Nazoræan, i.e. inhabitant of Nazareth; by extension, a Christian	g3480
g3487	nar'dos	νάρδος	nárdos	"[νάρδος] of foreign origin (compare {{h5373}}); ""nard"""	g3487
g3486	nah-oom'	Ναούμ	Naoúm	[Ναούμ] of Hebrew origin ({{h5151}}); Naum (i.e. Nachum), an Israelite	g3486
g3485	nah-os'	ναός	naós	[ναός] from a primary ναίω (to dwell); a fane, shrine, temple  Compare {{g2411}}.	g3485
g3484	nah-in'	Ναΐν	Naḯn	[Ναΐν] probably of Hebrew origin (compare {{h4999}}); Nain, a place in Palestine	g3484
g3403	mim-nace'-ko	μιμνήσκω	mimnḗskō	[μιμνήσκω] a prolonged form of {{g3415}} (from which some of the tenses are borrowed); to remind, i.e. (middle voice) to recall to mind	g3403
g3402	mim-ay-tace'	μιμητής	mimētḗs	[μιμητής] from {{g3401}}; an imitator	g3402
g3401	mim-eh'-om-ahee	μιμέομαι	miméomai	"[μιμέομαι] middle voice from μῖμος (a ""mimic""); to imitate"	g3401
g3407	mis'-thee-os	μίσθιος	místhios	[μίσθιος] from {{g3408}}; a wage-earner	g3407
g3406	mis-thap-od-ot'-ace	μισθαποδότης	misthapodótēs	[μισθαποδότης] from {{g3409}} and {{g591}}; a renumerator	g3406
g3405	mis-thap-od-os-ee'-ah	μισθαποδοσία	misthapodosía	[μισθαποδοσία] from {{g3406}}; requital (good or bad)	g3405
g3404	mis-eh'-o	μισέω	miséō	[μισέω] from a primary μῖσος (hatred); to detest (especially to persecute); by extension, to love less	g3404
g3409	mis-tho'-o	μισθόω	misthóō	[μισθόω] from {{g3408}}; to let out for wages, i.e. (middle voice) to hire	g3409
g3408	mis-thos'	μισθός	misthós	[μισθός] apparently a primary word; pay for service (literally or figuratively), good or bad	g3408
g3494	neh-an-ee'-as	νεανίας	neanías	[νεανίας] from a derivative of {{g3501}}; a youth (up to about forty years)	g3494
g3495	neh-an-is'-kos	νεανίσκος	neanískos	[νεανίσκος] from the same as {{g3494}}; a youth (under forty)	g3495
g3496	neh-ap'-ol-is	Νεάπολις	Neápolis	[Νεάπολις] from {{g3501}} and {{g4172}}; new town; Neapolis, a place in Macedonia	g3496
g3497	neh-eh-man'	Νεεμάν	Neemán	[Νεεμάν] of Hebrew origin ({{h5283}}); Neeman (i.e. Naaman), a Syrian	g3497
g3490	now'-klay-ros	ναύκληρος	naúklēros	"[ναύκληρος] from {{g3491}} and {{g2819}} (""clerk""); a captain"	g3490
g3491	nowce	ναῦς	naûs	[ναῦς] from νάω or νέω (to float); a boat (of any size)	g3491
g3492	now'-tace	ναύτης	naútēs	[ναύτης] from {{g3491}}; a boatman, i.e. seaman	g3492
g3493	nakh-ore'	Ναχώρ	Nachṓr	[Ναχώρ] of Hebrew origin ({{h5152}}); Nachor, the grandfather of Abraham	g3493
g3498	nek-ros'	νεκρός	nekrós	[νεκρός] from an apparently primary νέκυς (a corpse); dead (literally or figuratively; also as noun)	g3498
g3499	nek-ro'-o	νεκρόω	nekróō	[νεκρόω] from {{g3498}}; to deaden, i.e. (figuratively) to subdue	g3499
g3418	mnay'-mah	μνῆμα	mnēma	[μνῆμα] from {{g3415}}; a memorial, i.e. sepulchral monument (burial-place)	g3418
g3419	mnay-mi'-on	μνημεῖον	mnēmeîon	[μνημεῖον] from {{g3420}}; a remembrance, i.e. cenotaph (place of interment)	g3419
g3414	mnah	μνᾶ	mnâ	[μνᾶ] of Latin origin; a mna (i.e. mina), a certain weight	g3414
g3415	mnah'-om-ahee	μνάομαι	mnáomai	[μνάομαι] middle voice of a derivative of {{g3306}} or perhaps of the base of {{g3145}} (through the idea of fixture in the mind or of mental grasp); to bear in mind, i.e. recollect; by implication, to reward or punish Compare {{g3403}}.	g3415
g3416	mnah'-sohn	Μνάσων	Mnásōn	[Μνάσων] of uncertain origin; Mnason, a Christian	g3416
g3417	mni'-ah	μνεία	mneía	[μνεία] from {{g3415}} or {{g3403}}; recollection; by implication, recital	g3417
g3410	mis'-tho-mah	μίσθωμα	místhōma	[μίσθωμα] from {{g3409}}; a rented building	g3410
g3411	mis-tho-tos'	μισθωτός	misthōtós	[μισθωτός] from {{g3409}}; a wage-worker (good or bad)	g3411
g3412	mit-oo-lay'-nay	Μιτυλήνη	Mitylḗnē	[Μιτυλήνη] for μυτιλήνη (abounding in shellfish); Mitylene (or Mytilene), a town on the island of Lesbos	g3412
g3413	mikh-ah-ale'	Μιχαήλ	Michaḗl	[Μιχαήλ] of Hebrew origin ({{h4317}}); Michael, an archangel	g3413
g3469	mo-mah'-om-ahee	μωμάομαι	mōmáomai	[μωμάομαι] from {{g3470}}; to carp at, i.e. censure (discredit)	g3469
g3468	mo'-lopes	μώλωψ	mṓlōps	"[μώλωψ] from μῶλος (""moil""; probably akin to the base of {{g3433}}) and probably ὤψ (the face; from {{g3700}}); a mole (""black eye"") or blow-mark"	g3468
g3461	moo-ree'-as	μυριάς	myriás	"[μυριάς] from {{g3463}}; a ten-thousand; by extension, a ""myriad"" or indefinite number"	g3461
g3460	moo'-rah	Μύρα	Mýra	[Μύρα] of uncertain derivation; Myra, a place in Asia Minor	g3460
g3463	moo'-ree-oi	μύριοι	mýrioi	[μύριοι] plural of an apparently primary word (properly, meaning very many); ten thousand; by extension, innumerably many	g3463
g3462	moo-rid'-zo	μυρίζω	myrízō	[μυρίζω] from {{g3464}}; to apply (perfumed) unguent to	g3462
g3465	moo-see'-ah	Μυσία	Mysía	[Μυσία] of uncertain origin; Mysia, a region of Asia Minor	g3465
g3464	moo'-ron	μύρον	mýron	"[μύρον] probably of foreign origin (compare {{h4753}}, {{g4666}}); ""myrrh"", i.e. (by implication) perfumed oil"	g3464
