Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g3638	ok-to'	ὀκτώ	oktṓ	"[ὀκτώ] a primary numeral; ""eight"""	g3638
g3639	ol'-eth-ros	ὄλεθρος	ólethros	[ὄλεθρος] from a primary ὄλλυμι (to destroy; a prolonged form); ruin, i.e. death, punishment	g3639
g3630	oy-nop-ot'-ace	οἰνοπότης	oinopótēs	[οἰνοπότης] from {{g3631}} and a derivative of the alternate of {{g4095}}; a tippler	g3630
g3631	oy'-nos	οἶνος	oînos	"[οἶνος] a primary word (or perhaps of Hebrew origin ({{h3196}})); ""wine"" (literally or figuratively)"	g3631
g3632	oy-nof-loog-ee'-ah	οἰνοφλυγία	oinophlygía	[οἰνοφλυγία] from {{g3631}} and a form of the base of {{g5397}}; an overflow (or surplus) of wine, i.e. vinolency (drunkenness)	g3632
g3633	oy'-om-ahee	οἴομαι	oíomai	[οἴομαι] , or (shorter)      οἶμαιmiddle voice apparently from {{g3634}}; to make like (oneself), i.e. imagine (be of the opinion)	g3633
g3634	hoy'-os	οἷος	hoîos	[οἷος] probably akin to {{g3588}}, {{g3739}}, and {{g3745}}; such or what sort of (as a correlation or exclamation); especially the neuter (adverbially) with negative, not so	g3634
g3635	ok-neh'-o	ὀκνέω	oknéō	[ὀκνέω] from ὄκνος (hesitation); to be slow (figuratively, loath)	g3635
g3636	ok-nay-ros'	ὀκνηρός	oknērós	[ὀκνηρός] from {{g3635}}; tardy, i.e. indolent; (figuratively) irksome	g3636
g3637	ok-tah-ay'-mer-os	ὀκταήμερος	oktaḗmeros	[ὀκταήμερος] from {{g3638}} and {{g2250}}; an eight-day old person or act	g3637
g3649	ol-ol-odd'-zo	ὀλολύζω	ololýzō	"[ὀλολύζω] a reduplicated primary verb; to ""howl"" or ""halloo"", i.e. shriek"	g3649
g3648	hol'-ok'-lay-ros	ὁλόκληρος	holóklēros	[ὁλόκληρος] from {{g3650}} and {{g2819}}; complete in every part, i.e. perfectly sound (in body)	g3648
g3645	ol-oth-ryoo'-o	ὀλοθρεύω	olothreúō	[ὀλοθρεύω] from {{g3639}}; to spoil, i.e. slay	g3645
g3644	ol-oth-ryoo-tace'	ὀλοθρευτής	olothreutḗs	[ὀλοθρευτής] from {{g3645}}; a ruiner, i.e. (specially), a venomous serpent	g3644
g3647	hol-ok-lay-ree'-ah	ὁλοκληρία	holoklēría	[ὁλοκληρία] from {{g3648}}; integrity, i.e. physical wholeness	g3647
g3646	hol-ok-ow'-to-mah	ὁλοκαύτωμα	holokaútōma	"[ὁλοκαύτωμα] from a derivative of a compound of {{g3650}} and a derivative of {{g2545}}; a wholly-consumed sacrifice (""holocaust"")"	g3646
g3641	ol-ee'-gos	ὀλίγος	olígos	[ὀλίγος] of uncertain affinity; puny (in extent, degree, number, duration or value); especially neuter (adverbially) somewhat	g3641
g3640	ol-ig-op'-is-tos	ὀλιγόπιστος	oligópistos	[ὀλιγόπιστος] from {{g3641}} and {{g4102}}; incredulous, i.e. lacking confidence (in Christ)	g3640
g3643	ol-ig-o-reh'-o	ὀλιγωρέω	oligōréō	"[ὀλιγωρέω] from a compound of {{g3641}} and ὤρα (""care""); to have little regard for, i.e. to disesteem"	g3643
g3642	ol-ig-op'-soo-khos	ὀλιγόψυχος	oligópsychos	[ὀλιγόψυχος] from {{g3641}} and {{g5590}}; little-spirited, i.e. faint-hearted	g3642
