Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g84	ad-ay'-loce	ἀδήλως	adḗlōs	[ἀδήλως] adverb from {{g82}}; uncertainly	g84
g85	ad-ay-mon-eh'-o	ἀδημονέω	adēmonéō	[ἀδημονέω] from a derivative of ἀδέω (to be sated to loathing); to be in distress (of mind)	g85
g86	hah'-dace	ᾅδης	háidēs	"[ᾅδης] from {{g1}} (as negative particle) and {{g1492}}; properly, unseen, i.e. ""Hades"" or the place (state) of departed souls"	g86
g87	ad-ee-ak'-ree-tos	ἀδιάκριτος	adiákritos	[ἀδιάκριτος] from {{g1}} (as a negative particle) and a derivative of {{g1252}}; properly, undistinguished, i.e. (actively) impartial	g87
g80	ad-el-fos'	ἀδελφός	adelphós	[ἀδελφός] from {{g1}} (as a connective particle) and δελφύς (the womb); a brother (literally or figuratively) near or remote (much like {{g1}})	g80
g81	ad-el-fot'-ace	ἀδελφότης	adelphótēs	[ἀδελφότης] from {{g80}}; brotherhood (properly, the feeling of brotherliness), i.e. the (Christian) fraternity	g81
g82	ad'-ay-los	ἄδηλος	ádēlos	[ἄδηλος] from {{g1}} (as a negative particle) and {{g1212}}; hidden, figuratively, indistinct	g82
g83	ad-ay-lot'-ace	ἀδηλότης	adēlótēs	[ἀδηλότης] from {{g82}}; uncertainty	g83
g88	ad-ee-al'-ipe-tos	ἀδιάλειπτος	adiáleiptos	[ἀδιάλειπτος] from {{g1}} (as a negative particle) and a derivative of a compound of {{g1223}} and {{g3007}}; unintermitted, i.e. permanent	g88
g89	ad-ee-al-ipe'-toce	ἀδιαλείπτως	adialeíptōs	[ἀδιαλείπτως] adverb from {{g88}}; uninterruptedly, i.e. without omission (on an appropriate occasion)	g89
g7	ab-ee-ah'	Ἀβιά	Abiá	[Ἀβιά] of Hebrew origin ({{h29}}); Abijah, the name of two Israelites	g7
g6	ab'-el	Ἄβελ	Ábel	[Ἄβελ] of Hebrew origin ({{h1893}}); Abel, the son of Adam	g6
g5	ab-bah'	Ἀββᾶ	Abbâ	[Ἀββᾶ] of Chaldee origin ({{h2}}); father as a vocative	g5
g4	ab-ar-ace'	ἀβαρής	abarḗs	[ἀβαρής] from {{g1}} (as a negative particle) and {{g922}}; weightless, i.e. (figuratively) not burdensome	g4
g3	ab-ad-dohn'	Ἀβαδδών	Abaddṓn	[Ἀβαδδών] of Hebrew origin ({{h11}}); a destroying angel	g3
g2	ah-ar-ohn'	Ἀαρών	Aarṓn	[Ἀαρών] of Hebrew origin ({{h175}}); Aaron, the brother of Moses	g2
g1	al'-fah	Α	A	[Α] of Hebrew origin; the first letter of the alphabet; figuratively, only (from its use as a numeral) the first:  Often used (usually ἄν, before a vowel) also in composition (as a contraction from {{g427}}) in the sense of privation; so, in many words, beginning with this letter; occasionally in the sense of union (as a contraction of {{g260}}).	g1
g9	ab-ee-lay-nay'	Ἀβιληνή	Abilēnḗ	[Ἀβιληνή] of foreign origin (compare {{h58}}); Abilene, a region of Syria	g9
g8	ab-ee-ath'-ar	Ἀβιαθάρ	Abiathár	[Ἀβιαθάρ] of Hebrew origin ({{h54}}); Abiathar, an Israelite	g8
g31	ang-el-ee'-ah	ἀγγελία	angelía	[ἀγγελία] from {{g32}}; an announcement, i.e. (by implication) precept	g31
g30	ang-eye'-on	ἀγγεῖον	angeîon	[ἀγγεῖον] from ἄγγος (a pail, perhaps as bent; compare the base of {{g43}}); a receptacle	g30
g33	ag'-eh	ἄγε	áge	[ἄγε] imperative of {{g71}}; properly, lead, i.e. come on	g33
g32	ang'-el-os	ἄγγελος	ángelos	"[ἄγγελος] from ἀγγέλλω (probably derived from {{g71}}; compare {{g34}}) (to bring tidings); a messenger; especially an ""angel""; by implication, a pastor"	g32
g35	ag-en-eh-al-og'-ay-tos	ἀγενεαλόγητος	agenealógētos	[ἀγενεαλόγητος] from {{g1}} (as negative particle) and {{g1075}}; unregistered as to birth	g35
g34	ag-el'-ay	ἀγέλη	agélē	[ἀγέλη] from {{g71}} (compare {{g32}}); a drove	g34
g37	hag-ee-ad'-zo	ἁγιάζω	hagiázō	[ἁγιάζω] from {{g40}}; to make holy, i.e. (ceremonially) purify or consecrate; (mentally) to venerate	g37
g36	ag-en-ace'	ἀγενής	agenḗs	[ἀγενής] from {{g1}} (as negative particle) and {{g1085}}; properly, without kin, i.e. (of unknown descent, and by implication) ignoble	g36
g39	hag'-ee-on	ἅγιον	hágion	[ἅγιον] neuter of {{g40}}; a sacred thing (i.e. spot)	g39
g38	hag-ee-as-mos'	ἁγιασμός	hagiasmós	[ἁγιασμός] from {{g37}}; properly, purification, i.e. (the state) purity; concretely (by Hebraism) a purifier	g38
g26	ag-ah'-pay	ἀγάπη	agápē	[ἀγάπη] from {{g25}}; love, i.e. affection or benevolence; specially (plural) a love-feast	g26
g27	ag-ap-ay-tos'	ἀγαπητός	agapētós	[ἀγαπητός] from {{g25}}; beloved	g27
g24	ag-an-ak'-tay-sis	ἀγανάκτησις	aganáktēsis	[ἀγανάκτησις] from {{g23}}; indignation	g24
g25	ag-ap-ah'-o	ἀγαπάω	agapáō	[ἀγαπάω] perhaps from ἄγαν (much) (or compare {{h5689}}); to love (in a social or moral sense) Compare {{g5368}}.	g25
g22	ag'-am-os	ἄγαμος	ágamos	[ἄγαμος] from {{g1}} (as a negative particle) and {{g1062}}; unmarried	g22
g23	ag-an-ak-teh'-o	ἀγανακτέω	aganaktéō	[ἀγανακτέω] from ἄγαν (much) and ἄχθος (grief; akin to the base of {{g43}}); to be greatly afflicted, i.e. (figuratively) indignant	g23
g20	ag-al-lee'-as-is	ἀγαλλίασις	agallíasis	[ἀγαλλίασις] from {{g21}}; exultation; specially, welcome	g20
g21	ag-al-lee-ah'-o	ἀγαλλιάω	agalliáō	[ἀγαλλιάω] from agan (much) and {{g242}}; properly, to jump for joy, i.e. exult	g21
g28	ag'-ar	Ἄγαρ	Ágar	[Ἄγαρ] of Hebrew origin ({{h1904}}); Hagar, the concubine of Abraham	g28
g29	ang-ar-yew'-o	ἀγγαρεύω	angareúō	[ἀγγαρεύω] of foreign origin (compare {{h104}}); properly, to be a courier, i.e. (by implication) to press into public service	g29
g100	had-rot'-ace	ἁδρότης	hadrótēs	[ἁδρότης] from ἁδρός (stout); plumpness, i.e. (figuratively) liberality	g100
g53	hag-nos'	ἁγνός	hagnós	[ἁγνός] from the same as {{g40}}; properly, clean, i.e. (figuratively) innocent, modest, perfect	g53
g52	ag'-noy-ah	ἄγνοια	ágnoia	[ἄγνοια] from {{g50}}; ignorance (properly, the quality)	g52
g51	ag-no'-ay-mah	ἀγνόημα	agnóēma	[ἀγνόημα] from {{g50}}; a thing ignored, i.e. shortcoming	g51
g50	ag-no-eh'-o	ἀγνοέω	agnoéō	[ἀγνοέω] from {{g1}} (as a negative particle) and {{g3539}}; not to know (through lack of information or intelligence); by implication, to ignore (through disinclination)	g50
g57	ag'-noce-tos'	ἄγνωστος	ágnōstos	[ἄγνωστος] from {{g1}} (as negative particle) and {{g1110}}; unknown	g57
g56	ag-no-see'-ah	ἀγνωσία	agnōsía	[ἀγνωσία] from {{g1}} (as negative particle) and {{g1108}}; ignorance (properly, the state)	g56
g55	hag-noce'	ἁγνῶς	hagnōs	[ἁγνῶς] adverb from {{g53}}; purely, i.e. honestly	g55
g54	hag-not'-ace	ἁγνότης	hagnótēs	[ἁγνότης] from {{g53}}; cleanness (the state), i.e. (figuratively) blamelessness	g54
g59	ag-or-ad'-zo	ἀγοράζω	agorázō	[ἀγοράζω] from {{g58}}; properly, to go to market, i.e. (by implication) to purchase; specially, to redeem	g59
g58	ag-or-ah'	ἀγορά	agorá	[ἀγορά] from ἀγείρω (to gather; probably akin to {{g1453}}); properly, the town-square (as a place of public resort); by implication, a market or thoroughfare	g58
g40	hag'-ee-os	ἅγιος	hágios	[ἅγιος] from ἅγος (an awful thing) (compare {{g53}}, {{g2282}}); sacred (physically, pure, morally blameless or religious, ceremonially, consecrated)	g40
g41	hag-ee-ot'-ace	ἁγιότης	hagiótēs	[ἁγιότης] from {{g40}}; sanctity (i.e. properly, the state)	g41
g42	hag-ee-o-soo'-nay	ἁγιωσύνη	hagiōsýnē	[ἁγιωσύνη] from {{g40}}; sacredness (i.e. properly, the quality)	g42
g43	ang-kal'-ay	ἀγκάλη	ankálē	"[ἀγκάλη] from ἄγκος (a bend, ""ache""); an arm (as curved)"	g43
g44	ang'-kis-tron	ἄγκιστρον	ánkistron	[ἄγκιστρον] from the same as {{g43}}; a hook (as bent)	g44
g45	ang'-koo-rah	ἄγκυρα	ánkyra	"[ἄγκυρα] from the same as {{g43}}; an ""anchor"" (as crooked)"	g45
g46	ag'-naf-os	ἄγναφος	ágnaphos	[ἄγναφος] from {{g1}} (as a negative particle) and the same as {{g1102}}; properly, unfulled, i.e. (by implication) new (cloth)	g46
g47	hag-ni'-ah	ἁγνεία	hagneía	[ἁγνεία] from {{g53}}; cleanliness (the quality), i.e. (specially) chastity	g47
g48	hag-nid'-zo	ἁγνίζω	hagnízō	[ἁγνίζω] from {{g53}}; to make clean, i.e. (figuratively) sanctify (ceremonially or morally)	g48
g49	hag-nis-mos'	ἁγνισμός	hagnismós	[ἁγνισμός] from {{g48}}; a cleansing (the act), i.e. (ceremonially) lustration	g49
g75	ag-o-nid'-zom-ahee	ἀγωνίζομαι	agōnízomai	[ἀγωνίζομαι] from {{g73}}; to struggle, literally (to compete for a prize), figuratively (to contend with an adversary), or genitive case (to endeavor to accomplish something)	g75
g74	ag-o-nee'-ah	ἀγωνία	agōnía	[ἀγωνία] from {{g73}}; a struggle (properly, the state), i.e. (figuratively) anguish	g74
g77	ad-ap'-an-os	ἀδάπανος	adápanos	[ἀδάπανος] from {{g1}} (as negative particle); and {{g1160}}; costless, i.e. gratuitous	g77
g76	ad-am'	Ἀδάμ	Adám	[Ἀδάμ] of Hebrew origin ({{h121}}); Adam, the first man; typically (of Jesus) man (as his representative)	g76
g71	ag'-o	ἄγω	ágō	[ἄγω] a primary verb; properly, to lead; by implication, to bring, drive, (reflexively) go, (specially) pass (time), or (figuratively) induce	g71
g70	ag-roop-nee'-ah	ἀγρυπνία	agrypnía	[ἀγρυπνία] from {{g69}}; sleeplessness, i.e. a keeping awake	g70
g73	ag-one'	ἀγών	agṓn	[ἀγών] from {{g71}}; properly, a place of assembly (as if led), i.e. (by implication) a contest (held there); figuratively, an effort or anxiety	g73
g72	ag-o-gay'	ἀγωγή	agōgḗ	[ἀγωγή] reduplicated from {{g71}}; a bringing up, i.e. mode of living	g72
g79	ad-el-fay'	ἀδελφή	adelphḗ	[ἀδελφή] feminine of {{g80}}; a sister (naturally or ecclesiastically)	g79
g78	ad-dee'	Ἀδδί	Addí	[Ἀδδί] probably of Hebrew origin (compare {{h5716}}); Addi, an Israelite	g78
g68	ag-ros'	ἀγρός	agrós	[ἀγρός] from {{g71}}; a field (as a drive for cattle); genitive case, the country; specially, a farm, i.e. hamlet	g68
g69	ag-roop-neh'-o	ἀγρυπνέω	agrypnéō	[ἀγρυπνέω] ultimately from {{g1}} (as negative particle) and {{g5258}}; to be sleepless, i.e. keep awake	g69
g62	ag-ram-mat-os	ἀγράμματος	agrámmatos	[ἀγράμματος] from {{g1}} (as negative particle) and {{g1121}}; unlettered, i.e. illiterate	g62
g63	ag-row-leh'-o	ἀγραυλέω	agrauléō	[ἀγραυλέω] from {{g68}} and {{g832}} (in the sense of {{g833}}); to camp out	g63
g60	ag-or-ah'-yos	ἀγοραῖος	agoraîos	[ἀγοραῖος] from {{g58}}; relating to the market-place, i.e. forensic (times); by implication, vulgar	g60
g61	ag'-rah	ἄγρα	ágra	[ἄγρα] from {{g71}}; (abstractly) a catching (of fish); also (concretely) a haul (of fish)	g61
g66	ag'-ree-os	ἄγριος	ágrios	[ἄγριος] from {{g68}}; wild (as pertaining to the country), literally (natural) or figuratively (fierce)	g66
g67	ag-rip'-pas	Ἀγρίππας	Agríppas	[Ἀγρίππας] apparently from {{g66}} and {{g2462}}; wild-horse tamer; Agrippas, one of the Herods	g67
g64	ag-rew'-o	ἀγρεύω	agreúō	[ἀγρεύω] from {{g61}}; to hunt, i.e. (figuratively) to entrap	g64
g65	ag-ree-el'-ah-yos	ἀγριέλαιος	agriélaios	[ἀγριέλαιος] from {{g66}} and {{g1636}}; an oleaster	g65
