Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g5351	fthi'-ro	φθείρω	phtheírō	[φθείρω] probably strengthened from φθίω (to pine or waste); properly, to shrivel or wither, i.e. to spoil (by any process) or (generally) to ruin (especially figuratively, by moral influences, to deprave)	g5351
g5350	ftheng'-gom-ahee	φθέγγομαι	phthéngomai	[φθέγγομαι] probably akin to {{g5338}} and thus to {{g5346}}; to utter a clear sound, i.e. (generally) to proclaim	g5350
g5353	ftong'-gos	φθόγγος	phthóngos	[φθόγγος] from {{g5350}}; utterance, i.e. a musical note (vocal or instrumental)	g5353
g5352	fthin-op-o-ree-nos'	φθινοπωρινός	phthinopōrinós	[φθινοπωρινός] from derivative of φθίνω  (to wane; akin to the base of {{g5351}}) and {{g3703}} (meaning late autumn); autumnal (as stripped of leaves)	g5352
g5355	fthon'-os	φθόνος	phthónos	[φθόνος] probably akin to the base of {{g5351}}; ill-will (as detraction), i.e. jealousy (spite)	g5355
g5354	fthon-eh'-o	φθονέω	phthonéō	[φθονέω] from {{g5355}}; to be jealous of	g5354
g5357	fee-al'-ay	φιάλη	phiálē	"[φιάλη] of uncertain affinity; a broad shallow cup (""phial"")"	g5357
g5356	fthor-ah'	φθορά	phthorá	[φθορά] from {{g5351}}; decay, i.e. ruin (spontaneous or inflicted, literally or figuratively)	g5356
g5359	fil-ad-el'-fee-ah	Φιλαδέλφεια	Philadélpheia	[Φιλαδέλφεια] from Φιλάδελφος (the same as {{g5361}}), a king of Pergamos; Philadelphia, a place in Asia Minor	g5359
g5358	fil-ag'-ath-os	φιλάγαθος	philágathos	[φιλάγαθος] from {{g5384}} and {{g18}}; fond to good, i.e. a promoter of virtue	g5358
g5342	fer'-o	φέρω	phérō	"[φέρω] a primary verb (for which other, and apparently not cognate ones are used in certain tenses only; namely,          οἴω;       and ἐνέγκω; to ""bear"" or carry (in a very wide application, literally and figuratively, as follows)"	g5342
g5343	fyoo'-go	φεύγω	pheúgō	[φεύγω] apparently a primary verb; to run away (literally or figuratively); by implication, to shun; by analogy, to vanish	g5343
g5340	fi-dom-en'-oce	φειδομένως	pheidoménōs	[φειδομένως] adverb from participle of {{g5339}}; abstemiously, i.e. stingily	g5340
g5341	fel-on'-ace	φελόνης	phelónēs	[φελόνης] by transposition for a derivative probably of {{g5316}} (as showing outside the other garments); a mantle (surtout)	g5341
g5346	fay-mee'	φημί	phēmí	[φημί] properly, the same as the base of {{g5457}} and {{g5316}}; to show or make known one's thoughts, i.e. speak or say Compare {{g3004}}.	g5346
g5347	face'-tos	Φῆστος	Phēstos	[Φῆστος] of Latin derivation; festal; Phestus (i.e. Festus), a Roman	g5347
g5344	fay'-lix	Φῆλιξ	Phēlix	[Φῆλιξ] of Latin origin; happy; Phelix (i.e. Felix), a Roman	g5344
g5345	fay'-may	φήμη	phḗmē	"[φήμη] from {{g5346}}; a saying, i.e. rumor (""fame"")"	g5345
g5348	fthan'-o	φθάνω	phthánō	[φθάνω] apparently a primary verb; to be beforehand, i.e. anticipate or precede; by extension, to have arrived at	g5348
g5349	fthar-tos'	φθαρτός	phthartós	[φθαρτός] from {{g5351}}; decayed, i.e. (by implication) perishable	g5349
g5379	fil-on-i-kee'-ah	φιλονεικία	philoneikía	[φιλονεικία] from {{g5380}}; quarrelsomeness, i.e. a dispute	g5379
g5378	fil-ol'-og-os	Φιλόλογος	Philólogos	"[Φιλόλογος] from {{g5384}} and {{g3056}}; fond of words, i.e. talkative (argumentative, learned, ""philological""); Philologus, a Christian"	g5378
g5377	fil-oth'-eh-os	φιλόθεος	philótheos	[φιλόθεος] from {{g5384}} and {{g2316}}; fond of God, i.e. pious	g5377
g5376	fil'-ip-pos	Φίλιππος	Phílippos	[Φίλιππος] from {{g5384}} and {{g2462}}; fond of horses; Philippus, the name of four Israelites	g5376
g5375	fil'-ip-poy	Φίλιπποι	Phílippoi	[Φίλιπποι] plural of {{g5376}}; Philippi, a place in Macedonia	g5375
g5374	fil-ip-pay'-see-os	Φιλιππήσιος	Philippḗsios	[Φιλιππήσιος] from {{g5375}}; a Philippesian (Philippian), i.e. native of Philippi	g5374
g5373	fil-ee'-ah	φιλία	philía	[φιλία] from {{g5384}}; fondness	g5373
g5372	fil-ay-tos'	Φίλητος	Phílētos	[Φίλητος] from {{g5368}}; amiable; Philetus, an opposer of Christianity	g5372
g5371	fil-ay'-mone	Φιλήμων	Philḗmōn	[Φιλήμων] from {{g5368}}; friendly; Philemon, a Christian	g5371
g5370	fil'-ay-mah	φίλημα	phílēma	[φίλημα] from {{g5368}}; a kiss	g5370
g5319	fan-er-o'-o	φανερόω	phaneróō	[φανερόω] from {{g5318}}; to render apparent (literally or figuratively)	g5319
g5318	fan-er-os'	φανερός	phanerós	[φανερός] from {{g5316}}; shining, i.e. apparent (literally or figuratively); neuter (as adverb) publicly, externally	g5318
g5315	fag'-o	φάγω	phágō	[φάγω] a primary verb (used as an alternate of {{g2068}} in certain tenses); to eat (literally or figuratively)	g5315
g5314	fag'-os	φάγος	phágos	[φάγος] from {{g5315}}; a glutton	g5314
g5317	fal'-ek	Φάλεκ	Phálek	[Φάλεκ] of Hebrew origin ({{h6389}}); Phalek (i.e. Peleg), a patriarch	g5317
g5316	fah'-ee-no	φαίνω	phaínō	[φαίνω] prolongation for the base of {{g5457}}; to lighten (shine), i.e. show (transitive or intransitive, literal or figurative)	g5316
g5311	hoop'-sos	ὕψος	hýpsos	[ὕψος] from a derivative of {{g5228}}; elevation, i.e. (abstractly) altitude, (specially), the sky, or (figuratively) dignity	g5311
g5310	hoop'-sis-tos	ὕψιστος	hýpsistos	[ὕψιστος] superlative from the base of {{g5311}}; highest, i.e. (masculine singular) the Supreme (God), or (neuter plural) the heavens	g5310
g5313	hoop'-so-mah	ὕψωμα	hýpsōma	[ὕψωμα] from {{g5312}}; an elevated place or thing, i.e. (abstractly) altitude, or (by implication) a barrier (figuratively)	g5313
g5312	hoop-so'-o	ὑψόω	hypsóō	[ὑψόω] from {{g5311}}; to elevate (literally or figuratively)	g5312
g5395	flox	φλόξ	phlóx	"[φλόξ] from a primary φλέγω (to ""flash"" or ""flame""); a blaze"	g5395
g5394	flog-id'-zo	φλογίζω	phlogízō	[φλογίζω] from {{g5395}}; to cause a blaze, i.e. ignite (figuratively, to inflame with passion)	g5394
g5397	floo'-ar-os	φλύαρος	phlýaros	[φλύαρος] from φλύω (to bubble); a garrulous person, i.e. prater	g5397
g5396	floo-ar-eh'-o	φλυαρέω	phlyaréō	[φλυαρέω] from {{g5397}}; to be a babbler or trifler, i.e. (by implication) to berate idly or mischievously	g5396
g5391	fil-of'-rone	φιλόφρων	philóphrōn	[φιλόφρων] from {{g5384}} and {{g5424}}; friendly of mind, i.e. kind	g5391
g5390	fil-of-ron'-oce	φιλοφρόνως	philophrónōs	[φιλοφρόνως] adverb from {{g5391}}; with friendliness of mind, i.e. kindly	g5390
g5393	fleg'-one	Φλέγων	Phlégōn	[Φλέγων] active participle of the base of {{g5395}}; blazing; Phlegon, a Christian	g5393
