Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g3800	op-so'-nee-on	ὀψώνιον	opsṓnion	[ὀψώνιον] neuter of a presumed derivative of the same as {{g3795}}; rations for a soldier, i.e. (by extension) his stipend or pay	g3800
g3731	hor'-may-mah	ὅρμημα	hórmēma	[ὅρμημα] from {{g3730}}; an attack, i.e. (abstractly) precipitancy	g3731
g3730	hor-may'	ὁρμή	hormḗ	[ὁρμή] of uncertain affinity; a violent impulse, i.e. onset	g3730
g3733	or'-nis	ὄρνις	órnis	[ὄρνις] probably from a prolonged form of the base of {{g3735}}; a bird (as rising in the air), i.e. (specially), a hen (or female domestic fowl)	g3733
g3732	or'-neh-on	ὄρνεον	órneon	[ὄρνεον] neuter of a presumed derivative of {{g3733}}; a birdling	g3732
g3735	or'-os	ὄρος	óros	"[ὄρος] probably from an obsolete ὄρω (to rise or ""rear""; perhaps akin to {{g142}}; compare {{g3733}}); a mountain (as lifting itself above the plain)"	g3735
g3734	hor-oth-es-ee'-ah	ὁροθεσία	horothesía	[ὁροθεσία] from a compound of the base of {{g3725}} and a derivative of {{g5087}}; a limit-placing, i.e. (concretely) boundary-line	g3734
g3737	or-fan-os'	ὀρφανός	orphanós	"[ὀρφανός] of uncertain affinity; bereaved (""orphan""), i.e. parentless"	g3737
g3736	or-oos'-so	ὀρύσσω	orýssō	"[ὀρύσσω] apparently a primary verb; to ""burrow"" in the ground, i.e. dig"	g3736
g3739	hos	ὅς	hós	[ὅς] , including feminine      ἥ, and neuter      ὅprobably a primary word (or perhaps a form of the article {{g3588}}); the relatively (sometimes demonstrative) pronoun, who, which, what, that See also {{g3757}}.	g3739
g3738	or-kheh'-om-ahee	ὀρχέομαι	orchéomai	[ὀρχέομαι] middle voice from ὄρχος (a row or ring); to dance (from the ranklike or regular motion)	g3738
g3722	or'-thros	ὄρθρος	órthros	[ὄρθρος] from the same as {{g3735}}; dawn (as sun-rise, rising of light); by extension, morn	g3722
g3723	or-thoce'	ὀρθῶς	orthōs	[ὀρθῶς] adverb from {{g3717}}; in a straight manner, i.e. (figuratively) correctly (also morally)	g3723
g3720	or-thrin-os'	ὀρθρινός	orthrinós	[ὀρθρινός] from {{g3722}}; relating to the dawn, i.e. matutinal (as an epithet of Venus, especially brilliant in the early day)	g3720
g3721	or'-three-os	ὄρθριος	órthrios	[ὄρθριος] from {{g3722}}; in the dawn, i.e. up at day-break	g3721
g3726	hor-kid'-zo	ὁρκίζω	horkízō	[ὁρκίζω] from {{g3727}}; to put on oath, i.e. make swear; by analogy, to solemnly enjoin	g3726
g3727	hor'-kos	ὅρκος	hórkos	[ὅρκος] from ἕρκος (a fence; perhaps akin to {{g3725}}); a limit, i.e. (sacred) restraint (specially, an oath)	g3727
g3724	hor-id'-zo	ὁρίζω	horízō	"[ὁρίζω] from {{g3725}}; to mark out or bound (""horizon""), i.e. (figuratively) to appoint, decree, specify"	g3724
g3725	hor'-ee-on	ὅριον	hórion	[ὅριον] neuter of a derivative of an apparently primary ὅρος (a bound or limit); a boundary-line, i.e. (by implication) a frontier (region)	g3725
g3728	hor-ko-mos-ee'ah	ὁρκωμοσία	horkōmosía	[ὁρκωμοσία] from a compound of {{g3727}} and a derivative of {{g3660}}; asseveration on oath	g3728
