Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g3809	pahee-di'-ah	παιδεία	paideía	[παιδεία] from {{g3811}}; tutorage, i.e. education or training; by implication, disciplinary correction	g3809
g3808	pahee-dar'-ee-on	παιδάριον	paidárion	[παιδάριον] neuter of a presumed derivative of {{g3816}}; a little boy	g3808
g3807	pahee-dag-o-gos'	παιδαγωγός	paidagōgós	"[παιδαγωγός] from {{g3816}} and a reduplicated form of {{g71}}; a boy-leader, i.e. a servant whose office it was to take the children to school; (by implication, (figuratively) a tutor (""pædagogue""))"	g3807
g3806	path'-os	πάθος	páthos	"[πάθος] from the alternate of {{g3958}}; properly, suffering (""pathos""), i.e. (subjectively) a passion (especially concupiscence)"	g3806
g3805	path-ay-tos'	παθητός	pathētós	[παθητός] from the same as {{g3804}}; liable (i.e. doomed) to experience pain	g3805
g3804	path'-ay-mah	πάθημα	páthēma	[πάθημα] from a presumed derivative of {{g3806}}; something undergone, i.e. hardship or pain; subjectively, an emotion or influence	g3804
g3803	pag-ece'	παγίς	pagís	[παγίς] from {{g4078}}; a trap (as fastened by a noose or notch); figuratively, a trick or statagem (temptation)	g3803
g3802	pag-id-yoo'-o	παγιδεύω	pagideúō	[παγιδεύω] from {{g3803}}; to ensnare (figuratively)	g3802
g3801	ho own kahee ho ane kahee ho er-khom'-en-os	ὁ ὢν καί ὁ ἦν καί ὁ ἐρχόμενος	ho ṑn kaí ho ēn kaí ho erchómenos	[ὁ ὢν καί ὁ ἦν καί ὁ ἐρχόμενος] a phrase combining {{g3588}} with the present participle and imperfect of {{g1510}} and the present participle of {{g2064}} by means of {{g2532}}; the one being and the one that was and the one coming, i.e. the Eternal, as a divine epithet of Christ	g3801
g3887	par-am-en'-o	παραμένω	paraménō	[παραμένω] from {{g3844}} and {{g3306}}; to stay near, i.e. remain (literally, tarry; or figuratively, be permanent, persevere)	g3887
g3886	par-al-oo'-o	παραλύω	paralýō	[παραλύω] from {{g3844}} and {{g3089}}; to loosen beside, i.e. relax (perfect passive participle, paralyzed or enfeebled)	g3886
g3885	par-al-oo-tee-kos'	παραλυτικός	paralytikós	"[παραλυτικός] from a derivative of {{g3886}}; as if dissolved, i.e. ""paralytic"""	g3885
g3884	par-al-og-id'-zom-ahee	παραλογίζομαι	paralogízomai	[παραλογίζομαι] from {{g3844}} and {{g3049}}; to misreckon, i.e. delude	g3884
g3883	par-al-lag-ay'	παραλλαγή	parallagḗ	[παραλλαγή] from a compound of {{g3844}} and {{g236}}; transmutation (of phase or orbit), i.e. (figuratively) fickleness	g3883
g3882	par-al'-ee-os	παράλιος	parálios	[παράλιος] from {{g3844}} and {{g251}}; beside the salt (sea), i.e. maritime	g3882
g3881	par-al-eg'-om-ahee	παραλέγομαι	paralégomai	[παραλέγομαι] from {{g3844}} and the middle voice of {{g3004}} (in its original sense); (specially), to lay one's course near, i.e. sail past	g3881
g3880	par-al-am-ban'-o	παραλαμβάνω	paralambánō	[παραλαμβάνω] from {{g3844}} and {{g2983}}; to receive near, i.e. associate with oneself (in any familiar or intimate act or relation); by analogy, to assume an office; figuratively, to learn	g3880
g3889	par-am-oo-thee'-ah	παραμυθία	paramythía	[παραμυθία] from {{g3888}}; consolation (properly, abstract)	g3889
g3888	par-am-oo-theh'-om-ahee	παραμυθέομαι	paramythéomai	[παραμυθέομαι] from {{g3844}} and the middle voice of a derivative of {{g3454}}; to relate near, i.e. (by implication) encourage, console	g3888
g3818	pak-at-ee-an-ay'	Πακατιανή	Pakatianḗ	[Πακατιανή] feminine of an adjective of uncertain derivation; Pacatianian, a section of Phrygia	g3818
g3819	pal'-ahee	πάλαι	pálai	[πάλαι] probably another form for {{g3825}} (through the idea of retrocession); (adverbially) formerly, or (by relatively) sometime since; (elliptically as adjective) ancient	g3819
g3810	pahee-dyoo-tace'	παιδευτής	paideutḗs	[παιδευτής] from {{g3811}}; a trainer, i.e. teacher or (by implication) discipliner	g3810
g3811	pahee-dyoo'-o	παιδεύω	paideúō	[παιδεύω] from {{g3816}}; to train up a child, i.e. educate, or (by implication), discipline (by punishment)	g3811
g3812	pahee-dee-oth'-en	παιδιόθεν	paidióthen	[παιδιόθεν] adverb (of source) from {{g3813}}; from infancy	g3812
g3813	pahee-dee'-on	παιδίον	paidíon	[παιδίον] neuter diminutive of {{g3816}}; a childling (of either sex), i.e. (properly), an infant, or (by extension) a half-grown boy or girl; figuratively, an immature Christian	g3813
g3814	pahee-dis'-kay	παιδίσκη	paidískē	[παιδίσκη] feminine diminutive of {{g3816}}; a girl, i.e. (specially), a female slave or servant	g3814
g3815	paheed'-zo	παίζω	paízō	[παίζω] from {{g3816}}; to sport (as a boy)	g3815
g3816	paheece	παῖς	paîs	[παῖς] perhaps from {{g3817}}; a boy (as often beaten with impunity), or (by analogy), a girl, and (genitive case) a child; specially, a slave or servant (especially a minister to a king; and by eminence to God)	g3816
g3817	pah'-yo	παίω	paíō	[παίω] a primary verb; to hit (as if by a single blow and less violently than {{g5180}}); specially, to sting (as a scorpion)	g3817
g3890	par-am-oo'-thee-on	παραμύθιον	paramýthion	[παραμύθιον] neuter of {{g3889}}; consolation (properly, concretely)	g3890
g3891	par-an-om-eh'-o	παρανομέω	paranoméō	[παρανομέω] from a compound of {{g3844}} and {{g3551}}; to be opposed to law, i.e. to transgress	g3891
g3892	par-an-om-ee'-ah	παρανομία	paranomía	[παρανομία] from the same as {{g3891}}; transgression	g3892
g3893	par-ap-ik-rah'-ee-no	παραπικραίνω	parapikraínō	[παραπικραίνω] from {{g3844}} and {{g4087}}; to embitter alongside, i.e. (figuratively) to exasperate	g3893
g3894	par-ap-ik-ras-mos'	παραπικρασμός	parapikrasmós	[παραπικρασμός] from {{g3893}}; irritation	g3894
g3895	par-ap-ip'-to	παραπίπτω	parapíptō	[παραπίπτω] from {{g3844}} and {{g4098}}; to fall aside, i.e. (figuratively) to apostatize	g3895
g3896	par-ap-leh'-o	παραπλέω	parapléō	[παραπλέω] from {{g3844}} and {{g4126}}; to sail near	g3896
g3897	par-ap-lay'-see-on	παραπλήσιον	paraplḗsion	[παραπλήσιον] neuter of a compound of {{g3844}} and the base of {{g4139}} (as adverb); close by, i.e. (figuratively) almost	g3897
g3898	par-ap-lay-see'-oce	παραπλησίως	paraplēsíōs	[παραπλησίως] adverb from the same as {{g3897}}; in a manner near by, i.e. (figuratively) similarly	g3898
g3899	par-ap-or-yoo'-om-ahee	παραπορεύομαι	paraporeúomai	[παραπορεύομαι] from {{g3844}} and {{g4198}}; to travel near	g3899
g3869	par-ak-ath-id'-zo	παρακαθίζω	parakathízō	[παρακαθίζω] from {{g3844}} and {{g2523}}; to sit down near	g3869
g3868	par-ahee-teh'-om-ahee	παραιτέομαι	paraitéomai	[παραιτέομαι] from {{g3844}} and the middle voice of {{g154}}; to beg off, i.e. deprecate, decline, shun	g3868
g3865	par-ath-eh-o-reh'-o	παραθεωρέω	paratheōréō	[παραθεωρέω] from {{g3844}} and {{g2334}}; to overlook or disregard	g3865
g3864	par-ath-al-as'-see-os	παραθαλάσσιος	parathalássios	[παραθαλάσσιος] from {{g3844}} and {{g2281}}; along the sea, i.e. maritime (lacustrine)	g3864
g3867	par-ahee-neh'-o	παραινέω	parainéō	[παραινέω] from {{g3844}} and {{g134}}; to mispraise, i.e. recommend or advise (a different course)	g3867
g3866	par-ath-ay'-kay	παραθήκη	parathḗkē	[παραθήκη] from {{g3908}}; a deposit, i.e. (figuratively) trust	g3866
