Key	Pronunciation	Lexeme	Transliteration	Definition	StrongsNumber
g4697	splangkh-nid'-zom-ahee	σπλαγχνίζομαι	splanchnízomai	[σπλαγχνίζομαι] middle voice from {{g4698}}; to have the bowels yearn, i.e. (figuratively) feel sympathy, to pity	g4697
g4696	spee'-los	σπίλος	spílos	[σπίλος] of uncertain derivation; a stain or blemish, i.e. (figuratively) defect, disgrace	g4696
g4695	spee-lo'-o	σπιλόω	spilóō	[σπιλόω] from {{g4696}}; to stain or soil (literally or figuratively)	g4695
g4694	spee-las'	σπιλάς	spilás	[σπιλάς] of uncertain derivation; a ledge or reef of rock in the sea	g4694
g4693	spay'-lah-yon	σπήλαιον	spḗlaion	[σπήλαιον] neuter of a presumed derivative of σπέος (a grotto); a cavern; by implication, a hiding-place or resort	g4693
g4692	spyoo'-do	σπεύδω	speúdō	"[σπεύδω] probably strengthened from {{g4228}}; to ""speed"" (""study""), i.e. urge on (diligently or earnestly); by implication, to await eagerly"	g4692
g4691	sper-mol-og'-os	σπερμολόγος	spermológos	[σπερμολόγος] from {{g4690}} and {{g3004}}; a seed-picker (as the crow), i.e. (figuratively) a sponger, loafer (specially, a gossip or trifler in talk)	g4691
g4690	sper'-mah	σπέρμα	spérma	"[σπέρμα] from {{g4687}}; something sown, i.e. seed (including the male ""sperm""); by implication, offspring; specially, a remnant (figuratively, as if kept over for planting)"	g4690
g4699	spong'-gos	σπόγγος	spóngos	"[σπόγγος] perhaps of foreign origin; a ""sponge"""	g4699
g4698	splangkh'-non	σπλάγχνον	splánchnon	"[σπλάγχνον] probably strengthened from σπλήν (the ""spleen""); an intestine (plural); figuratively, pity or sympathy"	g4698
g4622	see-own'	Σιών	Siṓn	[Σιών] of Hebrew origin ({{h6726}}); Sion (i.e. Tsijon), a hill of Jerusalem; figuratively, the Church (militant or triumphant)	g4622
g4623	see-o-pah'-o	σιωπάω	siōpáō	[σιωπάω] from σιωπή (silence, i.e. a hush; properly, muteness, i.e. involuntary stillness, or inability to speak; and thus differing from {{g4602}}, which is rather a voluntary refusal or indisposition to speak, although the terms are often used synonymously); to be dumb (but not deaf also, like 2974 properly); figuratively, to be calm (as quiet water)	g4623
